! West Basin - Station 969																																
! 2002101.000																																
33	data sets																															
3	number of depths																															
72	26	i,j																														
DEPTH	SALINITY	SSOL1	SSOL2	DO	PH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	10.4	0	11.59	8.09	20.4	0.139	2.5	0.0069	0.0109	0.0060	0.001	0.090	1.720	0.162	0.325	0.001	2.30	0.0120	0.040	0.0120	0.0560	0.280	0.00002	0.00004	0.00001	0.00006	0.00028	0.00011	0.00016	0.00005	0.00022	0.00112	   
5	0.05	10.4	0	11.59	8.09	20.4	0.139	2.5	0.0069	0.0109	0.0060	0.001	0.090	1.720	0.162	0.325	0.001	2.30	0.0120	0.040	0.0120	0.0560	0.280	0.00002	0.00004	0.00001	0.00006	0.00028	0.00011	0.00016	0.00005	0.00022	0.00112	   
10	0.05	10.4	0	11.59	8.09	20.4	0.139	2.5	0.0069	0.0109	0.0060	0.001	0.090	1.720	0.162	0.325	0.001	2.30	0.0120	0.040	0.0120	0.0560	0.280	0.00002	0.00004	0.00001	0.00006	0.00028	0.00011	0.00016	0.00005	0.00022	0.00112	 
