! -----------------------------------------------------
! Lake Erie 2002-14
! Inflow (Sandusky River)
! File prepared by LL
! -----------------------------------------------------
22  data sets																					   
0 seconds between data																					   
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	   
DAY	INFLOW	WTR_TEMP	SALINITY	SSOL1	SSOL2	DO	PO4	DOPL	POPL	PIP	NH4	NO3	DONL	PONL	DOCL	POCL	SiO2	FDIAT	MDIAT	CRYPT	CHLOR	CYANO	   
2007333.500	85.29	0.10	0.056	62.5	0	14.55	0.130	0.0228	0.0933	0.070	0.02	8.85	1.43	0.61	2.0	0.2	8.77	0.1	0.72	0.14	0.02	0.02
2007334.500	53.83	0.10	0.056	40.5	0	14.55	0.125	0.0200	0.0765	0.056	0.02	9.80	1.54	0.66	2.0	0.2	8.62	0.1	0.72	0.14	0.02	0.02
2007336.500	20.56	2.10	0.056	94.7	0	13.79	0.095	0.0227	0.1104	0.088	0.02	8.48	1.41	0.60	2.0	0.2	9.27	0.1	0.72	0.14	0.02	0.02
2007336.833	22.76	5.67	0.056	62.0	0	12.57	0.120	0.0201	0.0796	0.059	0.02	8.72	1.40	0.60	2.0	0.2	8.55	0.1	0.72	0.14	0.02	0.02
2007337.167	46.50	2.78	0.056	59.2	0	13.54	0.120	0.0215	0.0899	0.068	0.02	7.39	1.23	0.53	2.0	0.2	8.43	0.1	0.72	0.14	0.02	0.02
2007337.375	74.76	0.65	0.056	90.9	0	14.34	0.113	0.0262	0.1251	0.099	0.02	7.16	1.20	0.52	2.0	0.2	8.45	0.1	0.72	0.14	0.02	0.02
2007337.833	121.25	0.10	0.056	211.3	0	14.55	0.076	0.0447	0.2723	0.228	0.02	6.42	1.19	0.51	2.0	0.2	8.17	0.1	0.72	0.14	0.02	0.02
2007338.167	121.25	0.10	0.056	131.1	0	14.55	0.152	0.0363	0.1762	0.140	0.02	6.56	1.14	0.49	2.0	0.2	8.30	0.1	0.72	0.14	0.02	0.02
2007338.500	111.91	0.10	0.056	117.2	0	14.55	0.155	0.0357	0.1705	0.135	0.02	7.04	1.25	0.54	2.0	0.2	8.46	0.1	0.72	0.14	0.02	0.02
2007338.833	109.95	0.10	0.056	115.0	0	14.55	0.153	0.0351	0.1670	0.132	0.02	6.92	1.20	0.51	2.0	0.2	8.56	0.1	0.72	0.14	0.02	0.02
2007339.167	100.92	0.10	0.056	115.7	0	14.55	0.099	0.0324	0.1756	0.143	0.02	6.84	1.18	0.51	2.0	0.2	8.97	0.1	0.72	0.14	0.02	0.02
2007339.500	85.88	0.10	0.056	108.3	0	14.55	0.132	0.0313	0.1516	0.120	0.02	6.61	1.14	0.49	2.0	0.2	8.46	0.1	0.72	0.14	0.02	0.02
2007339.833	71.42	0.10	0.056	95.0	0	14.55	0.139	0.0322	0.1542	0.122	0.02	6.55	1.11	0.48	2.0	0.2	8.53	0.1	0.72	0.14	0.02	0.02
2007340.167	60.09	0.10	0.056	81.0	0	14.55	0.137	0.0292	0.1339	0.105	0.02	6.25	1.09	0.47	2.0	0.2	8.54	0.1	0.72	0.14	0.02	0.02
2007340.500	48.76	0.10	0.056	71.0	0	14.55	0.131	0.0271	0.1226	0.096	0.02	7.52	1.26	0.54	2.0	0.2	8.70	0.1	0.72	0.14	0.02	0.02
2007341.500	28.32	0.10	0.056	42.8	0	14.55	0.117	0.0215	0.0912	0.070	0.02	6.43	1.05	0.45	2.0	0.2	8.97	0.1	0.72	0.14	0.02	0.02
2007342.500	17.70	0.10	0.056	27.9	0	14.55	0.091	0.0158	0.0646	0.049	0.02	6.28	1.02	0.44	2.0	0.2	9.38	0.1	0.72	0.14	0.02	0.02
2007343.500	29.83	0.10	0.056	19.9	0	14.55	0.098	0.0121	0.0352	0.023	0.02	5.87	0.92	0.40	2.0	0.2	9.04	0.1	0.72	0.14	0.02	0.02
2007344.167	29.83	0.10	0.056	22.7	0	14.55	0.084	0.0113	0.0361	0.025	0.02	6.03	0.96	0.41	2.0	0.2	8.59	0.1	0.72	0.14	0.02	0.02
2007344.375	38.79	0.10	0.056	27.1	0	14.55	0.065	0.0109	0.0433	0.032	0.02	6.02	0.95	0.41	2.0	0.2	8.45	0.1	0.72	0.14	0.02	0.02
2007344.500	42.42	0.10	0.056	34.1	0	14.55	0.070	0.0120	0.0486	0.037	0.02	6.16	1.12	0.48	2.0	0.2	8.59	0.1	0.72	0.14	0.02	0.02
2007345.500	74.76	0.10	0.056	38.9	0	14.55	0.079	0.0134	0.0540	0.041	0.02	6.23	1.00	0.43	2.0	0.2	8.32	0.1	0.72	0.14	0.02	0.02
2007346.833	334.14	0.10	0.056	213.8	0	14.55	0.159	0.0409	0.2043	0.163	0.02	5.23	0.99	0.43	2.0	0.2	6.87	0.1	0.72	0.14	0.02	0.02
2007347.167	338.67	0.10	0.056	150.9	0	14.55	0.175	0.0412	0.1985	0.157	0.02	5.05	0.93	0.40	2.0	0.2	6.97	0.1	0.72	0.14	0.02	0.02
2007347.500	318.28	0.10	0.056	137.7	0	14.55	0.191	0.0397	0.1802	0.140	0.02	5.10	0.94	0.40	2.0	0.2	6.95	0.1	0.72	0.14	0.02	0.02
2007347.833	308.09	0.35	0.056	131.6	0	14.45	0.179	0.0386	0.1784	0.140	0.02	5.07	0.94	0.40	2.0	0.2	7.30	0.1	0.72	0.14	0.02	0.02
2007348.167	318.28	0.10	0.056	113.4	0	14.55	0.169	0.0373	0.1745	0.137	0.02	4.93	0.91	0.39	2.0	0.2	7.35	0.1	0.72	0.14	0.02	0.02
2007348.500	312.33	0.10	0.056	103.5	0	14.55	0.174	0.0360	0.1635	0.127	0.02	4.90	0.88	0.38	2.0	0.2	7.33	0.1	0.72	0.14	0.02	0.02
2007348.833	294.50	0.10	0.056	98.9	0	14.55	0.180	0.0357	0.1576	0.122	0.02	4.80	0.89	0.38	2.0	0.2	7.54	0.1	0.72	0.14	0.02	0.02
2007349.167	279.26	0.10	0.056	86.3	0	14.55	0.178	0.0344	0.1496	0.115	0.02	4.79	0.87	0.37	2.0	0.2	7.50	0.1	0.72	0.14	0.02	0.02
2007349.500	265.33	0.10	0.056	80.1	0	14.55	0.173	0.0330	0.1429	0.110	0.02	4.79	0.83	0.36	2.0	0.2	7.70	0.1	0.72	0.14	0.02	0.02
2007349.833	247.89	0.10	0.056	70.1	0	14.55	0.169	0.0306	0.1277	0.097	0.02	4.80	0.89	0.38	2.0	0.2	7.47	0.1	0.72	0.14	0.02	0.02
2007350.167	221.55	0.10	0.056	59.3	0	14.55	0.168	0.0288	0.1164	0.088	0.02	5.15	0.89	0.38	2.0	0.2	7.67	0.1	0.72	0.14	0.02	0.02
2007350.500	194.14	0.10	0.056	53.2	0	14.55	0.143	0.0264	0.1119	0.085	0.02	4.89	0.85	0.36	2.0	0.2	7.65	0.1	0.72	0.14	0.02	0.02
2007350.833	167.95	0.10	0.056	47.8	0	14.55	0.139	0.0241	0.0983	0.074	0.02	4.94	0.87	0.37	2.0	0.2	7.86	0.1	0.72	0.14	0.02	0.02
2007351.167	155.46	0.10	0.056	45.0	0	14.55	0.137	0.0228	0.0895	0.067	0.02	4.92	0.86	0.37	2.0	0.2	7.90	0.1	0.72	0.14	0.02	0.02
2007351.417	144.42	0.10	0.056	37.9	0	14.55	0.115	0.0197	0.0797	0.060	0.02	4.90	0.82	0.35	2.0	0.2	8.11	0.1	0.72	0.14	0.02	0.02
2007351.500	141.47	0.10	0.056	45.3	0	14.55	0.121	0.0196	0.0757	0.056	0.02	4.97	0.85	0.36	2.0	0.2	8.13	0.1	0.72	0.14	0.02	0.02
2007352.500	110.61	0.10	0.056	39.9	0	14.55	0.117	0.0175	0.0631	0.046	0.02	4.99	0.83	0.36	2.0	0.2	7.99	0.1	0.72	0.14	0.02	0.02
2007353.500	77.59	0.07	0.056	34.6	0	14.56	0.101	0.0151	0.0544	0.039	0.02	4.96	0.82	0.35	2.0	0.2	8.36	0.1	0.72	0.14	0.02	0.02
2007354.500	55.76	0.10	0.056	27.6	0	14.55	0.086	0.0127	0.0450	0.032	0.02	5.03	0.81	0.35	2.0	0.2	8.15	0.1	0.72	0.14	0.02	0.02
2007355.500	46.04	0.10	0.056	21.3	0	14.55	0.078	0.0109	0.0369	0.026	0.02	5.08	0.82	0.35	2.0	0.2	8.34	0.1	0.72	0.14	0.02	0.02
2007356.500	48.76	1.36	0.056	27.8	0	14.07	0.073	0.0107	0.0380	0.027	0.02	5.36	0.86	0.37	2.0	0.2	8.37	0.1	0.72	0.14	0.02	0.02
2007357.500	212.29	4.52	0.056	102.4	0	12.94	0.113	0.0255	0.1210	0.095	0.02	4.61	0.84	0.36	2.0	0.2	7.20	0.1	0.72	0.14	0.02	0.02
2007358.500	238.20	0.10	0.056	144.0	0	14.55	0.125	0.0376	0.1982	0.161	0.02	4.28	0.83	0.35	2.0	0.2	7.41	0.1	0.72	0.14	0.02	0.02
2007359.500	158.29	0.10	0.056	112.3	0	14.55	0.116	0.0174	0.0628	0.045	0.02	4.19	0.80	0.34	2.0	0.2	7.41	0.1	0.72	0.14	0.02	0.02
2007360.500	91.35	0.10	0.056	83.3	0	14.55	0.103	0.0302	0.1583	0.128	0.02	4.23	0.75	0.32	2.0	0.2	7.81	0.1	0.72	0.14	0.02	0.02
2007361.500	50.57	0.10	0.056	67.5	0	14.55	0.122	0.0237	0.1033	0.080	0.02	4.35	0.78	0.34	2.0	0.2	9.77	0.1	0.72	0.14	0.02	0.02
2007362.500	35.40	0.10	0.056	43.4	0	14.55	0.003	0.0175	0.1205	0.103	0.02	4.63	0.79	0.34	2.0	0.2	7.90	0.1	0.72	0.14	0.02	0.02
2007363.500	38.37	0.19	0.056	32.0	0	14.52	0.007	0.0125	0.0834	0.071	0.02	4.84	0.79	0.34	2.0	0.2	8.11	0.1	0.72	0.14	0.02	0.02
2007364.500	49.21	0.10	0.056	30.2	0	14.55	0.098	0.0123	0.0363	0.024	0.02	5.00	0.80	0.34	2.0	0.2	8.01	0.1	0.72	0.14	0.02	0.02
2007365.500	42.87	0.05	0.056	30.4	0	14.57	0.086	0.0136	0.0512	0.038	0.02	4.81	0.77	0.33	2.0	0.2	8.26	0.1	0.72	0.14	0.02	0.02
2008001.500	37.66	0.10	0.056	24.6	0	14.55	0.070	0.0117	0.0464	0.035	0.02	4.85	0.77	0.33	2.0	0.2	8.29	0.1	0.72	0.14	0.02	0.02
2008002.500	27.18	0.10	0.056	18.6	0	14.55	0.071	0.0098	0.0327	0.023	0.02	4.78	0.74	0.32	2.0	0.2	8.35	0.1	0.72	0.14	0.02	0.02
2008002.625	26.45	0.10	0.056	18.9	0	14.55	0.060	0.0096	0.0367	0.027	0.02	4.75	0.75	0.32	2.0	0.2	8.54	0.1	0.72	0.14	0.02	0.02
2008002.833	26.11	0.10	0.056	14.9	0	14.55	0.056	0.0093	0.0363	0.027	0.02	4.76	0.77	0.33	2.0	0.2	8.84	0.1	0.72	0.14	0.02	0.02
2008003.833	19.96	0.10	0.056	18.8	0	14.55	0.057	0.0080	0.0273	0.019	0.02	4.75	0.76	0.32	2.0	0.2	8.73	0.1	0.72	0.14	0.02	0.02
2008004.833	15.09	0.10	0.056	12.0	0	14.55	0.053	0.0066	0.0193	0.013	0.02	5.12	0.81	0.35	2.0	0.2	8.72	0.1	0.72	0.14	0.02	0.02
2008005.833	19.96	1.76	0.056	15.0	0	13.91	0.048	0.0061	0.0187	0.013	0.02	4.77	0.74	0.32	2.0	0.2	8.67	0.1	0.72	0.14	0.02	0.02
2008006.833	43.04	5.56	0.056	31.6	0	12.60	0.052	0.0086	0.0340	0.025	0.02	5.64	0.88	0.38	2.0	0.2	8.24	0.1	0.72	0.14	0.02	0.02
2008007.167	58.62	6.19	0.056	43.8	0	12.40	0.061	0.0114	0.0491	0.038	0.02	4.65	0.76	0.32	2.0	0.2	8.51	0.1	0.72	0.14	0.02	0.02
2008007.375	66.26	6.53	0.056	34.1	0	12.30	0.063	0.0108	0.0440	0.033	0.02	4.49	0.73	0.31	2.0	0.2	8.25	0.1	0.72	0.14	0.02	0.02
2008007.500	69.66	6.72	0.056	40.2	0	12.24	0.062	0.0125	0.0557	0.043	0.02	4.64	0.72	0.31	2.0	0.2	7.95	0.1	0.72	0.14	0.02	0.02
2008008.500	72.49	6.74	0.056	60.3	0	12.23	0.064	0.0159	0.0783	0.062	0.02	4.65	0.76	0.33	2.0	0.2	7.31	0.1	0.72	0.14	0.02	0.02
2008008.833	67.11	7.30	0.056	71.6	0	12.06	0.070	0.0179	0.0891	0.071	0.02	4.96	0.82	0.35	2.0	0.2	7.41	0.1	0.72	0.14	0.02	0.02
2008009.167	126.29	6.47	0.056	240.1	0	12.32	0.104	0.0431	0.2475	0.204	0.02	3.90	0.76	0.33	2.0	0.2	7.03	0.1	0.72	0.14	0.02	0.02
2008009.500	278.07	2.24	0.056	362.5	0	13.74	0.121	0.0577	0.3405	0.283	0.02	3.17	0.71	0.31	2.0	0.2	6.68	0.1	0.72	0.14	0.02	0.02
2008009.833	387.94	2.36	0.056	446.2	0	13.70	0.146	0.0728	0.4325	0.360	0.02	2.69	0.72	0.31	2.0	0.2	6.49	0.1	0.72	0.14	0.02	0.02
2008010.167	396.44	1.20	0.056	410.3	0	14.12	0.152	0.0788	0.4715	0.393	0.02	2.55	0.72	0.31	2.0	0.2	6.28	0.1	0.72	0.14	0.02	0.02
2008010.500	365.29	0.52	0.056	326.3	0	14.39	0.159	0.0732	0.4285	0.355	0.02	2.70	0.74	0.32	2.0	0.2	6.56	0.1	0.72	0.14	0.02	0.02
2008010.833	342.63	0.04	0.056	290.7	0	14.57	0.131	0.0664	0.3955	0.329	0.02	2.53	0.69	0.29	2.0	0.2	6.19	0.1	0.72	0.14	0.02	0.02
2008011.167	334.14	2.91	0.056	279.6	0	13.50	0.141	0.0626	0.3648	0.302	0.02	2.64	0.68	0.29	2.0	0.2	6.72	0.1	0.72	0.14	0.02	0.02
2008011.500	339.80	3.49	0.056	261.4	0	13.29	0.142	0.0603	0.3480	0.288	0.02	2.56	0.69	0.30	2.0	0.2	6.64	0.1	0.72	0.14	0.02	0.02
2008011.833	351.13	1.77	0.056	260.8	0	13.91	0.135	0.0596	0.3464	0.287	0.02	2.36	0.67	0.29	2.0	0.2	6.37	0.1	0.72	0.14	0.02	0.02
2008012.167	351.13	0.85	0.056	228.7	0	14.26	0.141	0.0570	0.3258	0.269	0.02	2.23	0.61	0.26	2.0	0.2	6.27	0.1	0.72	0.14	0.02	0.02
2008014.375	78.72	0.08	0.056	92.4	0	14.56	0.107	0.0302	0.1566	0.126	0.02	3.55	0.66	0.28	2.0	0.2	7.89	0.1	0.72	0.14	0.02	0.02
2008014.500	71.92	0.10	0.056	99.3	0	14.55	0.113	0.0295	0.1484	0.119	0.02	3.58	0.67	0.29	2.0	0.2	7.81	0.1	0.72	0.14	0.02	0.02
2008014.833	59.47	0.10	0.056	80.2	0	14.55	0.103	0.0256	0.1263	0.101	0.02	3.73	0.66	0.28	2.0	0.2	7.75	0.1	0.72	0.14	0.02	0.02
2008015.167	54.65	0.10	0.056	68.7	0	14.55	0.106	0.0231	0.1077	0.085	0.02	3.84	0.67	0.29	2.0	0.2	7.94	0.1	0.72	0.14	0.02	0.02
2008015.500	50.40	0.10	0.056	65.4	0	14.55	0.099	0.0214	0.0991	0.078	0.02	3.92	0.70	0.30	2.0	0.2	8.01	0.1	0.72	0.14	0.02	0.02
2008015.833	45.87	0.10	0.056	61.8	0	14.55	0.090	0.0188	0.0852	0.066	0.02	4.04	0.68	0.29	2.0	0.2	8.12	0.1	0.72	0.14	0.02	0.02
2008016.167	42.19	0.10	0.056	54.4	0	14.55	0.092	0.0179	0.0780	0.060	0.02	3.98	0.66	0.28	2.0	0.2	8.14	0.1	0.72	0.14	0.02	0.02
2008016.500	38.79	0.10	0.056	50.2	0	14.55	0.092	0.0171	0.0731	0.056	0.02	4.01	0.66	0.28	2.0	0.2	8.20	0.1	0.72	0.14	0.02	0.02
2008017.500	30.87	0.10	0.056	35.5	0	14.55	0.080	0.0136	0.0544	0.041	0.02	4.09	0.66	0.28	2.0	0.2	8.23	0.1	0.72	0.14	0.02	0.02
2008018.500	26.45	0.10	0.056	31.6	0	14.55	0.070	0.0112	0.0425	0.031	0.02	4.15	0.66	0.28	2.0	0.2	8.14	0.1	0.72	0.14	0.02	0.02
2008019.500	25.06	0.10	0.056	24.4	0	14.55	0.063	0.0095	0.0346	0.025	0.02	4.04	0.63	0.27	2.0	0.2	8.23	0.1	0.72	0.14	0.02	0.02
2008020.500	43.04	0.10	0.056	1.9	0	14.55	0.054	0.0084	0.0313	0.023	0.02	4.10	0.64	0.27	2.0	0.2	8.50	0.1	0.72	0.14	0.02	0.02
2008022.500	167.92	0.10	0.056	11.5	0	14.55	0.056	0.0076	0.0247	0.017	0.02	4.26	0.68	0.29	2.0	0.2	9.44	0.1	0.72	0.14	0.02	0.02
2008023.500	144.42	0.10	0.056	8.1	0	14.55	0.052	0.0065	0.0191	0.013	0.02	4.31	0.68	0.29	2.0	0.2	9.30	0.1	0.72	0.14	0.02	0.02
2008024.500	83.53	0.10	0.056	7.1	0	14.55	0.049	0.0057	0.0146	0.009	0.02	4.48	0.69	0.30	2.0	0.2	9.45	0.1	0.72	0.14	0.02	0.02
2008025.500	159.99	0.10	0.056	6.7	0	14.55	0.047	0.0054	0.0138	0.008	0.02	4.23	0.66	0.28	2.0	0.2	9.12	0.1	0.72	0.14	0.02	0.02
2008026.500	135.64	0.10	0.056	4.2	0	14.55	0.048	0.0045	0.0076	0.003	0.02	4.24	0.65	0.28	2.0	0.2	9.40	0.1	0.72	0.14	0.02	0.02
2008027.500	97.69	0.10	0.056	3.6	0	14.55	0.043	0.0042	0.0078	0.004	0.02	4.09	0.62	0.27	2.0	0.2	9.09	0.1	0.72	0.14	0.02	0.02
2008028.167	97.69	0.10	0.056	1.5	0	14.55	0.042	0.0039	0.0060	0.002	0.02	4.20	0.64	0.27	2.0	0.2	8.99	0.1	0.72	0.14	0.02	0.02
2008028.375	131.39	0.10	0.056	0.0	0	14.55	0.035	0.0039	0.0096	0.006	0.02	4.19	0.64	0.28	2.0	0.2	9.12	0.1	0.72	0.14	0.02	0.02
2008028.500	143.57	0.10	0.056	3.1	0	14.55	0.039	0.0044	0.0111	0.007	0.02	4.08	0.64	0.27	2.0	0.2	8.79	0.1	0.72	0.14	0.02	0.02
2008029.500	25.06	3.93	0.056	2.6	0	13.14	0.038	0.0039	0.0079	0.004	0.02	3.95	0.61	0.26	2.0	0.2	8.37	0.1	0.72	0.14	0.02	0.02
2008030.500	145.83	0.10	0.056	4.8	0	14.55	0.037	0.0039	0.0088	0.005	0.02	3.75	0.58	0.25	2.0	0.2	8.15	0.1	0.72	0.14	0.02	0.02
2008031.500	151.21	0.10	0.056	4.9	0	14.55	0.036	0.0040	0.0097	0.006	0.02	3.58	0.57	0.24	2.0	0.2	7.77	0.1	0.72	0.14	0.02	0.02
2008032.500	117.80	0.38	0.056	4.0	0	14.44	0.034	0.0045	0.0144	0.010	0.02	3.42	0.58	0.25	2.0	0.2	7.84	0.1	0.72	0.14	0.02	0.02
2008033.500	55.22	0.10	0.056	4.1	0	14.55	0.033	0.0040	0.0113	0.007	0.02	3.32	0.57	0.24	2.0	0.2	7.33	0.1	0.72	0.14	0.02	0.02
2008034.500	34.55	0.10	0.056	4.1	0	14.55	0.036	0.0045	0.0133	0.009	0.02	3.17	0.52	0.22	2.0	0.2	7.19	0.1	0.72	0.14	0.02	0.02
2008035.167	15.35	0.10	0.056	5.3	0	14.55	0.034	0.0043	0.0129	0.009	0.02	2.92	0.50	0.22	2.0	0.2	7.18	0.1	0.72	0.14	0.02	0.02
2008035.375	13.31	0.10	0.056	4.4	0	14.55	0.031	0.0037	0.0100	0.006	0.02	2.99	0.48	0.20	2.0	0.2	7.56	0.1	0.72	0.14	0.02	0.02
2008035.500	12.54	0.17	0.056	4.2	0	14.52	0.029	0.0052	0.0213	0.016	0.02	2.91	0.46	0.20	2.0	0.2	7.24	0.1	0.72	0.14	0.02	0.02
2008035.833	11.92	2.29	0.056	8.8	0	13.72	0.043	0.0063	0.0222	0.016	0.02	2.89	0.46	0.20	2.0	0.2	6.93	0.1	0.72	0.14	0.02	0.02
2008036.167	16.90	6.10	0.056	2047.4	0	12.43	0.101	0.2426	1.6345	1.392	0.02	2.28	1.58	0.68	2.0	0.2	4.11	0.1	0.72	0.14	0.02	0.02
2008036.500	86.37	4.86	0.056	472.9	0	12.83	0.141	0.0708	0.4212	0.350	0.02	2.43	0.71	0.30	2.0	0.2	4.60	0.1	0.72	0.14	0.02	0.02
2008036.833	207.85	2.84	0.056	561.6	0	13.52	0.144	0.0693	0.4095	0.340	0.02	2.31	0.67	0.29	2.0	0.2	4.94	0.1	0.72	0.14	0.02	0.02
2008037.167	390.77	0.86	0.056	641.5	0	14.26	0.155	0.0801	0.4785	0.398	0.02	2.11	0.71	0.31	2.0	0.2	4.41	0.1	0.72	0.14	0.02	0.02
2008037.500	526.98	0.41	0.056	688.7	0	14.43	0.149	0.0788	0.4730	0.394	0.02	2.07	0.70	0.30	2.0	0.2	4.15	0.1	0.72	0.14	0.02	0.02
2008037.833	649.59	0.42	0.056	616.4	0	14.43	0.144	0.0839	0.5105	0.427	0.02	1.82	0.57	0.24	2.0	0.2	3.70	0.1	0.72	0.14	0.02	0.02
2008038.167	721.51	0.24	0.056	531.9	0	14.50	0.148	0.0787	0.4725	0.394	0.02	1.68	0.53	0.23	2.0	0.2	3.66	0.1	0.72	0.14	0.02	0.02
2008038.500	726.04	0.10	0.056	373.5	0	14.55	0.149	0.0605	0.3455	0.285	0.02	1.82	0.51	0.22	2.0	0.2	3.86	0.1	0.72	0.14	0.02	0.02
2008038.833	718.12	0.10	0.056	363.0	0	14.55	0.154	0.0559	0.3110	0.255	0.02	2.03	0.55	0.23	2.0	0.2	4.14	0.1	0.72	0.14	0.02	0.02
2008039.167	716.98	0.10	0.056	376.6	0	14.55	0.137	0.0589	0.3408	0.282	0.02	2.18	0.55	0.24	2.0	0.2	4.31	0.1	0.72	0.14	0.02	0.02
2008039.500	710.19	0.10	0.056	404.4	0	14.55	0.129	0.0569	0.3303	0.273	0.02	2.33	0.60	0.26	2.0	0.2	4.52	0.1	0.72	0.14	0.02	0.02
2008039.833	702.82	1.11	0.056	415.6	0	14.16	0.135	0.0568	0.3265	0.270	0.02	2.25	0.61	0.26	2.0	0.2	4.44	0.1	0.72	0.14	0.02	0.02
2008040.167	672.24	1.17	0.056	331.7	0	14.14	0.128	0.0512	0.2917	0.241	0.02	2.32	0.57	0.25	2.0	0.2	4.55	0.1	0.72	0.14	0.02	0.02
2008040.500	630.90	0.29	0.056	277.5	0	14.48	0.128	0.0471	0.2634	0.216	0.02	2.44	0.58	0.25	2.0	0.2	4.66	0.1	0.72	0.14	0.02	0.02
2008040.833	569.73	1.04	0.056	225.9	0	14.19	0.131	0.0428	0.2318	0.189	0.02	2.45	0.55	0.24	2.0	0.2	4.71	0.1	0.72	0.14	0.02	0.02
2008041.167	491.86	0.10	0.056	194.4	0	14.55	0.130	0.0392	0.2074	0.168	0.02	2.60	0.58	0.25	2.0	0.2	4.97	0.1	0.72	0.14	0.02	0.02
2008041.500	404.08	0.10	0.056	177.9	0	14.55	0.125	0.0367	0.1926	0.156	0.02	2.78	0.60	0.26	2.0	0.2	5.40	0.1	0.72	0.14	0.02	0.02
2008041.833	287.70	0.10	0.056	146.3	0	14.55	0.122	0.0334	0.1711	0.138	0.02	3.04	0.61	0.26	2.0	0.2	5.68	0.1	0.72	0.14	0.02	0.02
2008042.167	204.90	0.10	0.056	150.8	0	14.55	0.117	0.0324	0.1667	0.134	0.02	3.10	0.61	0.26	2.0	0.2	5.96	0.1	0.72	0.14	0.02	0.02
2008042.417	160.50	0.10	0.056	120.3	0	14.55	0.115	0.0304	0.1535	0.123	0.02	3.43	0.69	0.30	2.0	0.2	6.34	0.1	0.72	0.14	0.02	0.02
2008042.500	155.46	0.10	0.056	122.3	0	14.55	0.111	0.0301	0.1532	0.123	0.02	3.43	0.68	0.29	2.0	0.2	6.55	0.1	0.72	0.14	0.02	0.02
2008042.833	149.85	0.10	0.056	95.8	0	14.55	0.111	0.0265	0.1284	0.102	0.02	3.71	0.70	0.30	2.0	0.2	6.88	0.1	0.72	0.14	0.02	0.02
2008043.167	148.49	0.10	0.056	75.1	0	14.55	0.096	0.0247	0.1238	0.099	0.02	3.93	0.73	0.31	2.0	0.2	7.16	0.1	0.72	0.14	0.02	0.02
2008043.500	148.49	0.10	0.056	71.4	0	14.55	0.103	0.0223	0.1034	0.081	0.02	3.95	0.71	0.30	2.0	0.2	7.30	0.1	0.72	0.14	0.02	0.02
2008044.500	146.45	0.10	0.056	62.4	0	14.55	0.097	0.0181	0.0776	0.059	0.02	4.11	0.71	0.31	2.0	0.2	7.58	0.1	0.72	0.14	0.02	0.02
2008045.500	60.57	0.10	0.056	44.9	0	14.55	0.083	0.0157	0.0678	0.052	0.02	3.92	0.67	0.29	2.0	0.2	7.79	0.1	0.72	0.14	0.02	0.02
2008046.500	24.76	0.10	0.056	41.7	0	14.55	0.084	0.0144	0.0580	0.044	0.02	3.88	0.67	0.29	2.0	0.2	7.91	0.1	0.72	0.14	0.02	0.02
2008047.500	26.47	0.10	0.056	54.2	0	14.55	0.080	0.0143	0.0594	0.045	0.02	3.67	0.63	0.27	2.0	0.2	7.87	0.1	0.72	0.14	0.02	0.02
2008048.500	16.08	0.12	0.056	76.1	0	14.54	0.068	0.0153	0.0723	0.057	0.02	3.52	0.62	0.26	2.0	0.2	7.23	0.1	0.72	0.14	0.02	0.02
2008048.833	26.82	6.01	0.056	282.4	0	12.46	0.083	0.0395	0.2327	0.193	0.02	3.39	0.75	0.32	2.0	0.2	5.94	0.1	0.72	0.14	0.02	0.02
2008049.167	60.60	4.14	0.056	140.2	0	13.07	0.079	0.0232	0.1218	0.099	0.02	3.30	0.63	0.27	2.0	0.2	5.89	0.1	0.72	0.14	0.02	0.02
2008049.375	97.69	0.55	0.056	152.4	0	14.37	0.098	0.0244	0.1206	0.096	0.02	2.93	0.58	0.25	2.0	0.2	6.05	0.1	0.72	0.14	0.02	0.02
2008049.500	124.88	0.10	0.056	176.7	0	14.55	0.098	0.0265	0.1356	0.109	0.02	3.04	0.62	0.27	2.0	0.2	5.63	0.1	0.72	0.14	0.02	0.02
2008049.833	161.97	0.28	0.056	244.2	0	14.48	0.095	0.0329	0.1809	0.148	0.02	2.87	0.63	0.27	2.0	0.2	5.39	0.1	0.72	0.14	0.02	0.02
2008050.167	165.65	0.10	0.056	256.4	0	14.55	0.100	0.0376	0.2111	0.173	0.02	3.11	0.68	0.29	2.0	0.2	5.52	0.1	0.72	0.14	0.02	0.02
2008050.500	160.56	0.10	0.056	249.2	0	14.55	0.089	0.0348	0.1972	0.162	0.02	3.24	0.69	0.30	2.0	0.2	5.63	0.1	0.72	0.14	0.02	0.02
2008050.833	156.88	0.10	0.056	237.1	0	14.55	0.095	0.0364	0.2052	0.169	0.02	3.38	0.69	0.29	2.0	0.2	5.61	0.1	0.72	0.14	0.02	0.02
2008051.167	146.96	0.10	0.056	211.7	0	14.55	0.100	0.0356	0.1970	0.161	0.02	3.46	0.72	0.31	2.0	0.2	5.89	0.1	0.72	0.14	0.02	0.02
2008051.500	139.32	0.10	0.056	204.4	0	14.55	0.104	0.0364	0.2009	0.164	0.02	3.42	0.72	0.31	2.0	0.2	5.90	0.1	0.72	0.14	0.02	0.02
2008051.833	117.23	0.10	0.056	173.9	0	14.55	0.103	0.0329	0.1772	0.144	0.02	3.58	0.71	0.31	2.0	0.2	6.09	0.1	0.72	0.14	0.02	0.02
