! Easts Basin - Station 940
! 2002101.000
33	data sets
5	number of depths
29	154	i,j
DEPTH	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	2	0	13.73	8.2	20.4	0.207	2.5	0.008855	0.0018975	0.0018975	0.001	0.019	0.307	0.06785	0.06785	0.001	0.94	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
5	0.05	2	0	13.73	8.2	20.4	0.207	2.5	0.008855	0.0018975	0.0018975	0.001	0.019	0.307	0.06785	0.06785	0.001	0.94	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
10	0.05	2	0	13.73	8.2	20.4	0.207	2.5	0.008855	0.0018975	0.0018975	0.001	0.019	0.307	0.06785	0.06785	0.001	0.94	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
20	0.05	2	0	13.73	8.2	20.4	0.207	2.5	0.008855	0.0018975	0.0018975	0.001	0.019	0.307	0.06785	0.06785	0.001	0.94	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
40	0.05	2	0	13.73	8.2	20.4	0.207	2.5	0.008855	0.0018975	0.0018975	0.001	0.019	0.307	0.06785	0.06785	0.001	0.94	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
