! Central Basin - Station ER_73; file prepared by Serghei Bocaniov  - included Temp profiles in same file by Luis Leon
! 2008112.000
34	data sets
4	number of depths
57	73	i,j
DEPTH	WTR_TEMP	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	3.65	0.05	5.0	0.0	13.97	8.23	22.1	0.32	2.50	0.00374	0.00175	0.00562	0.00175	0.01012	0.16867	0.00675	0.01855	0.00100	0.2627	0.382	1.273	0.382	1.783	8.913	0.00038	0.00064	0.00019	0.00089	0.00446	0.00344	0.00509	0.00153	0.00713	0.03565	   
5	3.54	0.05	5.0	0.0	13.97	8.23	22.1	0.32	2.50	0.00374	0.00175	0.00562	0.00175	0.01012	0.16867	0.00675	0.01855	0.00100	0.2627	0.382	1.273	0.382	1.783	8.913	0.00038	0.00064	0.00019	0.00089	0.00446	0.00344	0.00509	0.00153	0.00713	0.03565	   
10	3.54	0.05	5.0	0.0	13.97	8.23	22.1	0.32	2.50	0.00374	0.00175	0.00562	0.00175	0.01012	0.16867	0.00675	0.01855	0.00100	0.2627	0.382	1.273	0.382	1.783	8.913	0.00038	0.00064	0.00019	0.00089	0.00446	0.00344	0.00509	0.00153	0.00713	0.03565	   
20	3.53	0.05	5.0	0.0	13.97	8.23	22.1	0.32	2.50	0.00374	0.00175	0.00562	0.00175	0.01012	0.16867	0.00675	0.01855	0.00100	0.2627	0.382	1.273	0.382	1.783	8.913	0.00038	0.00064	0.00019	0.00089	0.00446	0.00344	0.00509	0.00153	0.00713	0.03565	 
