! West Basin - Station 968
! 2002101.000
33	data sets
3	number of depths
66	32	i,j
DEPTH	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	8	0	12.95	8.2	20.4	0.216	2.5	0.0060	0.0094	0.0052	0.001	0.038	1.066	0.101	0.202	0.001	1.79	0.036	0.12	0.036	0.168	0.84	0.00007	0.00012	0.00004	0.00017	0.00084	0.00032	0.00048	0.00014	0.00067	0.00336	   
5	0.05	8	0	12.95	8.2	20.4	0.216	2.5	0.0060	0.0094	0.0052	0.001	0.038	1.066	0.101	0.202	0.001	1.79	0.036	0.12	0.036	0.168	0.84	0.00007	0.00012	0.00004	0.00017	0.00084	0.00032	0.00048	0.00014	0.00067	0.00336	   
10	0.05	8	0	12.95	8.2	20.4	0.216	2.5	0.0060	0.0094	0.0052	0.001	0.038	1.066	0.101	0.202	0.001	1.79	0.036	0.12	0.036	0.168	0.84	0.00007	0.00012	0.00004	0.00017	0.00084	0.00032	0.00048	0.00014	0.00067	0.00336	 
