! West Basin - Station 966																																
! 2002101.000																																
33	data sets																															
3	number of depths																															
53	37	i,j																														
DEPTH	SALINITY	SSOL1	SSOL2	DO	PH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	7.7	0	12.99	8.12	20.4	0.371	2.5	0.0051	0.0079	0.0044	0.001	0.050	0.906	0.086	0.172	0.001	1.63	0.0450	0.15	0.045	0.210	1.050	0.00009	0.00015	0.00005	0.00021	0.00105	0.00041	0.00060	0.00018	0.00084	0.00420	   
5	0.05	7.7	0	12.99	8.12	20.4	0.371	2.5	0.0051	0.0079	0.0044	0.001	0.050	0.906	0.086	0.172	0.001	1.63	0.0450	0.15	0.045	0.21	1.050	0.00009	0.00015	0.00005	0.00021	0.00105	0.00041	0.00060	0.00018	0.00084	0.00420	   
10	0.05	7.7	0	12.99	8.12	20.4	0.371	2.5	0.0051	0.0079	0.0044	0.001	0.050	0.906	0.086	0.172	0.001	1.63	0.0450	0.15	0.045	0.21	1.050	0.00009	0.00015	0.00005	0.00021	0.00105	0.00041	0.00060	0.00018	0.00084	0.00420	 
