!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2004060.500	221.81	2.20	0.068	27.549	0.000	13.754	0.141	0.010	0.058	0.048	0.020	3.74	0.693	0.297	2.000	0.200	4.952	0.100	0.720	0.140	0.020	0.020
2004061.167	195.21	6.49	0.068	28.581	0.000	12.311	0.123	0.009	0.054	0.045	0.020	3.62	0.663	0.284	2.000	0.200	4.735	0.100	0.720	0.140	0.020	0.020
2004061.500	198.44	3.86	0.068	27.158	0.000	13.167	0.113	0.008	0.044	0.036	0.020	3.90	0.684	0.293	2.000	0.200	4.888	0.100	0.720	0.140	0.020	0.020
2004062.500	394.22	0.97	0.068	101.830	0.000	14.213	0.088	0.006	0.080	0.074	0.020	5.16	0.908	0.389	2.000	0.200	6.483	0.100	0.720	0.140	0.020	0.020
2004062.833	507.73	2.69	0.068	154.510	0.000	13.577	0.083	0.006	0.113	0.107	0.020	6.30	1.085	0.465	2.000	0.200	7.748	0.100	0.720	0.140	0.020	0.020
2004063.167	552.19	3.09	0.068	169.020	0.000	13.434	0.080	0.006	0.124	0.118	0.020	5.78	1.028	0.441	2.000	0.200	7.344	0.100	0.720	0.140	0.020	0.020
2004063.500	548.74	2.09	0.068	160.720	0.000	13.794	0.078	0.006	0.123	0.117	0.020	6.37	1.084	0.465	2.000	0.200	7.746	0.100	0.720	0.140	0.020	0.020
2004063.833	541.83	3.10	0.068	179.810	0.000	13.431	0.071	0.005	0.132	0.127	0.020	6.40	1.090	0.467	2.000	0.200	7.786	0.100	0.720	0.140	0.020	0.020
2004064.167	516.09	3.06	0.068	164.480	0.000	13.447	0.075	0.005	0.123	0.118	0.020	7.03	1.205	0.516	2.000	0.200	8.606	0.100	0.720	0.140	0.020	0.020
2004064.500	486.32	7.50	0.068	132.500	0.000	12.003	0.069	0.005	0.108	0.103	0.020	7.00	1.184	0.508	2.000	0.200	8.460	0.100	0.720	0.140	0.020	0.020
2004065.500	610.71	2.90	0.068	233.470	0.000	13.502	0.064	0.005	0.150	0.146	0.020	8.19	1.356	0.581	2.000	0.200	9.685	0.100	0.720	0.140	0.020	0.020
2004065.833	704.59	4.07	0.068	226.120	0.000	13.097	0.064	0.005	0.163	0.158	0.020	8.72	1.482	0.635	2.000	0.200	10.587	0.100	0.720	0.140	0.020	0.020
2004066.167	776.10	2.99	0.068	220.900	0.000	13.471	0.065	0.005	0.153	0.149	0.020	8.22	1.339	0.574	2.000	0.200	9.562	0.100	0.720	0.140	0.020	0.020
2004066.500	784.25	4.23	0.068	256.270	0.000	13.041	0.072	0.005	0.177	0.171	0.020	7.32	1.281	0.549	2.000	0.200	9.148	0.100	0.720	0.140	0.020	0.020
2004066.833	755.88	4.83	0.068	264.830	0.000	12.841	0.076	0.005	0.186	0.181	0.020	7.37	1.260	0.540	2.000	0.200	8.997	0.100	0.720	0.140	0.020	0.020
2004067.167	712.40	2.53	0.068	246.800	0.000	13.633	0.080	0.006	0.168	0.162	0.020	6.97	1.182	0.507	2.000	0.200	8.443	0.100	0.720	0.140	0.020	0.020
2004067.500	647.58	0.19	0.068	216.190	0.000	14.515	0.077	0.006	0.152	0.146	0.020	6.49	1.103	0.473	2.000	0.200	7.878	0.100	0.720	0.140	0.020	0.020
2004067.833	608.89	1.59	0.068	199.930	0.000	13.978	0.077	0.006	0.144	0.139	0.020	6.37	1.096	0.470	2.000	0.200	7.825	0.100	0.720	0.140	0.020	0.020
2004068.167	553.92	2.13	0.068	195.140	0.000	13.781	0.075	0.005	0.140	0.135	0.020	6.31	1.050	0.450	2.000	0.200	7.502	0.100	0.720	0.140	0.020	0.020
2004068.500	509.40	1.40	0.068	189.490	0.000	14.050	0.086	0.006	0.139	0.132	0.020	5.88	1.057	0.453	2.000	0.200	7.550	0.100	0.720	0.140	0.020	0.020
2004069.500	352.05	0.76	0.068	132.440	0.000	14.294	0.088	0.006	0.114	0.108	0.020	6.03	1.061	0.455	2.000	0.200	7.578	0.100	0.720	0.140	0.020	0.020
2004070.500	238.07	1.47	0.068	71.155	0.000	14.024	0.083	0.006	0.074	0.068	0.020	6.03	1.032	0.442	2.000	0.200	7.373	0.100	0.720	0.140	0.020	0.020
2004071.500	201.70	0.10	0.068	63.261	0.000	14.551	0.081	0.006	0.062	0.056	0.020	5.58	0.955	0.409	2.000	0.200	6.824	0.100	0.720	0.140	0.020	0.020
2004072.500	165.13	0.10	0.068	60.196	0.000	14.551	0.073	0.005	0.060	0.055	0.020	5.37	0.920	0.394	2.000	0.200	6.570	0.100	0.720	0.140	0.020	0.020
2004073.500	135.56	0.10	0.068	35.138	0.000	14.551	0.074	0.005	0.039	0.033	0.020	5.27	0.868	0.372	2.000	0.200	6.201	0.100	0.720	0.140	0.020	0.020
2004074.500	97.39	1.42	0.068	79.455	0.000	14.043	0.066	0.005	0.060	0.055	0.020	5.20	0.873	0.374	2.000	0.200	6.235	0.100	0.720	0.140	0.020	0.020
2004075.167	83.59	2.03	0.068	33.013	0.000	13.818	0.066	0.005	0.039	0.034	0.020	5.17	0.862	0.369	2.000	0.200	6.154	0.100	0.720	0.140	0.020	0.020
2004075.500	82.72	0.10	0.068	27.287	0.000	14.551	0.060	0.004	0.035	0.030	0.020	5.25	0.870	0.373	2.000	0.200	6.214	0.100	0.720	0.140	0.020	0.020
2004076.500	73.53	0.10	0.068	73.076	0.000	14.551	0.062	0.004	0.053	0.049	0.020	5.07	0.854	0.366	2.000	0.200	6.103	0.100	0.720	0.140	0.020	0.020
2004077.500	66.49	0.10	0.068	19.973	0.000	14.551	0.057	0.004	0.030	0.026	0.020	5.02	0.837	0.359	2.000	0.200	5.978	0.100	0.720	0.140	0.020	0.020
2004078.500	68.04	0.49	0.068	17.863	0.000	14.398	0.043	0.003	0.027	0.024	0.020	4.56	0.758	0.325	2.000	0.200	5.414	0.100	0.720	0.140	0.020	0.020
2004079.500	64.94	3.97	0.068	16.424	0.000	13.129	0.036	0.003	0.030	0.028	0.020	4.75	0.778	0.333	2.000	0.200	5.555	0.100	0.720	0.140	0.020	0.020
2004080.500	71.15	0.10	0.068	16.706	0.000	14.551	0.024	0.002	0.034	0.032	0.020	4.92	0.845	0.362	2.000	0.200	6.037	0.100	0.720	0.140	0.020	0.020
2004081.500	93.56	0.10	0.068	23.764	0.000	14.551	0.016	0.001	0.041	0.040	0.020	4.74	0.785	0.336	2.000	0.200	5.604	0.100	0.720	0.140	0.020	0.020
2004082.167	102.98	0.10	0.068	25.226	0.000	14.551	0.008	0.001	0.046	0.045	0.020	4.95	0.813	0.348	2.000	0.200	5.804	0.100	0.720	0.140	0.020	0.020
2004082.500	109.50	0.10	0.068	28.608	0.000	14.551	0.002	0.000	0.050	0.050	0.020	5.09	0.844	0.362	2.000	0.200	6.032	0.100	0.720	0.140	0.020	0.020
2004083.500	133.74	3.03	0.068	68.329	0.000	13.456	0.002	0.000	0.061	0.061	0.020	4.37	0.774	0.332	2.000	0.200	5.528	0.100	0.720	0.140	0.020	0.020
2004084.500	152.40	7.40	0.068	35.013	0.000	12.032	0.000	0.000	0.055	0.055	0.020	4.14	0.727	0.312	2.000	0.200	5.192	0.100	0.720	0.140	0.020	0.020
2004085.500	117.90	9.85	0.068	45.445	0.000	11.334	0.001	0.000	0.056	0.056	0.020	5.09	0.850	0.364	2.000	0.200	6.074	0.100	0.720	0.140	0.020	0.020
2004086.500	113.62	9.72	0.068	61.334	0.000	11.369	0.000	0.000	0.055	0.055	0.020	5.71	0.905	0.388	2.000	0.200	6.466	0.100	0.720	0.140	0.020	0.020
2004087.500	163.14	9.71	0.068	47.600	0.000	11.372	0.002	0.000	0.060	0.059	0.020	5.20	0.908	0.389	2.000	0.200	6.484	0.100	0.720	0.140	0.020	0.020
2004088.500	229.89	12.37	0.068	43.509	0.000	10.682	0.003	0.000	0.054	0.053	0.020	5.65	0.936	0.401	2.000	0.200	6.682	0.100	0.720	0.140	0.020	0.020
2004089.167	314.98	9.25	0.068	52.737	0.000	11.498	0.010	0.001	0.060	0.059	0.020	5.37	0.891	0.382	2.000	0.200	6.363	0.100	0.720	0.140	0.020	0.020
2004089.500	296.52	8.15	0.068	68.644	0.000	11.811	0.036	0.003	0.055	0.052	0.020	5.09	0.874	0.375	2.000	0.200	6.243	0.100	0.720	0.140	0.020	0.020
2004090.500	179.33	7.23	0.068	61.401	0.000	12.084	0.034	0.002	0.048	0.046	0.020	5.77	0.970	0.416	2.000	0.200	6.931	0.100	0.720	0.140	0.020	0.020
2004091.500	188.78	5.78	0.068	42.296	0.000	12.533	0.035	0.002	0.046	0.044	0.020	5.24	0.879	0.377	2.000	0.200	6.282	0.100	0.720	0.140	0.020	0.020
2004092.500	170.12	7.26	0.068	34.960	0.000	12.074	0.047	0.003	0.041	0.038	0.020	5.14	0.866	0.371	2.000	0.200	6.188	0.100	0.720	0.140	0.020	0.020
2004093.500	133.74	6.51	0.068	52.907	0.000	12.303	0.047	0.003	0.040	0.036	0.020	5.43	0.912	0.391	2.000	0.200	6.513	0.100	0.720	0.140	0.020	0.020
2004094.500	120.46	1.88	0.068	38.390	0.000	13.871	0.038	0.003	0.037	0.034	0.020	5.40	0.884	0.379	2.000	0.200	6.318	0.100	0.720	0.140	0.020	0.020
2004095.500	98.99	0.10	0.068	45.366	0.000	14.551	0.030	0.002	0.045	0.043	0.020	4.81	0.825	0.354	2.000	0.200	5.894	0.100	0.720	0.140	0.020	0.020
2004096.167	94.32	6.10	0.068	29.873	0.000	12.430	0.022	0.002	0.040	0.038	0.020	4.44	0.747	0.320	2.000	0.200	5.337	0.100	0.720	0.140	0.020	0.020
2004096.500	95.09	4.82	0.068	25.190	0.000	12.844	0.026	0.002	0.032	0.031	0.020	4.52	0.774	0.332	2.000	0.200	5.529	0.100	0.720	0.140	0.020	0.020
2004097.500	87.09	8.40	0.068	34.177	0.000	11.739	0.016	0.001	0.039	0.038	0.020	4.39	0.762	0.327	2.000	0.200	5.443	0.100	0.720	0.140	0.020	0.020
2004098.500	55.58	6.33	0.068	27.343	0.000	12.359	0.009	0.001	0.043	0.042	0.020	4.63	0.803	0.344	2.000	0.200	5.738	0.100	0.720	0.140	0.020	0.020
2004100.500	52.85	3.38	0.068	38.332	0.000	13.333	0.004	0.000	0.041	0.041	0.020	3.83	0.741	0.318	2.000	0.200	5.293	0.100	0.720	0.140	0.020	0.020
2004101.500	59.82	6.78	0.068	36.645	0.000	12.220	0.004	0.000	0.039	0.039	0.020	3.68	0.727	0.312	2.000	0.200	5.192	0.100	0.720	0.140	0.020	0.020
2004102.500	50.81	4.38	0.068	46.928	0.000	12.991	0.004	0.000	0.050	0.050	0.020	3.41	0.693	0.297	2.000	0.200	4.953	0.100	0.720	0.140	0.020	0.020
2004103.500	43.28	6.31	0.068	108.010	0.000	12.366	0.006	0.000	0.069	0.069	0.020	3.29	0.685	0.294	2.000	0.200	4.895	0.100	0.720	0.140	0.020	0.020
2004103.833	34.74	6.48	0.068	66.574	0.000	12.312	0.004	0.000	0.050	0.050	0.020	3.73	0.718	0.308	2.000	0.200	5.127	0.100	0.720	0.140	0.020	0.020
2004104.833	45.10	10.96	0.068	40.217	0.000	11.038	0.000	0.000	0.047	0.047	0.020	2.86	0.572	0.245	2.000	0.200	4.088	0.100	0.720	0.140	0.020	0.020
2004105.833	45.73	11.27	0.068	37.032	0.000	10.959	0.000	0.000	0.047	0.047	0.020	2.81	0.558	0.239	2.000	0.200	3.987	0.100	0.720	0.140	0.020	0.020
2004106.833	42.10	16.28	0.068	42.120	0.000	9.792	0.000	0.000	0.050	0.050	0.020	2.57	0.545	0.234	2.000	0.200	3.894	0.100	0.720	0.140	0.020	0.020
2004107.833	46.37	19.31	0.068	46.590	0.000	9.191	0.000	0.000	0.053	0.053	0.020	2.53	0.530	0.227	2.000	0.200	3.789	0.100	0.720	0.140	0.020	0.020
2004108.833	50.17	20.62	0.068	32.475	0.000	8.953	0.000	0.000	0.046	0.046	0.020	2.48	0.515	0.221	2.000	0.200	3.676	0.100	0.720	0.140	0.020	0.020
2004109.833	48.90	19.00	0.068	55.102	0.000	9.251	0.000	0.000	0.052	0.052	0.020	2.52	0.516	0.221	2.000	0.200	3.685	0.100	0.720	0.140	0.020	0.020
2004110.167	40.32	15.32	0.068	50.755	0.000	9.997	0.002	0.000	0.049	0.049	0.020	2.44	0.504	0.216	2.000	0.200	3.601	0.100	0.720	0.140	0.020	0.020
2004110.500	47.64	10.75	0.068	64.551	0.000	11.094	0.003	0.000	0.056	0.056	0.020	2.42	0.501	0.215	2.000	0.200	3.580	0.100	0.720	0.140	0.020	0.020
2004111.500	31.61	17.30	0.068	37.796	0.000	9.582	0.002	0.000	0.047	0.047	0.020	2.06	0.458	0.196	2.000	0.200	3.273	0.100	0.720	0.140	0.020	0.020
2004112.500	47.64	11.30	0.068	39.075	0.000	10.951	0.002	0.000	0.051	0.051	0.020	1.87	0.429	0.184	2.000	0.200	3.063	0.100	0.720	0.140	0.020	0.020
2004113.500	45.10	7.90	0.068	26.225	0.000	11.884	0.002	0.000	0.045	0.045	0.020	1.97	0.436	0.187	2.000	0.200	3.113	0.100	0.720	0.140	0.020	0.020
2004114.500	76.83	6.60	0.068	28.238	0.000	12.276	0.002	0.000	0.048	0.047	0.020	2.08	0.460	0.197	2.000	0.200	3.285	0.100	0.720	0.140	0.020	0.020
2004115.500	68.82	8.30	0.068	28.345	0.000	11.768	0.003	0.000	0.054	0.054	0.020	2.22	0.484	0.208	2.000	0.200	3.460	0.100	0.720	0.140	0.020	0.020
2004116.500	81.84	8.70	0.068	28.480	0.000	11.653	0.002	0.000	0.051	0.051	0.020	1.91	0.454	0.195	2.000	0.200	3.246	0.100	0.720	0.140	0.020	0.020
2004117.167	80.97	11.71	0.068	26.346	0.000	10.848	0.003	0.000	0.050	0.050	0.020	2.00	0.460	0.197	2.000	0.200	3.287	0.100	0.720	0.140	0.020	0.020
2004117.500	76.83	8.30	0.068	21.099	0.000	11.768	0.001	0.000	0.046	0.046	0.020	1.62	0.420	0.180	2.000	0.200	3.003	0.100	0.720	0.140	0.020	0.020
2004118.500	107.85	6.70	0.068	21.835	0.000	12.245	0.002	0.000	0.052	0.052	0.020	1.53	0.412	0.177	2.000	0.200	2.946	0.100	0.720	0.140	0.020	0.020
2004119.500	59.09	4.80	0.068	50.152	0.000	12.851	0.005	0.000	0.067	0.067	0.020	1.26	0.391	0.168	2.000	0.200	2.796	0.100	0.720	0.140	0.020	0.020
2004120.500	66.49	11.80	0.068	38.854	0.000	10.824	0.003	0.000	0.060	0.060	0.020	0.92	0.336	0.144	2.000	0.200	2.401	0.100	0.720	0.140	0.020	0.020
2004121.500	69.60	11.50	0.068	27.933	0.000	10.900	0.000	0.000	0.059	0.059	0.020	0.86	0.326	0.140	2.000	0.200	2.331	0.100	0.720	0.140	0.020	0.020
2004122.500	81.84	11.90	0.068	20.588	0.000	10.799	0.000	0.000	0.051	0.051	0.020	0.67	0.285	0.122	2.000	0.200	2.035	0.100	0.720	0.140	0.020	0.020
2004139.500	108.68	15.70	0.068	54.600	0.000	9.916	0.000	0.000	0.098	0.098	0.020	5.97	1.088	0.466	2.000	0.200	7.771	0.100	0.720	0.140	0.020	0.020
2004140.500	169.10	11.10	0.068	72.200	0.000	11.002	0.000	0.000	0.091	0.091	0.020	5.44	0.979	0.420	2.000	0.200	6.994	0.100	0.720	0.140	0.020	0.020
2004141.500	188.78	15.30	0.068	82.100	0.000	10.003	0.009	0.001	0.106	0.105	0.020	8.13	1.355	0.581	2.000	0.200	9.678	0.100	0.720	0.140	0.020	0.020
2004142.500	150.47	13.80	0.068	71.300	0.000	10.341	0.015	0.001	0.088	0.087	0.020	7.66	1.257	0.539	2.000	0.200	8.980	0.100	0.720	0.140	0.020	0.020
2004143.833	571.45	20.70	0.068	227.500	0.000	8.939	0.007	0.000	0.227	0.227	0.020	8.39	1.424	0.610	2.000	0.200	10.172	0.100	0.720	0.140	0.020	0.020
2004144.167	619.77	17.90	0.068	252.200	0.000	9.462	0.000	0.000	0.303	0.303	0.020	7.97	1.463	0.627	2.000	0.200	10.450	0.100	0.720	0.140	0.020	0.020
2004144.500	634.49	18.30	0.068	252.200	0.000	9.384	0.000	0.000	0.493	0.493	0.020	8.16	1.621	0.695	2.000	0.200	11.575	0.100	0.720	0.140	0.020	0.020
2004144.833	628.89	19.70	0.068	252.200	0.000	9.120	0.000	0.000	0.445	0.445	0.020	9.19	1.782	0.764	2.000	0.200	12.728	0.100	0.720	0.140	0.020	0.020
2004145.833	765.90	16.00	0.068	504.210	0.000	9.852	0.087	0.006	0.298	0.292	0.020	11.99	2.011	0.862	2.000	0.200	14.365	0.100	0.720	0.140	0.020	0.020
2004146.167	753.89	14.40	0.068	499.630	0.000	10.203	0.097	0.007	0.280	0.273	0.020	10.54	1.832	0.785	2.000	0.200	13.085	0.100	0.720	0.140	0.020	0.020
2004146.500	722.18	13.40	0.068	542.450	0.000	10.434	0.087	0.006	0.317	0.310	0.020	9.36	1.782	0.764	2.000	0.200	12.728	0.100	0.720	0.140	0.020	0.020
2004146.833	653.19	13.60	0.068	472.920	0.000	10.386	0.105	0.008	0.279	0.272	0.020	8.99	1.703	0.730	2.000	0.200	12.162	0.100	0.720	0.140	0.020	0.020
2004147.167	574.96	14.40	0.068	391.310	0.000	10.203	0.065	0.005	0.261	0.257	0.020	8.41	1.612	0.691	2.000	0.200	11.517	0.100	0.720	0.140	0.020	0.020
2004147.500	494.53	16.00	0.068	339.900	0.000	9.852	0.074	0.005	0.222	0.217	0.020	8.09	1.525	0.654	2.000	0.200	10.895	0.100	0.720	0.140	0.020	0.020
2004147.833	425.80	17.20	0.068	284.140	0.000	9.602	0.093	0.007	0.184	0.177	0.020	7.42	1.392	0.596	2.000	0.200	9.939	0.100	0.720	0.140	0.020	0.020
2004148.167	320.42	16.00	0.068	208.130	0.000	9.851	0.093	0.007	0.164	0.157	0.020	7.35	1.264	0.542	2.000	0.200	9.029	0.100	0.720	0.140	0.020	0.020
2004148.500	279.70	15.20	0.068	151.990	0.000	10.025	0.095	0.007	0.122	0.116	0.020	7.28	1.223	0.524	2.000	0.200	8.735	0.100	0.720	0.140	0.020	0.020
2004148.833	269.62	18.31	0.068	143.060	0.000	9.383	0.120	0.009	0.105	0.096	0.020	7.46	1.231	0.528	2.000	0.200	8.796	0.100	0.720	0.140	0.020	0.020
2004149.167	238.07	17.90	0.068	110.810	0.000	9.463	0.126	0.009	0.089	0.080	0.020	7.44	1.208	0.518	2.000	0.200	8.626	0.100	0.720	0.140	0.020	0.020
2004149.500	235.71	11.40	0.068	101.980	0.000	10.925	0.126	0.009	0.079	0.070	0.020	7.37	1.225	0.525	2.000	0.200	8.750	0.100	0.720	0.140	0.020	0.020
2004149.833	182.48	12.00	0.068	95.313	0.000	10.773	0.130	0.009	0.071	0.062	0.020	7.41	1.218	0.522	2.000	0.200	8.698	0.100	0.720	0.140	0.020	0.020
2004150.167	141.98	12.10	0.068	78.814	0.000	10.749	0.121	0.009	0.066	0.057	0.020	7.45	1.186	0.508	2.000	0.200	8.474	0.100	0.720	0.140	0.020	0.020
2004150.500	142.92	12.10	0.068	100.140	0.000	10.749	0.121	0.009	0.074	0.065	0.020	7.39	1.211	0.519	2.000	0.200	8.652	0.100	0.720	0.140	0.020	0.020
2004150.833	165.13	13.60	0.068	80.875	0.000	10.387	0.117	0.008	0.067	0.059	0.020	7.26	1.219	0.522	2.000	0.200	8.704	0.100	0.720	0.140	0.020	0.020
2004151.167	172.17	14.90	0.068	79.872	0.000	10.091	0.121	0.009	0.065	0.057	0.020	7.36	1.216	0.521	2.000	0.200	8.688	0.100	0.720	0.140	0.020	0.020
2004151.500	142.92	14.90	0.068	76.156	0.000	10.091	0.123	0.009	0.061	0.052	0.020	7.36	1.228	0.526	2.000	0.200	8.768	0.100	0.720	0.140	0.020	0.020
2004151.833	132.83	14.80	0.068	116.720	0.000	10.114	0.125	0.009	0.083	0.074	0.020	7.58	1.314	0.563	2.000	0.200	9.383	0.100	0.720	0.140	0.020	0.020
2004152.167	137.37	16.30	0.068	146.310	0.000	9.789	0.127	0.009	0.095	0.086	0.020	8.53	1.481	0.635	2.000	0.200	10.579	0.100	0.720	0.140	0.020	0.020
2004152.500	350.61	16.00	0.068	223.270	0.000	9.852	0.110	0.008	0.146	0.138	0.020	11.67	1.976	0.847	2.000	0.200	14.118	0.100	0.720	0.140	0.020	0.020
2004152.833	871.93	19.40	0.068	368.040	0.000	9.174	0.107	0.008	0.220	0.212	0.020	11.73	2.073	0.888	2.000	0.200	14.808	0.100	0.720	0.140	0.020	0.020
2004153.500	1097.85	16.00	0.068	745.800	0.000	9.852	0.085	0.006	0.402	0.396	0.020	8.00	1.617	0.693	2.000	0.200	11.550	0.100	0.720	0.140	0.020	0.020
2004153.833	1097.85	18.90	0.068	573.800	0.000	9.269	0.109	0.008	0.345	0.337	0.020	7.77	1.545	0.662	2.000	0.200	11.034	0.100	0.720	0.140	0.020	0.020
2004154.167	1034.61	16.69	0.068	455.530	0.000	9.706	0.106	0.008	0.278	0.271	0.020	7.51	1.465	0.628	2.000	0.200	10.464	0.100	0.720	0.140	0.020	0.020
2004154.500	970.60	15.70	0.068	403.170	0.000	9.916	0.111	0.008	0.250	0.242	0.020	7.29	1.373	0.589	2.000	0.200	9.810	0.100	0.720	0.140	0.020	0.020
2004154.833	874.09	16.80	0.068	341.550	0.000	9.684	0.124	0.009	0.216	0.207	0.020	7.21	1.353	0.580	2.000	0.200	9.665	0.100	0.720	0.140	0.020	0.020
2004155.167	751.91	15.20	0.068	284.500	0.000	10.024	0.121	0.009	0.189	0.180	0.020	7.34	1.311	0.562	2.000	0.200	9.364	0.100	0.720	0.140	0.020	0.020
2004155.500	632.63	14.30	0.068	258.970	0.000	10.226	0.108	0.008	0.195	0.187	0.020	7.32	1.310	0.561	2.000	0.200	9.357	0.100	0.720	0.140	0.020	0.020
2004155.833	516.09	16.70	0.068	246.300	0.000	9.704	0.104	0.007	0.196	0.188	0.020	7.35	1.445	0.619	2.000	0.200	10.324	0.100	0.720	0.140	0.020	0.020
2004156.167	415.24	14.90	0.068	220.220	0.000	10.090	0.123	0.009	0.171	0.162	0.020	7.70	1.361	0.583	2.000	0.200	9.723	0.100	0.720	0.140	0.020	0.020
2004156.500	970.60	14.10	0.068	198.030	0.000	10.271	0.115	0.008	0.160	0.152	0.020	7.58	1.291	0.553	2.000	0.200	9.220	0.100	0.720	0.140	0.020	0.020
2004157.500	329.93	15.10	0.068	117.250	0.000	10.047	0.123	0.009	0.098	0.089	0.020	7.84	1.295	0.555	2.000	0.200	9.250	0.100	0.720	0.140	0.020	0.020
2004158.500	228.73	16.00	0.068	76.837	0.000	9.852	0.110	0.008	0.081	0.073	0.020	7.75	1.273	0.546	2.000	0.200	9.094	0.100	0.720	0.140	0.020	0.020
2004159.167	141.98	19.10	0.068	72.601	0.000	9.232	0.115	0.008	0.067	0.059	0.020	7.55	1.244	0.533	2.000	0.200	8.884	0.100	0.720	0.140	0.020	0.020
2004159.500	117.90	18.00	0.068	70.803	0.000	9.443	0.108	0.008	0.070	0.062	0.020	7.31	1.207	0.517	2.000	0.200	8.620	0.100	0.720	0.140	0.020	0.020
2004160.500	95.09	19.80	0.068	63.471	0.000	9.101	0.102	0.007	0.065	0.057	0.020	6.94	1.154	0.494	2.000	0.200	8.239	0.100	0.720	0.140	0.020	0.020
2004161.500	44.46	21.40	0.068	60.901	0.000	8.817	0.102	0.007	0.064	0.057	0.020	6.74	1.128	0.484	2.000	0.200	8.059	0.100	0.720	0.140	0.020	0.020
2004162.167	38.00	20.70	0.068	72.601	0.000	8.939	0.115	0.008	0.067	0.059	0.020	7.55	1.244	0.533	2.000	0.200	8.884	0.100	0.720	0.140	0.020	0.020
2004162.500	38.00	20.30	0.068	81.967	0.000	9.011	0.097	0.007	0.075	0.068	0.020	6.58	1.133	0.486	2.000	0.200	8.095	0.100	0.720	0.140	0.020	0.020
2004162.833	44.46	16.50	0.068	71.328	0.000	9.747	0.096	0.007	0.069	0.062	0.020	6.51	1.084	0.465	2.000	0.200	7.745	0.100	0.720	0.140	0.020	0.020
2004163.167	46.37	15.40	0.068	67.002	0.000	9.980	0.104	0.007	0.060	0.052	0.020	6.51	1.071	0.459	2.000	0.200	7.647	0.100	0.720	0.140	0.020	0.020
2004163.500	62.75	14.40	0.068	111.800	0.000	10.203	0.096	0.007	0.098	0.091	0.020	6.83	1.125	0.482	2.000	0.200	8.034	0.100	0.720	0.140	0.020	0.020
2004163.833	112.80	15.40	0.068	97.066	0.000	9.980	0.109	0.008	0.084	0.076	0.020	7.92	1.286	0.551	2.000	0.200	9.187	0.100	0.720	0.140	0.020	0.020
2004164.167	226.41	16.80	0.068	127.730	0.000	9.684	0.094	0.007	0.097	0.090	0.020	9.61	1.539	0.660	2.000	0.200	10.993	0.100	0.720	0.140	0.020	0.020
2004164.500	385.39	15.70	0.068	201.680	0.000	9.916	0.106	0.008	0.136	0.128	0.020	11.29	1.801	0.772	2.000	0.200	12.868	0.100	0.720	0.140	0.020	0.020
2004164.833	664.40	18.00	0.068	217.300	0.000	9.444	0.089	0.006	0.125	0.119	0.020	11.01	1.843	0.790	2.000	0.200	13.162	0.100	0.720	0.140	0.020	0.020
2004165.167	895.72	18.30	0.068	356.820	0.000	9.385	0.075	0.005	0.216	0.210	0.020	10.38	1.825	0.782	2.000	0.200	13.032	0.100	0.720	0.140	0.020	0.020
2004165.500	1016.09	18.40	0.068	396.090	0.000	9.365	0.101	0.007	0.204	0.197	0.020	9.29	1.744	0.747	2.000	0.200	12.455	0.100	0.720	0.140	0.020	0.020
2004165.833	1105.07	21.21	0.068	547.870	0.000	8.851	0.106	0.008	0.282	0.274	0.020	7.64	1.518	0.651	2.000	0.200	10.844	0.100	0.720	0.140	0.020	0.020
2004166.167	1247.41	19.20	0.068	352.730	0.000	9.212	0.116	0.008	0.218	0.209	0.020	7.40	1.383	0.593	2.000	0.200	9.882	0.100	0.720	0.140	0.020	0.020
2004166.500	1344.83	19.10	0.068	344.500	0.000	9.231	0.103	0.007	0.177	0.170	0.020	7.80	1.406	0.603	2.000	0.200	10.045	0.100	0.720	0.140	0.020	0.020
2004166.833	1355.37	22.77	0.068	323.150	0.000	8.587	0.100	0.007	0.187	0.180	0.020	7.19	1.314	0.563	2.000	0.200	9.387	0.100	0.720	0.140	0.020	0.020
2004167.167	1384.34	19.70	0.068	280.800	0.000	9.119	0.103	0.007	0.162	0.155	0.020	7.14	1.318	0.565	2.000	0.200	9.417	0.100	0.720	0.140	0.020	0.020
2004167.500	1421.55	19.50	0.068	269.420	0.000	9.157	0.105	0.008	0.158	0.151	0.020	6.73	1.225	0.525	2.000	0.200	8.748	0.100	0.720	0.140	0.020	0.020
2004168.833	1339.56	19.80	0.068	153.370	0.000	9.101	0.116	0.008	0.101	0.092	0.020	5.38	0.952	0.408	2.000	0.200	6.803	0.100	0.720	0.140	0.020	0.020
2004169.167	1265.08	20.60	0.068	139.960	0.000	8.957	0.104	0.008	0.093	0.085	0.020	5.41	0.907	0.389	2.000	0.200	6.478	0.100	0.720	0.140	0.020	0.020
2004169.833	1036.93	22.70	0.068	250.960	0.000	8.598	0.116	0.008	0.136	0.128	0.020	5.32	0.964	0.413	2.000	0.200	6.884	0.100	0.720	0.140	0.020	0.020
2004170.167	891.36	21.30	0.068	115.310	0.000	8.834	0.124	0.009	0.098	0.089	0.020	5.27	1.083	0.464	2.000	0.200	7.733	0.100	0.720	0.140	0.020	0.020
