! -----------------------------------------------------
! Lake Erie 2002-14
! Inflow (Grand_Ontario River)
! File prepared by LL
! -----------------------------------------------------
22  data sets																					   
0 seconds between data																						   
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	   
DAY	INFLOW	WTR_TEMP	SALINITY	SSOL1	SSOL2	DO	PO4	DOPL	POPL	PIP	NH4	NO3	DONL	PONL	DOCL	POCL	SiO2	FDIAT	MDIAT	CRYPT	CHLOR	CYANO	   
2002001.000	55.66	1.00	0.02	26.3	0	14.20	0.02786	0.00201	0.01728	0.01527	0.39488	1.61363	0.40091	0.17182	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002002.000	51.41	1.00	0.02	24.7	0	14.20	0.02702	0.00195	0.01517	0.01323	0.40389	1.52527	0.39290	0.16839	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002003.000	48.32	1.00	0.02	23.9	0	14.20	0.02628	0.00189	0.01321	0.01132	0.40768	1.45418	0.38506	0.16502	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002004.000	46.19	1.00	0.02	22.8	0	14.20	0.02551	0.00184	0.01146	0.00962	0.41119	1.39420	0.37747	0.16177	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002005.000	44.65	1.00	0.02	22.2	0	14.20	0.02488	0.00179	0.01021	0.00841	0.40723	1.40004	0.37645	0.16134	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002006.000	43.89	1.00	0.02	22.1	0	14.20	0.02467	0.00178	0.01011	0.00833	0.39371	1.51051	0.38696	0.16584	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002007.000	44.63	1.00	0.02	22.3	0	14.20	0.02440	0.00176	0.01067	0.00891	0.39860	1.60268	0.40006	0.17145	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002008.000	47.08	1.00	0.02	23.4	0	14.20	0.02414	0.00174	0.01087	0.00913	0.40195	1.64613	0.40710	0.17447	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002009.000	49.72	1.00	0.02	24.5	0	14.20	0.02393	0.00172	0.01042	0.00869	0.39434	1.65394	0.40612	0.17405	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002010.000	50.94	1.00	0.02	24.9	0	14.20	0.02363	0.00170	0.00964	0.00794	0.37921	1.64954	0.40077	0.17176	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002011.000	50.67	1.00	0.02	24.9	0	14.20	0.02309	0.00166	0.00870	0.00704	0.37050	1.60900	0.39160	0.16783	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002012.000	49.86	1.00	0.02	24.3	0	14.20	0.02261	0.00163	0.00817	0.00654	0.36514	1.58848	0.38614	0.16549	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
2002013.000	49.10	1.00	0.02	24.3	0	14.20	0.02216	0.00160	0.00781	0.00622	0.37386	1.54070	0.38138	0.16345	2	0.2	5.123	0.1	0.72	0.14	0.02	0.02
