! Easts Basin - Station 879
! 2002101.000
33	data sets
7	number of depths
23	151	i,j
DEPTH	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
5	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
10	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
20	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
30	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
40	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
60	0.05	2	0	13.61	8.4	22.8	0.254	2.5	0.008295	0.0017775	0.0017775	0.001	0.022	0.3	0.06785	0.06785	0.001	0.87	0.002	0.01	0.002	0.014	0.072	0.00000	0.00000	0.00000	0.00000	0.00001	0.0000	0.0000	0.0000	0.0000	0.0002
