! Central Basin - Station 946
! 2002101.000
33	data sets
4	number of depths
44	120	i,j
DEPTH	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	5	0	13.58	8.4	22.8	0.095	2.5	0.008085	0.0017325	0.0017325	0.001	0.011	0.257	0.0767	0.0767	0.001	0.9	0.004	0.02	0.004	0.028	0.144	0.00000	0.00000	0.00000	0.00001	0.00003	0.0000	0.0001	0.0000	0.0001	0.0004
5	0.05	5	0	13.58	8.4	22.8	0.095	2.5	0.008085	0.0017325	0.0017325	0.001	0.011	0.257	0.0767	0.0767	0.001	0.9	0.004	0.02	0.004	0.028	0.144	0.00000	0.00000	0.00000	0.00001	0.00003	0.0000	0.0001	0.0000	0.0001	0.0004
10	0.05	5	0	13.58	8.4	22.8	0.095	2.5	0.008085	0.0017325	0.0017325	0.001	0.011	0.257	0.0767	0.0767	0.001	0.9	0.004	0.02	0.004	0.028	0.144	0.00000	0.00000	0.00000	0.00001	0.00003	0.0000	0.0001	0.0000	0.0001	0.0004
20	0.05	5	0	13.58	8.4	22.8	0.095	2.5	0.008085	0.0017325	0.0017325	0.001	0.011	0.257	0.0767	0.0767	0.001	0.9	0.004	0.02	0.004	0.028	0.144	0.00000	0.00000	0.00000	0.00001	0.00003	0.0000	0.0001	0.0000	0.0001	0.0004
