! Central Basin - Station 961
! 2002101.000
33	data sets
4	number of depths
57	57	i,j
DEPTH	SALINITY	SSOL1	SSOL2	DO	pH	DIC	POCL	DOCL	PO4	POPL	DOPL	PIP	NH4	NO3	PONL	DONL	PIN	SiO2	CHLOR	FDIAT	CYANO	CRYPT	MDIAT	IP_CHL	IP_FDI	IP_CYA	IP_CRY	IP_MDI	IN_CHL	IN_FDI	IN_CYA	IN_CRY	IN_MDI
0	0.05	5	0	13.64	8.4	22.8	0.508	2.5	0.008575	0.0018375	0.0018375	0.001	0.002	0.1	0.0767	0.0767	0.001	0.57	0.044	0.22	0.044	0.308	1.584	0.00001	0.00004	0.00001	0.00006	0.00032	0.0001	0.0007	0.0001	0.0009	0.0048
5	0.05	5	0	13.64	8.4	22.8	0.508	2.5	0.008575	0.0018375	0.0018375	0.001	0.002	0.1	0.0767	0.0767	0.001	0.57	0.044	0.22	0.044	0.308	1.584	0.00001	0.00004	0.00001	0.00006	0.00032	0.0001	0.0007	0.0001	0.0009	0.0048
10	0.05	5	0	13.64	8.4	22.8	0.508	2.5	0.008575	0.0018375	0.0018375	0.001	0.002	0.1	0.0767	0.0767	0.001	0.57	0.044	0.22	0.044	0.308	1.584	0.00001	0.00004	0.00001	0.00006	0.00032	0.0001	0.0007	0.0001	0.0009	0.0048
20	0.05	5	0	13.64	8.4	22.8	0.508	2.5	0.008575	0.0018375	0.0018375	0.001	0.002	0.1	0.0767	0.0767	0.001	0.57	0.044	0.22	0.044	0.308	1.584	0.00001	0.00004	0.00001	0.00006	0.00032	0.0001	0.0007	0.0001	0.0009	0.0048
