Variable Name,Min Date,Max Date,Number of Samples
TOTAL_PHOSPHORUS,02/05/2013 00:00:00,23/09/2013 00:00:00,11.000
CHLOROPHYLL_A,02/05/2013 00:00:00,23/09/2013 00:00:00,11.000
