DEPTH,SAL,TEMP,SSOL1,SSOL2,DO,pH,DIC,POC,DOC,PO4,POP,DOP,PIP,NH4,NO3,PON,DON,PIN,SiO2,CHLOR,FDIAT,CYANO,CRYPT,MDIAT,IP_CHL,IP_FDI,IP_CYA,IP_CRY,IP_MDI,IN_CHL,IN_FDI,IN_CYA,IN_CRY,IN_MDI
 0.00000,   0.050,   9.840,  10.000,   0.000, 182.344,   8.130,1730.000,  28.333, 291.667,   0.132,   0.090,   0.132,   0.090,   2.957,  49.286,   1.971,   5.421,   0.071,  15.133,   8.833,  29.333,   8.833,  41.083, 205.583,   0.004,   0.006,   0.002,   0.008,   0.040,   0.068,   0.101,   0.030,   0.141,   0.705
 3.00000,   0.050,   9.650,  10.000,   0.000, 182.344,   8.130,1730.000,  28.333, 291.667,   0.132,   0.090,   0.132,   0.090,   2.957,  49.286,   1.971,   5.421,   0.071,  15.133,   8.833,  29.333,   8.833,  41.083, 205.583,   0.004,   0.006,   0.002,   0.008,   0.040,   0.068,   0.101,   0.030,   0.141,   0.705
 5.00000,   0.050,   8.950,  10.000,   0.000, 182.344,   8.130,1730.000,  28.333, 291.667,   0.132,   0.090,   0.132,   0.090,   2.957,  49.286,   1.971,   5.421,   0.071,  15.133,   8.833,  29.333,   8.833,  41.083, 205.583,   0.004,   0.006,   0.002,   0.008,   0.040,   0.068,   0.101,   0.030,   0.141,   0.705
