X,Y,ID
613543,4710483,1
607108,4726098,2
590894,4707663,3
598786,4696720,4
483137,4697559,5
491215,4677928,6
499021,4658899,7
460345,4642670,8
452463,4662279,9
444648,4681268,10
413658,4646526,11
421465,4626800,12
437285,4647555,13
479402,4662741,14
375508,4615728,15
321162,4621700,16
317729,4640097,17
330478,4645859,18
340896,4633898,19
360216,4645578,20
