DEPTH,SAL,TEMP,SSOL1,SSOL2,DO,pH,DIC,POC,DOC,PO4,POP,DOP,PIP,NH4,NO3,PON,DON,PIN,SiO2,CHLOR,FDIAT,CYANO,CRYPT,MDIAT,IP_CHL,IP_FDI,IP_CYA,IP_CRY,IP_MDI,IN_CHL,IN_FDI,IN_CYA,IN_CRY,IN_MDI
 0.00000,   0.050,   4.490,   5.000,   0.000, 217.031,   8.230,1850.000,  26.667, 208.333,   0.115,   0.067,   0.173,   0.067,   0.706,  11.762,   0.471,   1.294,   0.071,   4.505,  27.667,  92.250,  27.667, 129.083, 645.583,   0.011,   0.018,   0.005,   0.025,   0.125,   0.214,   0.316,   0.095,   0.443,   2.214
 5.00000,   0.050,   4.110,   5.000,   0.000, 217.031,   8.230,1850.000,  26.667, 208.333,   0.115,   0.067,   0.173,   0.067,   0.706,  11.762,   0.471,   1.294,   0.071,   4.505,  27.667,  92.250,  27.667, 129.083, 645.583,   0.011,   0.018,   0.005,   0.025,   0.125,   0.214,   0.316,   0.095,   0.443,   2.214
12.00000,   0.050,   3.970,   5.000,   0.000, 217.031,   8.230,1850.000,  26.667, 208.333,   0.115,   0.067,   0.173,   0.067,   0.706,  11.762,   0.471,   1.294,   0.071,   4.505,  27.667,  92.250,  27.667, 129.083, 645.583,   0.011,   0.018,   0.005,   0.025,   0.125,   0.214,   0.316,   0.095,   0.443,   2.214
23.00000,   0.050,   3.950,   5.000,   0.000, 217.031,   8.230,1850.000,  26.667, 208.333,   0.115,   0.067,   0.173,   0.067,   0.706,  11.762,   0.471,   1.294,   0.071,   4.505,  27.667,  92.250,  27.667, 129.083, 645.583,   0.011,   0.018,   0.005,   0.025,   0.125,   0.214,   0.316,   0.095,   0.443,   2.214
