TIME,Q,SAL,TEMP,T1,SS1,AGE,OXY,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,CY,CYr,CYin,CYip,CH,CHin,CHip,CR,CRin,CRip,ED,EDin,EDip,LD,LDin,LDip,CGM,CGMip,BIVF
17/01/2002 12:00:00,12.5,0.283,0.1,0,7.6,0,227.344,130.5,1.429,205,2.613,0.2613,166.667,16.667,36.429,15.714,0.187,0.955,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
18/01/2002 12:00:00,11.7,0.283,0.1,0,8.3,0,227.344,127.667,1.429,199.286,2.194,0.2194,166.667,16.667,35.714,15.714,0.158,0.968,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
19/01/2002 12:00:00,11,0.283,0.1,0,5.1,0,227.344,130.667,1.429,211.429,2.484,0.2484,166.667,16.667,35.714,15.714,0.181,0.958,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
20/01/2002 12:00:00,10.2,0.283,0.1,0,5.8,0,227.344,127.167,1.429,215,2.484,0.2484,166.667,16.667,36.429,15.714,0.177,1.016,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
21/01/2002 12:00:00,9.3,0.283,0.1,0,7.9,0,227.344,122.333,1.429,227.857,2.71,0.271,166.667,16.667,40.714,17.857,0.197,1.152,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
21/01/2002 19:59:00,9.2,0.283,0.1,0,6.7,0,227.344,118,1.429,251.429,3.226,0.3226,166.667,16.667,40.714,17.143,0.232,1.132,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
22/01/2002 19:59:00,9.3,0.283,2.11,0,6.9,0,215.469,115.833,1.429,255,3.774,0.3774,166.667,16.667,42.857,18.571,0.271,1.232,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
23/01/2002 19:59:00,9.3,0.283,3.95,0,6.5,0,205.313,115.667,1.429,275,3.839,0.3839,166.667,16.667,45.714,19.286,0.277,1.119,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
24/01/2002 19:59:00,10.3,0.283,4.03,0,10.1,0,204.844,107.167,1.429,280.714,2.871,0.2871,166.667,16.667,46.429,20,0.206,1.265,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
25/01/2002 19:59:00,13.2,0.283,0.34,0,18.2,0,225.938,99.167,1.429,237.143,2.968,0.2968,166.667,16.667,40.714,17.857,0.213,1.21,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
26/01/2002 19:59:00,15.1,0.283,1.85,0,9.8,0,216.875,114.667,1.429,220,4.452,0.4452,166.667,16.667,38.571,16.429,0.319,1.087,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
27/01/2002 19:59:00,15.3,0.283,2.92,0,8.3,0,210.938,116.833,1.429,230.714,3.032,0.3032,166.667,16.667,40,17.143,0.219,1.045,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
28/01/2002 12:00:00,14.2,0.283,0.1,0,9.2,0,227.344,103.333,1.429,210,1.871,0.1871,166.667,16.667,37.857,16.429,0.135,1.006,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
28/01/2002 19:59:00,13.6,0.283,3.88,0,9.6,0,205.625,109.5,1.429,245.714,2.839,0.2839,166.667,16.667,37.857,16.429,0.206,1.116,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
29/01/2002 19:59:00,10.8,0.283,3.95,0,9.5,0,205.313,90.833,1.429,227.857,2.935,0.2935,166.667,16.667,39.286,16.429,0.21,1.171,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
30/01/2002 19:59:00,11.1,0.283,0.57,0,34.8,0,224.531,79.833,1.429,235.714,2.323,0.2323,166.667,16.667,40.714,17.857,0.168,1.5,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
31/01/2002 04:00:00,29.9,0.283,0.1,0,349.5,0,227.344,82.833,1.429,162.857,1.032,0.1032,166.667,16.667,37.143,15.714,0.074,3.297,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
31/01/2002 12:00:00,43,0.283,0.1,0,377.4,0,227.344,107,1.429,159.286,2.129,0.2129,166.667,16.667,31.429,13.571,0.152,4.406,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
31/01/2002 19:59:00,37.5,0.283,0.1,0,158.4,0,227.344,105.333,1.429,135.714,2.226,0.2226,166.667,16.667,32.857,14.286,0.161,4.648,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
01/02/2002 04:00:00,39.7,0.283,0.1,0,151.2,0,227.344,114.167,1.429,119.286,2,0.2,166.667,16.667,21.429,9.286,0.142,2.974,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
01/02/2002 12:00:00,80.9,0.283,0.1,0,667.3,0,227.344,105.667,1.429,98.571,0.71,0.071,166.667,16.667,31.429,13.571,0.052,4.342,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
01/02/2002 19:59:00,72.5,0.283,0.1,0,359,0,227.344,109.333,1.429,90,0.839,0.0839,166.667,16.667,25.714,11.429,0.058,5.497,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
02/02/2002 04:00:00,126.2,0.283,0.22,0,1035.5,0,226.563,105.667,1.429,75.714,0.774,0.0774,166.667,16.667,32.857,14.286,0.055,11.726,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
02/02/2002 12:00:00,146.9,0.283,1.87,0,955.6,0,216.875,106,1.429,73.571,0.452,0.0452,166.667,16.667,32.143,13.571,0.032,10.858,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
02/02/2002 19:59:00,102.1,0.283,0.1,0,571.6,0,227.344,111.833,1.429,78.571,0.71,0.071,166.667,16.667,25.714,10.714,0.048,8.435,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
03/02/2002 04:00:00,74.7,0.283,0.1,0,404.1,0,227.344,106.833,1.429,79.286,0.806,0.0806,166.667,16.667,23.571,10,0.058,4.923,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
03/02/2002 12:00:00,65.9,0.283,0.1,0,264.7,0,227.344,112.5,1.429,94.286,0.935,0.0935,166.667,16.667,22.143,9.286,0.068,3.206,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
03/02/2002 19:59:00,59.1,0.283,0.1,0,223.8,0,227.344,115.167,1.429,90,0.871,0.0871,166.667,16.667,20.714,8.571,0.065,3.271,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/02/2002 04:00:00,52,0.283,0.1,0,248.6,0,227.344,116.333,1.429,94.286,0.903,0.0903,166.667,16.667,24.286,10.714,0.065,3.352,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/02/2002 12:00:00,43.8,0.283,0.1,0,157.7,0,227.344,118.167,1.429,105,1.452,0.1452,166.667,16.667,20.714,9.286,0.103,3.506,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/02/2002 19:59:00,40,0.283,0.1,0,146.3,0,227.344,120.5,1.429,97.857,1.29,0.129,166.667,16.667,20,8.571,0.094,1.855,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
05/02/2002 19:59:00,36,0.283,0.1,0,89.2,0,227.344,121.167,1.429,105,1.452,0.1452,166.667,16.667,21.429,9.286,0.106,1.642,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
06/02/2002 19:59:00,31.6,0.283,0.1,0,75.8,0,227.344,116.167,1.429,121.429,1.581,0.1581,166.667,16.667,23.571,10,0.113,1.684,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
07/02/2002 19:59:00,26.6,0.283,1.67,0,89.4,0,217.969,120.5,1.429,122.857,1.839,0.1839,166.667,16.667,24.286,10.714,0.132,1.51,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
08/02/2002 19:59:00,22.7,0.283,0.74,0,68.9,0,223.438,118.667,1.429,146.429,1.774,0.1774,166.667,16.667,27.143,11.429,0.126,1.335,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
09/02/2002 19:59:00,20.9,0.283,2.15,0,63.4,0,215.156,114.333,1.429,147.857,1.613,0.1613,166.667,16.667,27.143,11.429,0.116,1.339,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
10/02/2002 19:59:00,18,0.283,1.57,0,41.6,0,218.594,111.167,1.429,149.286,1.548,0.1548,166.667,16.667,27.857,12.143,0.11,1.2,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
11/02/2002 12:00:00,16.9,0.283,1.92,0,33.6,0,216.563,112,1.429,158.571,1.516,0.1516,166.667,16.667,30,12.857,0.11,1.197,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
11/02/2002 19:59:00,16.8,0.283,3.64,0,34.1,0,206.875,105.333,1.429,154.286,1.419,0.1419,166.667,16.667,28.571,12.143,0.103,1.152,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
12/02/2002 19:59:00,28,0.283,0.1,0,76.7,0,227.344,94.167,1.429,133.571,1.968,0.1968,166.667,16.667,27.143,11.429,0.142,1.987,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
13/02/2002 19:59:00,23.5,0.283,2.32,0,47.7,0,214.219,105,1.429,140.714,1.774,0.1774,166.667,16.667,27.143,11.429,0.129,1.294,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
14/02/2002 19:59:00,21.1,0.283,0.1,0,22.4,0,227.344,104.167,1.429,140.714,1.645,0.1645,166.667,16.667,27.143,11.429,0.119,1.026,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
15/02/2002 19:59:00,18.9,0.283,2.31,0,19.3,0,214.219,105.5,1.429,163.571,2.29,0.229,166.667,16.667,30,12.857,0.165,1.1,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
16/02/2002 19:59:00,16.9,0.283,3.74,0,22,0,206.406,100.833,1.429,150.714,2.29,0.229,166.667,16.667,28.571,12.143,0.165,1.119,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
17/02/2002 19:59:00,16.7,0.283,1.88,0,19.8,0,216.719,91,1.429,147.143,1.774,0.1774,166.667,16.667,27.143,11.429,0.129,1.048,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
18/02/2002 12:00:00,17.8,0.283,0.1,0,14.6,0,227.344,92.833,1.429,155.714,2.355,0.2355,166.667,16.667,31.429,13.571,0.168,1.31,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
18/02/2002 19:59:00,17,0.283,0.1,0,14.7,0,227.344,110.333,1.429,170,1.806,0.1806,166.667,16.667,28.571,12.143,0.129,1.077,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
19/02/2002 19:59:00,15.6,0.283,1.93,0,22.9,0,216.406,111.167,1.429,180.714,1.452,0.1452,166.667,16.667,30.714,13.571,0.103,1.071,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
20/02/2002 19:59:00,14.9,0.283,3.23,0,21.8,0,209.219,112.167,1.429,187.857,1.806,0.1806,166.667,16.667,32.857,14.286,0.129,1.103,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
21/02/2002 19:59:00,18.3,0.283,6.34,0,29.9,0,193.125,98.667,1.429,167.857,1.677,0.1677,166.667,16.667,30,12.857,0.123,1.31,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
22/02/2002 19:59:00,24.8,0.283,2.27,0,45,0,214.531,110.5,1.429,155.714,1.839,0.1839,166.667,16.667,28.571,12.143,0.132,1.3,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
23/02/2002 19:59:00,21.6,0.283,0.96,0,21.9,0,222.188,114.833,1.429,136.429,1.548,0.1548,166.667,16.667,25,10.714,0.113,0.984,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
24/02/2002 19:59:00,19.2,0.283,0.1,0,20.5,0,227.344,113.667,1.429,137.857,1.774,0.1774,166.667,16.667,25.714,10.714,0.126,1.126,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
25/02/2002 12:00:00,18.2,0.283,0.1,0,15.7,0,227.344,112.333,1.429,144.286,1.613,0.1613,166.667,16.667,25.714,10.714,0.116,1.035,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
25/02/2002 19:59:00,18.1,0.283,4.61,0,10.5,0,201.719,101,1.429,136.429,1.581,0.1581,166.667,16.667,25.714,10.714,0.113,0.923,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
26/02/2002 19:59:00,17.8,0.283,6.72,0,22.4,0,191.25,83.333,1.429,133.571,1.548,0.1548,166.667,16.667,25,10.714,0.11,1.032,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
27/02/2002 19:59:00,26.6,0.283,0.1,0,52.2,0,227.344,78,1.429,132.857,1.871,0.1871,166.667,16.667,25,10.714,0.135,1.439,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
28/02/2002 19:59:00,20.8,0.283,0.1,0,19.5,0,227.344,91.833,1.429,122.857,1.484,0.1484,166.667,16.667,22.857,10,0.106,0.968,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
01/03/2002 19:59:00,20.1,0.283,0.1,0,14.2,0,227.344,97.5,1.429,128.571,1.419,0.1419,166.667,16.667,26.429,11.429,0.1,0.897,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
02/03/2002 19:59:00,18.9,0.283,0.1,0,15.3,0,227.344,90,1.429,147.857,4.032,0.4032,166.667,16.667,27.857,12.143,0.29,1.094,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
03/03/2002 19:59:00,29,0.283,2.74,0,59.9,0,211.875,71.667,1.429,132.143,1.548,0.1548,166.667,16.667,25.714,10.714,0.11,1.806,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/03/2002 04:00:00,84.7,0.283,3.95,0,796.8,0,205.313,79.833,1.429,77.857,0.452,0.0452,166.667,16.667,34.286,15,0.032,8.839,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/03/2002 12:00:00,64.1,0.283,1.26,0,417.1,0,220.313,94.333,1.429,92.143,0.774,0.0774,166.667,16.667,25,10.714,0.055,5.152,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
04/03/2002 19:59:00,45.1,0.283,0.1,0,270.8,0,227.344,101.333,1.429,85.714,0.839,0.0839,166.667,16.667,22.143,9.286,0.061,2.716,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
05/03/2002 19:59:00,26.5,0.283,0.1,0,54.2,0,227.344,107.333,1.429,117.143,0.839,0.0839,166.667,16.667,22.857,10,0.058,1.203,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
06/03/2002 19:59:00,21.5,0.283,0.36,0,43.4,0,225.781,104.667,1.429,139.286,1.387,0.1387,166.667,16.667,27.143,11.429,0.1,1.332,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
07/03/2002 19:59:00,20.7,0.283,4.93,0,45.9,0,200.156,95.167,1.429,137.857,0.935,0.0935,166.667,16.667,25,10.714,0.068,1.261,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
08/03/2002 19:59:00,20.8,0.283,0.78,0,37.7,0,223.281,88,1.429,130.714,0.871,0.0871,166.667,16.667,26.429,11.429,0.061,1.19,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
09/03/2002 19:59:00,18.3,0.283,8.1,0,34.6,0,184.844,80.167,1.429,136.429,1.323,0.1323,166.667,16.667,27.857,12.143,0.094,1.471,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
10/03/2002 19:59:00,21.7,0.283,7.37,0,230.6,0,188.125,59.667,1.429,124.286,0.806,0.0806,166.667,16.667,29.286,12.143,0.058,3.355,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
11/03/2002 12:00:00,23.8,0.283,0.1,0,95.2,0,227.344,80.333,1.429,120,0.613,0.0613,166.667,16.667,24.286,10.714,0.045,2.11,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
11/03/2002 19:59:00,20.7,0.283,0.1,0,70.2,0,227.344,77.667,1.429,107.857,0.935,0.0935,166.667,16.667,29.286,12.143,0.068,1.648,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
12/03/2002 19:59:00,16.8,0.283,1.03,0,21.2,0,221.719,83.833,1.429,131.429,0.774,0.0774,166.667,16.667,25,10.714,0.055,1.035,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
13/03/2002 19:59:00,14.8,0.283,2.88,0,21.5,0,211.094,74,1.429,131.429,1.419,0.1419,166.667,16.667,25,10.714,0.103,1.255,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
14/03/2002 19:59:00,14.3,0.283,5.76,0,20.2,0,195.938,60.333,1.429,137.857,1.032,0.1032,166.667,16.667,26.429,11.429,0.074,1.21,1.667,1000,0.251622642,0.015726415,0,0,0,11.667,1.761056604,0.110066038,8.333,1.257811321,0.078613208,60,9.056603774,0.566037736,0,0,0
