TIME,Q,SAL,TEMP,T1,SS1,AGE,OXY,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,CY,CYr,CYin,CYip,CH,CHin,CHip,CR,CRin,CRip,ED,EDin,EDip,LD,LDin,LDip,CGM,CGMip,BIVF
18/01/2002 00:00:00,48.61,0.02,1,0,24.1,0,221.875,85.383,27.348,100.359,0.672,0.0672,166.667,16.667,26.26,11.254,0.048,0.29,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
19/01/2002 00:00:00,51.27,0.02,1,0,25.2,0,221.875,85.383,27.138,102.619,0.683,0.0683,166.667,16.667,26.45,11.336,0.049,0.355,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
20/01/2002 00:00:00,53.24,0.02,1,0,26.2,0,221.875,85.383,27.221,102.579,0.696,0.0696,166.667,16.667,26.426,11.326,0.05,0.386,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
21/01/2002 00:00:00,54.5,0.02,1,0,26.6,0,221.875,85.383,27.441,101.011,0.706,0.0706,166.667,16.667,26.251,11.251,0.051,0.389,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
22/01/2002 00:00:00,55.46,0.02,1,0,26.7,0,221.875,85.383,26.861,103.034,0.722,0.0722,166.667,16.667,26.366,11.299,0.052,0.401,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
23/01/2002 00:00:00,56.54,0.02,1,0,27,0,221.875,85.383,25.091,114.431,0.757,0.0757,166.667,16.667,27.389,11.738,0.055,0.468,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
24/01/2002 00:00:00,64.47,0.02,1,0,30.3,0,221.875,85.383,20.069,118.077,0.877,0.0877,166.667,16.667,26.496,11.356,0.063,0.973,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
25/01/2002 00:00:00,82.83,0.02,1,0,37.1,0,221.875,85.383,18.125,118.074,1.012,0.1012,166.667,16.667,25.921,11.109,0.073,1.365,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
26/01/2002 00:00:00,105,0.02,1,0,45.5,0,221.875,85.383,17.881,116.213,1.108,0.1108,166.667,16.667,25.48,10.92,0.08,1.526,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
27/01/2002 00:00:00,123.3,0.02,1,0,51.6,0,221.875,85.383,17.346,115.392,1.177,0.1177,166.667,16.667,25.084,10.751,0.085,1.581,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
28/01/2002 00:00:00,137.8,0.02,1,0,55.9,0,221.875,85.383,16.216,110.269,1.197,0.1197,166.667,16.667,24.013,10.291,0.086,1.655,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
29/01/2002 00:00:00,148.7,0.02,3.43,0,59.2,0,207.969,85.383,15.595,105.522,1.225,0.1225,166.667,16.667,23.139,9.916,0.088,1.736,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
30/01/2002 00:00:00,154.5,0.02,3.59,0,61,0,207.188,85.383,15.791,100.919,1.247,0.1247,166.667,16.667,22.486,9.637,0.09,1.805,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
31/01/2002 00:00:00,158.3,0.02,3.2,0,62.7,0,209.375,85.383,16.477,96.407,1.255,0.1255,166.667,16.667,22.006,9.431,0.09,1.849,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
01/02/2002 00:00:00,159.9,0.02,1,0,63,0,221.875,85.383,17.259,92.754,1.258,0.1258,166.667,16.667,21.694,9.297,0.091,1.85,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
02/02/2002 00:00:00,155.3,0.02,1,0,61.6,0,221.875,85.383,17.86,90.816,1.272,0.1272,166.667,16.667,21.574,9.246,0.092,1.812,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
03/02/2002 00:00:00,143.3,0.02,1,0,57.6,0,221.875,85.383,18.721,89.134,1.266,0.1266,166.667,16.667,21.574,9.246,0.091,1.745,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
04/02/2002 00:00:00,126.7,0.02,1,0,51.8,0,221.875,85.383,19.504,87.957,1.258,0.1258,166.667,16.667,21.653,9.28,0.091,1.649,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
05/02/2002 00:00:00,109.5,0.02,1,0,45.9,0,221.875,85.383,20.536,86.522,1.229,0.1229,166.667,16.667,21.811,9.347,0.088,1.536,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
06/02/2002 00:00:00,94.26,0.02,1,0,40.4,0,221.875,85.383,21.619,85.058,1.191,0.1191,166.667,16.667,22.016,9.435,0.086,1.409,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
07/02/2002 00:00:00,81.79,0.02,1,0,36,0,221.875,85.383,22.783,83.581,1.147,0.1147,166.667,16.667,22.254,9.538,0.083,1.274,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
08/02/2002 00:00:00,72.06,0.02,1,0,32.6,0,221.875,85.383,23.324,83.291,1.114,0.1114,166.667,16.667,22.475,9.632,0.08,1.13,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
09/02/2002 00:00:00,64.78,0.02,1,0,30.1,0,221.875,85.383,23.929,82.94,1.073,0.1073,166.667,16.667,22.658,9.711,0.077,0.995,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
10/02/2002 00:00:00,59.5,0.02,1,0,27.9,0,221.875,85.383,24.829,81.852,1.025,0.1025,166.667,16.667,22.821,9.781,0.074,0.874,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
11/02/2002 00:00:00,57.08,0.02,1,0,26.9,0,221.875,85.383,23.941,88.9,0.983,0.0983,166.667,16.667,23.583,10.107,0.071,0.827,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
12/02/2002 00:00:00,56.1,0.02,1,0,26.7,0,221.875,85.383,24.05,94.609,0.954,0.0954,166.667,16.667,24.43,10.47,0.069,0.806,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
13/02/2002 00:00:00,55.22,0.02,1,0,26.6,0,221.875,85.383,24.209,99.156,0.948,0.0948,166.667,16.667,25.102,10.758,0.068,0.775,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
14/02/2002 00:00:00,53.92,0.02,1,0,26,0,221.875,85.383,24.991,100.427,0.939,0.0939,166.667,16.667,25.501,10.929,0.068,0.733,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
15/02/2002 00:00:00,51.76,0.02,1,0,24.9,0,221.875,85.383,25.396,100.992,0.942,0.0942,166.667,16.667,25.7,11.014,0.068,0.677,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
16/02/2002 00:00:00,49.87,0.02,1,0,24.5,0,221.875,85.383,23.722,107.107,0.949,0.0949,166.667,16.667,26.029,11.155,0.068,0.692,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
17/02/2002 00:00:00,49.25,0.02,1,0,23.9,0,221.875,85.383,22.779,114.481,0.958,0.0958,166.667,16.667,26.714,11.449,0.069,0.738,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
18/02/2002 00:00:00,48.72,0.02,1,0,24.2,0,221.875,85.383,23.501,117.153,0.956,0.0956,166.667,16.667,27.29,11.696,0.069,0.765,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
19/02/2002 00:00:00,49.15,0.02,1,0,24.1,0,221.875,85.383,24.507,116.06,0.952,0.0952,166.667,16.667,27.479,11.777,0.068,0.754,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
20/02/2002 00:00:00,53.27,0.02,1,0,26.1,0,221.875,85.383,21.96,114.44,0.962,0.0962,166.667,16.667,26.561,11.383,0.069,0.945,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
21/02/2002 00:00:00,78.8,0.02,1,0,35.6,0,221.875,85.383,15.748,94.464,1.004,0.1004,166.667,16.667,22.172,9.502,0.072,1.596,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
22/02/2002 00:00:00,128.2,0.02,1,0,53.7,0,221.875,85.383,14.432,89.314,1.133,0.1133,166.667,16.667,21.211,9.091,0.082,2.018,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
23/02/2002 00:00:00,186,0.02,1,0,72.7,0,221.875,85.383,14.512,86.272,1.199,0.1199,166.667,16.667,20.822,8.924,0.086,2.199,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
24/02/2002 00:00:00,229.8,0.02,1,0,85.1,0,221.875,85.383,14.955,84.255,1.25,0.125,166.667,16.667,20.556,8.81,0.09,2.25,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
25/02/2002 00:00:00,250.1,0.02,1,0,90.5,0,221.875,85.383,15.103,83.664,1.305,0.1305,166.667,16.667,20.373,8.731,0.094,2.242,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
26/02/2002 00:00:00,250.5,0.02,1,0,89.7,0,221.875,85.383,14.636,86.039,1.376,0.1376,166.667,16.667,20.437,8.759,0.099,2.212,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
27/02/2002 00:00:00,237.1,0.02,3.59,0,85.7,0,207.188,85.383,14.756,90.796,1.411,0.1411,166.667,16.667,21.095,9.041,0.102,2.249,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
28/02/2002 00:00:00,222.9,0.02,1,0,81.7,0,221.875,85.383,15.414,94.689,1.403,0.1403,166.667,16.667,21.878,9.376,0.101,2.305,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
01/03/2002 00:00:00,210.7,0.02,1,0,78,0,221.875,85.383,16.358,97.778,1.403,0.1403,166.667,16.667,22.622,9.695,0.101,2.338,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
02/03/2002 00:00:00,198.8,0.02,1,0,74.5,0,221.875,85.383,17.316,99.681,1.415,0.1415,166.667,16.667,23.153,9.923,0.102,2.324,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
03/03/2002 00:00:00,189,0.02,1,0,71.5,0,221.875,85.383,17.396,102.269,1.413,0.1413,166.667,16.667,23.616,10.121,0.102,2.323,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
04/03/2002 00:00:00,185.2,0.02,1,0,70.4,0,221.875,85.383,17.316,105.572,1.418,0.1418,166.667,16.667,24.201,10.372,0.102,2.371,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
05/03/2002 00:00:00,187.1,0.02,1,0,71.5,0,221.875,85.383,17.586,106.576,1.388,0.1388,166.667,16.667,24.518,10.508,0.1,2.384,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
06/03/2002 00:00:00,190.6,0.02,1,0,73.1,0,221.875,85.383,18.022,105.01,1.343,0.1343,166.667,16.667,24.408,10.461,0.097,2.313,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
07/03/2002 00:00:00,192.3,0.02,1,0,73.2,0,221.875,85.383,18.564,102.319,1.307,0.1307,166.667,16.667,24.066,10.314,0.094,2.19,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
08/03/2002 00:00:00,188.6,0.02,1,0,72.2,0,221.875,85.383,19.068,99.943,1.288,0.1288,166.667,16.667,23.718,10.165,0.093,2.054,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
09/03/2002 00:00:00,181.9,0.02,1,0,69.5,0,221.875,85.383,18.171,100.306,1.294,0.1294,166.667,16.667,23.413,10.034,0.093,1.955,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
10/03/2002 00:00:00,172.7,0.02,1,0,66.5,0,221.875,85.383,16.156,106.129,1.4,0.14,166.667,16.667,23.618,10.122,0.101,1.939,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
11/03/2002 00:00:00,167.2,0.02,1,0,65.5,0,221.875,85.383,16.604,106.059,1.355,0.1355,166.667,16.667,23.686,10.151,0.098,1.988,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
12/03/2002 00:00:00,171.7,0.02,1,0,67.1,0,221.875,85.383,17.107,102.509,1.28,0.128,166.667,16.667,23.315,9.992,0.092,1.955,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
13/03/2002 00:00:00,188.4,0.02,1,0,72.8,0,221.875,85.383,17.171,99.171,1.228,0.1228,166.667,16.667,22.805,9.774,0.088,1.863,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
14/03/2002 00:00:00,207.1,0.02,1,0,78.5,0,221.875,85.383,16.974,97.521,1.221,0.1221,166.667,16.667,22.374,9.589,0.088,1.759,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
15/03/2002 00:00:00,210.8,0.02,3.35,0,79.6,0,208.438,85.383,17.342,96.516,1.218,0.1218,166.667,16.667,22.141,9.489,0.088,1.68,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
16/03/2002 00:00:00,194.6,0.02,4.06,0,74.2,0,204.688,85.383,16.951,97.499,1.256,0.1256,166.667,16.667,22.039,9.445,0.09,1.592,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
17/03/2002 00:00:00,167.5,0.02,1,0,65.1,0,221.875,85.383,17.862,96.541,1.243,0.1243,166.667,16.667,22.012,9.434,0.089,1.519,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
18/03/2002 00:00:00,141.7,0.02,3.35,0,57,0,208.438,85.383,18.804,94.749,1.213,0.1213,166.667,16.667,22.003,9.43,0.087,1.436,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
19/03/2002 00:00:00,122.7,0.02,3.9,0,50.7,0,205.469,85.383,19.081,95.541,1.191,0.1191,166.667,16.667,22.26,9.54,0.086,1.338,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
20/03/2002 00:00:00,108.6,0.02,4.22,0,46,0,203.906,85.383,19.511,96.374,1.173,0.1173,166.667,16.667,22.53,9.656,0.085,1.244,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
21/03/2002 00:00:00,96.84,0.02,3.71,0,41.5,0,206.563,85.383,19.9,101.59,1.165,0.1165,166.667,16.667,23.428,10.041,0.084,1.185,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
22/03/2002 00:00:00,85.37,0.02,3.28,0,37.7,0,208.906,85.383,21.314,106.233,1.145,0.1145,166.667,16.667,24.571,10.53,0.083,1.148,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
23/03/2002 00:00:00,74.43,0.02,1,0,33.9,0,221.875,85.383,22.859,108.963,1.121,0.1121,166.667,16.667,25.566,10.957,0.081,1.101,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
24/03/2002 00:00:00,64.48,0.02,1,0,29.7,0,221.875,85.383,23.963,110.084,1.104,0.1104,166.667,16.667,26.224,11.239,0.079,1.03,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
25/03/2002 00:00:00,56.3,0.02,1,0,26.8,0,221.875,85.383,25.051,108.531,1.075,0.1075,166.667,16.667,26.483,11.35,0.077,0.951,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
26/03/2002 00:00:00,50.2,0.02,1,0,24.2,0,221.875,85.383,25.905,105.234,1.044,0.1044,166.667,16.667,26.426,11.326,0.075,0.867,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
27/03/2002 00:00:00,46.5,0.02,1,0,22.5,0,221.875,85.383,26.241,101.198,1.008,0.1008,166.667,16.667,26.091,11.182,0.073,0.782,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
28/03/2002 00:00:00,49.58,0.02,1,0,24.1,0,221.875,85.383,21.927,136.431,1.011,0.1011,166.667,16.667,29.746,12.748,0.073,1.042,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
29/03/2002 00:00:00,59.79,0.02,1,0,28.5,0,221.875,85.383,19.773,170.488,1.102,0.1102,166.667,16.667,33.802,14.486,0.079,1.315,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
30/03/2002 00:00:00,78.1,0.02,1,0,35,0,221.875,85.383,16.841,187.574,1.195,0.1195,166.667,16.667,35.224,15.096,0.086,1.558,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
31/03/2002 00:00:00,96.25,0.02,1,0,41.7,0,221.875,85.383,16.285,195.235,1.294,0.1294,166.667,16.667,35.984,15.422,0.093,1.703,1.667,1000,0.251623,0.015726,1.667,0.25162,0.01573,11.667,1.7611,0.1101,8.333,1.258,0.079,60,9.06,0.566,0,0,0
