ID,BIV_zebra
1,648.3460
2,648.3460
3,648.3460
4,648.3460
5,648.3460
6,648.3460
7,648.3460
8,648.3460
9,648.3460
10,648.3460
11,648.3460
12,648.3460
13,648.3460
14,648.3460
15,648.3460
16,648.3460
17,648.3460
18,648.3460
19,648.3460
20,648.3460
21,648.3460
22,648.3460
23,648.3460
24,648.3460
25,648.3460
26,648.3460
27,648.3460
28,648.3460
29,648.3460
30,648.3460
31,648.3460
32,648.3460
33,648.3460
34,648.3460
35,648.3460
36,648.3460
37,648.3460
38,648.3460
39,648.3460
40,648.3460
41,648.3460
42,648.3460
43,648.3460
44,648.3460
45,648.3460
46,648.3460
47,648.3460
48,648.3460
49,648.3460
50,648.3460
51,648.3460
52,648.3460
53,648.3460
54,648.3460
55,648.3460
56,648.3460
57,648.3460
58,648.3460
59,648.3460
60,648.3460
61,648.3460
62,648.3460
63,648.3460
64,648.3460
65,648.3460
66,648.3460
67,648.3460
68,648.3460
69,648.3460
70,648.3460
71,648.3460
72,648.3460
73,648.3460
74,648.3460
75,648.3460
76,648.3460
77,648.3460
78,648.3460
79,648.3460
80,648.3460
81,648.3460
82,648.3460
83,648.3460
84,648.3460
85,648.3460
86,648.3460
87,648.3460
88,648.3460
89,648.3460
90,648.3460
91,648.3460
92,648.3460
93,648.3460
94,648.3460
95,648.3460
96,648.3460
97,648.3460
98,648.3460
99,648.3460
100,648.3460
101,648.3460
102,648.3460
103,648.3460
104,648.3460
105,648.3460
106,648.3460
107,648.3460
108,648.3460
109,648.3460
110,648.3460
111,648.3460
112,648.3460
113,648.3460
114,648.3460
115,648.3460
116,648.3460
117,648.3460
118,648.3460
119,648.3460
120,648.3460
121,648.3460
122,648.3460
123,648.3460
124,648.3460
125,648.3460
126,648.3460
127,648.3460
128,648.3460
129,648.3460
130,648.3460
131,648.3460
132,648.3460
133,648.3460
134,648.3460
135,648.3460
136,648.3460
137,648.3460
138,648.3460
139,648.3460
140,648.3460
141,648.3460
142,648.3460
143,648.3460
144,648.3460
145,648.3460
146,648.3460
147,648.3460
148,648.3460
149,648.3460
150,648.3460
151,648.3460
152,648.3460
153,648.3460
154,648.3460
155,648.3460
156,648.3460
157,648.3460
158,648.3460
159,648.3460
160,648.3460
161,648.3460
162,648.3460
163,648.3460
164,648.3460
165,648.3460
166,648.3460
167,648.3460
168,648.3460
169,648.3460
170,648.3460
171,648.3460
172,648.3460
173,648.3460
174,648.3460
175,648.3460
176,648.3460
177,648.3460
178,648.3460
179,648.3460
180,648.3460
181,648.3460
182,648.3460
183,648.3460
184,648.3460
185,648.3460
186,648.3460
187,648.3460
188,648.3460
189,648.3460
190,648.3460
191,648.3460
192,648.3460
193,648.3460
194,648.3460
195,648.3460
196,648.3460
197,648.3460
198,648.3460
199,648.3460
200,648.3460
201,648.3460
202,648.3460
203,648.3460
204,648.3460
205,648.3460
206,648.3460
207,648.3460
208,648.3460
209,648.3460
210,648.3460
211,648.3460
212,648.3460
213,648.3460
214,648.3460
215,648.3460
216,648.3460
217,648.3460
218,648.3460
219,648.3460
220,648.3460
221,648.3460
222,648.3460
223,648.3460
224,648.3460
225,648.3460
226,648.3460
227,648.3460
228,648.3460
229,648.3460
230,648.3460
231,648.3460
232,648.3460
233,648.3460
234,648.3460
235,648.3460
236,648.3460
237,648.3460
238,648.3460
239,648.3460
240,648.3460
241,648.3460
242,648.3460
243,648.3460
244,648.3460
245,648.3460
246,648.3460
247,648.3460
248,648.3460
249,648.3460
250,648.3460
251,648.3460
252,648.3460
253,648.3460
254,648.3460
255,648.3460
256,648.3460
257,648.3460
258,648.3460
259,648.3460
260,648.3460
261,648.3460
262,648.3460
263,648.3460
264,648.3460
265,648.3460
266,648.3460
267,648.3460
268,648.3460
269,648.3460
270,648.3460
271,648.3460
272,648.3460
273,648.3460
274,648.3460
275,648.3460
276,648.3460
277,648.3460
278,648.3460
279,648.3460
280,648.3460
281,648.3460
282,648.3460
283,648.3460
284,648.3460
285,648.3460
286,648.3460
287,648.3460
288,648.3460
289,648.3460
290,648.3460
291,648.3460
292,648.3460
293,648.3460
294,648.3460
295,648.3460
296,648.3460
297,648.3460
298,648.3460
299,648.3460
300,648.3460
301,648.3460
302,648.3460
303,648.3460
304,648.3460
305,648.3460
306,648.3460
307,648.3460
308,648.3460
309,648.3460
310,648.3460
311,648.3460
312,648.3460
313,648.3460
314,648.3460
315,648.3460
316,648.3460
317,648.3460
318,648.3460
319,648.3460
320,648.3460
321,648.3460
322,648.3460
323,648.3460
324,648.3460
325,648.3460
326,648.3460
327,648.3460
328,648.3460
329,648.3460
330,648.3460
331,648.3460
332,648.3460
333,648.3460
334,648.3460
335,648.3460
336,648.3460
337,648.3460
338,648.3460
339,648.3460
340,648.3460
341,648.3460
342,648.3460
343,648.3460
344,648.3460
345,648.3460
346,648.3460
347,648.3460
348,648.3460
349,648.3460
350,648.3460
351,648.3460
352,648.3460
353,648.3460
354,648.3460
355,648.3460
356,648.3460
357,648.3460
358,648.3460
359,648.3460
360,648.3460
361,648.3460
362,648.3460
363,648.3460
364,648.3460
365,648.3460
366,648.3460
367,648.3460
368,648.3460
369,648.3460
370,648.3460
371,648.3460
372,648.3460
373,648.3460
374,648.3460
375,648.3460
376,648.3460
377,648.3460
378,648.3460
379,648.3460
380,648.3460
381,648.3460
382,648.3460
383,648.3460
384,648.3460
385,648.3460
386,648.3460
387,648.3460
388,648.3460
389,648.3460
390,648.3460
391,648.3460
