Variable Name,Min Date,Max Date,Number of Samples
TOTAL_PHOSPHORUS,07/05/2013 00:00:00,25/09/2013 00:00:00,10.000
CHLOROPHYLL_A,07/05/2013 00:00:00,25/09/2013 00:00:00,10.000
