x,y,id,z
616277.1072,4746946.9802,1,-0.5000
616408.2241,4746979.7337,2,-0.5000
616317.5844,4746672.5482,3,-0.5000
616429.7690,4746689.7203,4,-0.5000
616333.6366,4746396.0188,5,-0.5000
616434.9157,4746398.3028,6,-0.5000
616271.5864,4746122.6893,7,-0.5000
616381.9134,4746106.3831,8,-0.5000
616164.8689,4745871.2243,9,-0.6613
616352.8479,4745824.3559,10,-0.8369
616078.9098,4745629.2868,11,-2.2465
616361.6897,4745564.7145,12,-2.7529
615787.0953,4745670.8568,13,-1.9516
616584.3337,4745534.5667,14,-2.9003
616033.5820,4745403.6533,15,-4.8253
616281.6084,4745288.4959,16,-4.9154
615700.9657,4745444.6833,17,-3.6969
615845.3600,4745329.4333,18,-4.9775
616611.1746,4745140.2476,19,-5.4799
616769.8747,4745390.8126,20,-3.1004
615558.3437,4745719.0000,21,-1.9995
615348.4249,4745607.8595,22,-1.7273
615460.1588,4745316.6388,23,-4.2019
615878.3273,4745039.0032,24,-6.0096
616182.6970,4745056.1033,25,-6.2226
616442.7141,4744877.7461,26,-6.6988
615536.4928,4744957.7051,27,-6.0058
616926.2628,4744978.9083,28,-6.2685
617040.7105,4745243.2994,29,-3.4777
616799.9565,4744676.1021,30,-7.3321
615089.4616,4745434.9505,31,-1.3024
615217.6710,4745215.7867,32,-3.5185
615202.8147,4744928.5852,33,-5.3695
615972.0757,4744733.1967,34,-7.3000
616269.1933,4744559.2019,35,-8.1592
615697.3416,4744579.8131,36,-7.6983
616595.8813,4744451.1000,37,-8.8828
615080.1812,4744594.7926,38,-6.9444
615342.9186,4744351.9046,39,-8.9144
617201.7050,4744903.2500,40,-6.2729
617333.3288,4745086.4105,41,-3.3893
617146.3504,4744460.0700,42,-7.7154
617294.9403,4744721.4633,43,-6.6087
616650.2667,4744124.8570,44,-9.2197
616998.6123,4744193.3467,45,-8.8977
614882.2307,4745303.9500,46,-1.0495
614832.2173,4745120.7600,47,-1.1316
614947.2950,4744967.0533,48,-4.0122
614775.9434,4744733.2739,49,-5.2031
615878.0570,4744270.3367,50,-9.3553
616217.3666,4744139.2385,51,-9.5885
615600.6003,4744019.9531,52,-10.5886
614963.8065,4744250.3196,53,-8.6235
614487.7641,4744489.7140,54,-5.8929
614661.9713,4744295.2567,55,-7.4609
614964.4707,4743925.3533,56,-10.2053
615228.5775,4743689.3705,57,-11.5623
617500.0303,4744688.9533,58,-6.4313
617624.9554,4744902.3345,59,-3.1338
617435.5427,4744317.5267,60,-7.9157
617585.3123,4744484.5200,61,-6.8421
617117.8827,4743936.9033,62,-9.4368
617447.6966,4743994.9397,63,-8.9307
616823.8410,4743735.6894,64,-9.8238
616190.8293,4743750.1433,65,-10.0967
616452.2927,4743576.2800,66,-10.2383
614658.2527,4745079.9000,67,-0.5000
614512.4283,4744880.0075,68,-1.5817
614260.6063,4744672.8827,69,-1.8997
615856.8421,4743580.7449,70,-11.1725
615489.6200,4743414.9600,71,-11.9814
614432.9593,4744058.1667,72,-8.1305
614632.7684,4743754.4405,73,-10.2938
614175.8417,4744268.2602,74,-5.1923
613990.5507,4744485.5269,75,-0.6211
614804.2411,4743381.2817,76,-11.7987
