Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow 
2011-01-01 00:00, 0.000000 , 5.348000 , 2.465000 , 82.800000 , 2.713892 , 0.000000 , 0.000000 
2011-01-01 01:00, 0.000000 , 14.143333 , 1.849000 , 86.800000 , 2.708891 , 0.000000 , 0.000000 
2011-01-01 02:00, 0.000000 , 22.938667 , 1.233000 , 90.800000 , 2.703890 , 0.000000 , 0.000000 
2011-01-01 03:00, 0.000000 , 31.734000 , 0.617000 , 94.800000 , 2.698889 , 0.000000 , 0.000000 
2011-01-01 04:00, 0.000000 , 51.313333 , 0.411333 , 96.533333 , 2.746481 , 0.000000 , 0.000000 
2011-01-01 05:00, 0.000000 , 70.892667 , 0.205667 , 98.266667 , 2.794072 , 0.000000 , 0.000000 
2011-01-01 06:00, 0.000000 , 90.472000 , 0.000000 , 100.000000 , 2.841664 , 0.000000 , 0.000000 
2011-01-01 07:00, 0.000000 , 110.876000 , 0.000000 , 100.000000 , 2.887590 , 0.000000 , 0.000000 
2011-01-01 08:00, 0.000000 , 131.280000 , 0.000000 , 100.000000 , 2.933516 , 0.000000 , 0.000000 
2011-01-01 09:00, 0.000000 , 151.684000 , 0.000000 , 100.000000 , 2.979442 , 0.000000 , 0.000000 
2011-01-01 10:00, 6.398333 , 168.021667 , 0.000000 , 100.000000 , 3.006202 , 0.000000 , 0.000000 
2011-01-01 11:00, 12.796667 , 184.359333 , 0.000000 , 100.000000 , 3.032963 , 0.000000 , 0.000000 
2011-01-01 12:00, 19.195000 , 200.697000 , 0.000000 , 100.000000 , 3.059723 , 0.000000 , 0.000000 
2011-01-01 13:00, 38.296000 , 216.028000 , 0.000000 , 100.000000 , 3.026945 , 0.000000 , 0.000000 
2011-01-01 14:00, 57.397000 , 231.359000 , 0.000000 , 100.000000 , 2.994167 , 0.000000 , 0.000000 
2011-01-01 15:00, 76.498000 , 246.690000 , 0.000000 , 100.000000 , 2.961389 , 0.000000 , 0.000000 
2011-01-01 16:00, 85.830667 , 261.466667 , 0.000000 , 100.000000 , 2.961759 , 0.000000 , 0.000000 
2011-01-01 17:00, 95.163333 , 276.243333 , 0.000000 , 100.000000 , 2.962129 , 0.000000 , 0.000000 
2011-01-01 18:00, 104.496000 , 291.020000 , 0.000000 , 100.000000 , 2.962499 , 0.000000 , 0.000000 
2011-01-01 19:00, 88.422333 , 273.719000 , 0.000000 , 100.000000 , 2.996202 , 0.000000 , 0.000000 
2011-01-01 20:00, 72.348667 , 256.418000 , 0.000000 , 100.000000 , 3.029906 , 0.000000 , 0.000000 
2011-01-01 21:00, 56.275000 , 239.117000 , 0.000000 , 100.000000 , 3.063610 , 0.000000 , 0.000000 
2011-01-01 22:00, 40.544333 , 191.585667 , 0.000000 , 100.000000 , 3.039350 , 0.000000 , 0.000000 
2011-01-01 23:00, 24.813667 , 144.054333 , 0.000000 , 100.000000 , 3.015090 , 0.000000 , 0.000000 
2011-01-02 00:00, 9.083000 , 96.523000 , 0.000000 , 100.000000 , 2.990830 , 0.000000 , 0.000000 
2011-01-02 01:00, 6.055333 , 81.714667 , 0.000000 , 100.000000 , 2.992219 , 0.000000 , 0.000000 
2011-01-02 02:00, 3.027667 , 66.906333 , 0.000000 , 100.000000 , 2.993609 , 0.000000 , 0.000000 
2011-01-02 03:00, 0.000000 , 52.098000 , 0.000000 , 100.000000 , 2.994999 , 0.000000 , 0.000000 
2011-01-02 04:00, 0.000000 , 72.660333 , 0.000000 , 100.000000 , 2.985831 , 0.000000 , 0.000000 
2011-01-02 05:00, 0.000000 , 93.222667 , 0.000000 , 100.000000 , 2.976664 , 0.000000 , 0.000000 
2011-01-02 06:00, 0.000000 , 113.785000 , 0.000000 , 100.000000 , 2.967497 , 0.000000 , 0.000000 
2011-01-02 07:00, 0.000000 , 143.753333 , 0.000000 , 100.000000 , 2.862962 , 0.000000 , 0.000000 
2011-01-02 08:00, 0.000000 , 173.721667 , 0.000000 , 100.000000 , 2.758427 , 0.000000 , 0.000000 
2011-01-02 09:00, 0.000000 , 203.690000 , 0.000000 , 100.000000 , 2.653892 , 0.000000 , 0.000000 
2011-01-02 10:00, 17.718667 , 239.235667 , 0.000000 , 100.000000 , 2.592872 , 0.000000 , 0.000000 
2011-01-02 11:00, 35.437333 , 274.781333 , 0.000000 , 100.000000 , 2.531853 , 0.000000 , 0.000000 
2011-01-02 12:00, 53.156000 , 310.327000 , 0.000000 , 100.000000 , 2.470833 , 0.000000 , 0.000000 
2011-01-02 13:00, 98.807333 , 343.678333 , 0.000000 , 100.000000 , 2.572964 , 0.000000 , 0.000000 
2011-01-02 14:00, 144.458667 , 377.029667 , 0.000000 , 100.000000 , 2.675094 , 0.000000 , 0.000000 
2011-01-02 15:00, 190.110000 , 410.381000 , 0.000000 , 100.000000 , 2.777224 , 0.000000 , 0.000000 
2011-01-02 16:00, 209.022333 , 439.960667 , 0.000000 , 100.000000 , 2.848058 , 0.000000 , 0.000000 
2011-01-02 17:00, 227.934667 , 469.540333 , 0.000000 , 100.000000 , 2.918891 , 0.000000 , 0.000000 
2011-01-02 18:00, 246.847000 , 499.120000 , 0.000000 , 100.000000 , 2.989724 , 0.000000 , 0.000000 
2011-01-02 19:00, 209.893667 , 471.398667 , 0.000000 , 100.000000 , 2.974540 , 0.000000 , 0.000000 
2011-01-02 20:00, 172.940333 , 443.677333 , 0.000000 , 100.000000 , 2.959356 , 0.000000 , 0.000000 
2011-01-02 21:00, 135.987000 , 415.956000 , 0.000000 , 100.000000 , 2.944172 , 0.000000 , 0.000000 
2011-01-02 22:00, 99.356333 , 328.683333 , 0.337333 , 97.466667 , 2.896022 , 0.000000 , 0.000000 
2011-01-02 23:00, 62.725667 , 241.410667 , 0.674667 , 94.933333 , 2.847873 , 0.000000 , 0.000000 
2011-01-03 00:00, 26.095000 , 154.138000 , 1.012000 , 92.400000 , 2.799723 , 0.000000 , 0.000000 
2011-01-03 01:00, 17.396667 , 113.754333 , 1.005000 , 92.400000 , 2.770741 , 0.000000 , 0.000000 
2011-01-03 02:00, 8.698333 , 73.370667 , 0.998000 , 92.400000 , 2.741758 , 0.000000 , 0.000000 
2011-01-03 03:00, 0.000000 , 32.987000 , 0.991000 , 92.400000 , 2.712776 , 0.000000 , 0.000000 
