X Y Z
668632.744 4737454.380 -9.623
669337.433 4737142.660 -9.451
673601.897 4737713.600 -4.499
674131.955 4737436.110 -1.000
667108.986 4738965.080 -11.982
665748.628 4739601.040 -13.376
666082.012 4739094.490 -12.845
666431.399 4738552.210 -12.375
664887.829 4739943.040 -14.508
665063.097 4739308.630 -13.702
664146.819 4739639.350 -15.207
662687.499 4740503.460 -16.576
663065.468 4739926.760 -16.476
663410.805 4739255.090 -15.603
661298.732 4747337.200 -6.100
661014.646 4746577.840 -9.333
660994.843 4747899.520 -3.531
661297.612 4743805.160 -13.917
660717.718 4744344.630 -13.790
661424.833 4743235.360 -14.815
661886.910 4742685.410 -15.521
660306.848 4744738.790 -13.651
661920.696 4741860.530 -16.476
661925.691 4741105.960 -16.576
661898.839 4740204.910 -16.676
660407.440 4745727.780 -11.719
659706.938 4745240.290 -12.393
660378.112 4746398.560 -9.227
672632.423 4736685.190 -4.590
671331.434 4736357.390 -7.250
672048.529 4736173.070 -2.659
673680.754 4736902.950 -1.000
673182.093 4736411.550 -1.000
669930.528 4736782.760 -8.321
670500.857 4736496.960 -7.875
670786.164 4735783.540 -7.042
667785.425 4737641.710 -10.590
667154.229 4738127.630 -11.743
667992.884 4736992.190 -10.254
668654.386 4736641.700 -9.449
669462.382 4736328.650 -8.517
665357.315 4738660.700 -13.258
665865.512 4738165.430 -12.559
666331.391 4737578.140 -12.476
667118.401 4737222.490 -11.376
664330.416 4738936.080 -14.019
664544.456 4738245.180 -13.476
663597.994 4738522.270 -14.358
662431.796 4739555.620 -16.576
662653.792 4738843.150 -16.002
662866.339 4738100.160 -14.708
660626.743 4747180.720 -3.166
660315.883 4747729.480 -3.619
660052.638 4746877.190 -5.201
660491.356 4743628.550 -14.767
660765.502 4742903.790 -15.257
659879.785 4744202.570 -14.532
661246.122 4742366.110 -15.823
659345.821 4744612.460 -13.380
661158.931 4741548.120 -16.631
661110.898 4740724.780 -16.776
660950.018 4739885.190 -16.976
661657.593 4739251.430 -16.663
659650.109 4745999.030 -9.903
658998.265 4745207.840 -11.398
658947.271 4745757.070 -9.149
659419.911 4746585.520 -4.803
672682.389 4735921.220 -1.000
671524.715 4735667.660 -3.048
672178.194 4735435.530 -1.000
670030.326 4735967.460 -7.763
670210.244 4735300.500 -6.991
670987.688 4735177.620 -3.123
670431.610 4734734.260 -4.714
667369.565 4736688.010 -11.505
667949.408 4736108.030 -10.823
668729.159 4735882.580 -9.253
669396.843 4735515.580 -8.096
665230.078 4737741.090 -13.476
665636.852 4737273.890 -13.476
666456.372 4736812.130 -12.718
665830.490 4736639.360 -13.476
666684.896 4736280.360 -12.876
663841.893 4737846.730 -13.488
664437.052 4737364.800 -13.476
663243.891 4737388.580 -13.776
661914.153 4738452.180 -16.258
662130.731 4737673.320 -14.995
662382.237 4736979.340 -13.956
659692.622 4747410.610 -2.704
659069.168 4747092.140 -2.713
659790.825 4743191.880 -15.385
659246.307 4743770.330 -14.645
659921.125 4742653.510 -15.606
660497.388 4742060.240 -16.446
658759.810 4744189.270 -13.960
658315.280 4744897.390 -10.914
660384.446 4741209.670 -16.876
660314.257 4740395.040 -17.255
660279.245 4739452.340 -17.377
659675.844 4739981.370 -17.476
660853.230 4738818.540 -16.876
661220.349 4738146.390 -16.576
658751.647 4746332.110 -4.618
658307.601 4745617.830 -8.077
658022.536 4746139.770 -5.374
658424.534 4746819.700 -2.831
671669.337 4734954.700 -1.000
669692.933 4735043.040 -7.230
669844.457 4734323.110 -4.783
671148.660 4734487.280 -1.000
670592.771 4734062.910 -1.300
670011.778 4733672.290 -1.000
667286.606 4735741.220 -12.050
668111.307 4735468.260 -10.576
667490.742 4735208.060 -11.353
668809.734 4735101.900 -8.461
669089.789 4734547.780 -7.093
664935.256 4736735.170 -13.476
665965.093 4735889.550 -13.376
665130.108 4735957.800 -13.282
666605.453 4735358.230 -12.776
663856.398 4736919.470 -13.476
664281.808 4736425.330 -13.476
663048.116 4736479.670 -13.476
661396.676 4737217.100 -15.239
661909.222 4736383.900 -13.476
662437.276 4736013.950 -13.476
658941.938 4743027.690 -15.776
659170.072 4742308.670 -16.359
658444.052 4743513.230 -15.114
659748.944 4741711.870 -16.676
657942.105 4744005.390 -13.562
657578.062 4744502.900 -11.042
657648.042 4745329.560 -7.400
657144.109 4744946.810 -6.867
659556.469 4740861.930 -17.176
659605.371 4739063.770 -17.376
660094.357 4738390.470 -17.076
658901.621 4740430.210 -17.476
658748.420 4739494.930 -17.476
660554.950 4737612.240 -16.576
657737.280 4746686.220 -3.030
657364.600 4745909.350 -4.416
657051.702 4746548.590 -1.631
669228.962 4733865.860 -3.833
669419.032 4733300.930 -1.000
666792.055 4734840.540 -11.030
668176.491 4734718.490 -9.256
667509.381 4734376.620 -9.169
668462.514 4734269.970 -7.356
668625.310 4733617.060 -3.342
664413.212 4735676.470 -13.297
665923.569 4735135.950 -11.047
665256.865 4735381.820 -11.657
664642.058 4735033.120 -12.776
666070.766 4734337.700 -11.676
663601.024 4736005.160 -13.376
663003.090 4735547.930 -13.476
660939.201 4736354.270 -14.318
660338.631 4736815.830 -15.890
661407.981 4735579.210 -13.655
662177.054 4735194.080 -13.476
658325.988 4742619.710 -16.176
657852.491 4743102.740 -15.569
658455.896 4741933.480 -16.676
659014.443 4741356.430 -16.976
657410.011 4743575.280 -13.921
657056.824 4744080.050 -11.176
656539.789 4744461.300 -4.732
656819.222 4745610.830 -2.226
656315.364 4745129.250 -1.000
658386.608 4740967.480 -17.202
658814.362 4738689.820 -17.476
659259.502 4738053.670 -17.420
659683.920 4737438.410 -17.019
658075.014 4740235.320 -17.476
657871.567 4739290.630 -17.476
658049.550 4738459.920 -17.476
656474.367 4746156.200 -1.000
668798.747 4732976.980 -1.000
666855.945 4734014.170 -8.314
667771.151 4733826.700 -6.267
667145.148 4733464.240 -6.422
667970.117 4733186.950 -1.000
668165.974 4732677.430 -1.000
663725.550 4735133.720 -12.678
664011.376 4734599.890 -12.776
665291.631 4734515.860 -12.476
664684.111 4734193.440 -12.476
665415.876 4733772.110 -11.814
666218.108 4733593.240 -10.148
665651.560 4733273.280 -10.904
662999.785 4734721.500 -13.152
662294.459 4734358.200 -13.476
660247.915 4735855.940 -14.567
659758.607 4736423.250 -16.135
660626.236 4735234.800 -14.016
659090.713 4737000.260 -17.362
661455.345 4734685.710 -13.476
660846.300 4734600.040 -13.676
661636.669 4733953.740 -13.476
657709.013 4742199.110 -16.642
657145.272 4742743.250 -15.617
656860.662 4743184.240 -14.147
657716.905 4741316.830 -17.295
656412.631 4743688.800 -10.530
655878.099 4744010.970 -1.000
655752.868 4744683.340 -1.000
656023.091 4745620.960 -1.000
655566.005 4745157.970 -1.000
657509.741 4740506.100 -17.476
658375.928 4737689.990 -17.476
657220.126 4739757.130 -17.476
657079.666 4738922.950 -17.487
657248.291 4738243.470 -17.576
657474.581 4737357.550 -17.576
666533.304 4733057.550 -8.264
667368.995 4732921.960 -3.780
666758.617 4732522.800 -4.897
667553.944 4732341.830 -1.000
663322.919 4734149.410 -13.076
664005.723 4733686.430 -12.614
664796.116 4733421.810 -11.941
665011.489 4732797.290 -10.564
665949.886 4732732.100 -8.358
665328.212 4732257.590 -8.836
662611.690 4733812.800 -13.476
662106.557 4733281.410 -13.476
659442.221 4735536.580 -15.338
658849.046 4736101.730 -16.897
659856.155 4734882.110 -14.376
660048.507 4734273.620 -14.092
658173.101 4736707.170 -17.476
660774.135 4733802.100 -13.645
661126.913 4733186.740 -13.477
661663.157 4732764.710 -13.477
656990.969 4741912.630 -16.833
656456.023 4742345.560 -15.929
656857.509 4741233.770 -17.476
656084.989 4743008.590 -12.078
655494.130 4743527.160 -4.567
655143.954 4744206.720 -1.754
654871.656 4743705.640 -6.438
655041.402 4744894.540 -3.203
654406.670 4745250.540 -6.789
655041.379 4745621.040 -1.000
656593.493 4740371.190 -17.576
656370.318 4739555.500 -17.576
656287.548 4738874.090 -17.676
656239.480 4738171.600 -17.676
656590.003 4737447.160 -17.676
657386.324 4736363.220 -17.576
656486.289 4736625.840 -17.776
666164.743 4732115.230 -3.865
666985.839 4731933.150 -1.000
666432.283 4731504.530 -1.000
663226.052 4733297.900 -12.952
664140.021 4732944.690 -11.920
663532.253 4732760.950 -12.134
664402.134 4732391.960 -10.498
664721.786 4731843.510 -8.776
665576.518 4731611.500 -5.524
665029.105 4731278.350 -6.786
662603.770 4732897.350 -13.208
662163.232 4732126.370 -12.312
658664.962 4735161.400 -16.096
658052.188 4735720.760 -17.298
659129.717 4734612.190 -14.832
659199.234 4733774.310 -14.277
660045.086 4733342.720 -13.877
660473.605 4732839.010 -13.577
660921.947 4732341.870 -13.477
661406.372 4731764.360 -13.233
656093.770 4741654.060 -16.991
655508.699 4742288.870 -14.635
656077.395 4740985.660 -17.476
655143.519 4742956.690 -7.861
654427.229 4743224.190 -13.893
654464.755 4744521.980 -8.008
654282.248 4743957.830 -11.695
654042.505 4745785.920 -6.998
654548.861 4746118.530 -1.000
653748.786 4744952.570 -10.553
653391.791 4745517.110 -11.766
653657.748 4744339.780 -13.463
655723.667 4740225.870 -17.576
655575.976 4739549.130 -17.676
655374.706 4738804.770 -17.776
655467.645 4737941.290 -17.876
655857.619 4737219.300 -17.875
656707.714 4735724.580 -17.676
657417.849 4735281.050 -17.577
655826.352 4735993.190 -17.876
655443.545 4736748.990 -17.976
665869.516 4731088.570 -1.000
663063.324 4732220.490 -11.622
663710.767 4731994.470 -10.439
664182.057 4731430.130 -8.456
664422.692 4730869.310 -6.088
665290.386 4730695.200 -1.741
664707.177 4730307.940 -1.079
662135.491 4731261.390 -11.638
661572.362 4731179.370 -12.402
662900.227 4731623.770 -10.988
657856.239 4734735.020 -16.459
658319.507 4734209.440 -15.418
658489.228 4733356.750 -14.408
659298.822 4732924.530 -14.055
658622.411 4732625.740 -14.177
659734.231 4732430.470 -13.777
660402.797 4731982.130 -13.577
660675.354 4731403.380 -13.377
660869.287 4730858.300 -12.813
655218.393 4741640.770 -16.884
655371.470 4740961.430 -17.476
654683.204 4742386.520 -8.055
654444.907 4741874.300 -15.447
654139.367 4742698.450 -16.310
653639.532 4743569.530 -14.962
653461.181 4742944.830 -16.888
654025.663 4746578.840 -1.550
653369.041 4746222.760 -5.146
653025.579 4744942.790 -13.428
653037.780 4744219.960 -12.656
652712.245 4745817.930 -10.654
652301.585 4745309.400 -11.735
652726.226 4743526.460 -15.743
654867.788 4740260.940 -17.576
654677.595 4739587.740 -17.688
654501.915 4738906.310 -17.876
654441.553 4738205.690 -17.976
654686.322 4737347.160 -18.076
656588.757 4734916.950 -17.577
655767.703 4735095.370 -17.877
657105.517 4734279.370 -16.800
654988.542 4735674.860 -18.277
654665.611 4736478.260 -18.176
654958.822 4734758.870 -18.435
663470.875 4731251.640 -9.509
663771.399 4730585.740 -6.083
664088.362 4729995.210 -1.000
662142.060 4730588.550 -9.936
661501.228 4730411.260 -10.752
662830.689 4730879.140 -9.510
657593.156 4733757.130 -15.527
657772.602 4732879.010 -14.541
658931.856 4732012.680 -13.977
657734.956 4732004.500 -14.200
658270.019 4731536.070 -13.977
659687.075 4731622.800 -13.677
660015.556 4731133.560 -13.503
660187.354 4730469.600 -12.881
660783.251 4730006.720 -11.020
654538.701 4741080.470 -17.069
653538.390 4742158.280 -17.468
653607.157 4741291.160 -17.476
652740.287 4742570.550 -17.290
652030.396 4742986.790 -17.109
653411.556 4746915.010 -3.975
652692.370 4746621.310 -2.739
652356.226 4744461.060 -13.496
652091.473 4743922.410 -14.476
652017.603 4746173.740 -5.913
651703.971 4745700.810 -10.216
651687.221 4744833.130 -12.232
651187.652 4745210.380 -12.201
651540.048 4743445.060 -16.358
654006.542 4740420.780 -17.576
653817.737 4739751.220 -17.776
653653.532 4739030.140 -17.976
653747.178 4738158.070 -18.176
653891.173 4737336.150 -18.276
653696.936 4736548.830 -18.376
655936.852 4734273.080 -17.594
656389.383 4733638.890 -16.797
655287.535 4733848.310 -17.783
656967.886 4733236.590 -15.514
654052.178 4735758.740 -18.477
654185.906 4734965.110 -18.477
654338.560 4733998.830 -18.477
663102.597 4730353.840 -6.170
663417.401 4729795.340 -1.000
662418.155 4730098.250 -5.729
661731.678 4729824.040 -5.860
661094.932 4729518.340 -3.456
656976.998 4732455.510 -14.706
659036.853 4731173.130 -13.770
657191.432 4731433.280 -14.096
656510.280 4731777.990 -14.460
657614.549 4730981.540 -13.877
658386.234 4730658.670 -13.703
659344.244 4730604.340 -13.577
660150.460 4729613.390 -10.616
659521.358 4729915.920 -12.936
660462.214 4729139.730 -2.881
652952.401 4741672.630 -17.476
652189.945 4742051.340 -17.029
653142.991 4740710.030 -17.676
652466.104 4741108.180 -17.682
651604.080 4742516.740 -16.726
650848.974 4742943.450 -16.695
652796.497 4747249.400 -1.000
652049.838 4746956.300 -1.189
652173.849 4747569.180 -1.000
651365.939 4744293.520 -14.242
651339.161 4746483.090 -6.281
651403.406 4747274.330 -4.476
650994.278 4745859.930 -10.777
650646.030 4744750.000 -15.053
650244.844 4745323.580 -14.487
650638.213 4743658.020 -16.476
652943.160 4740043.550 -17.876
652687.650 4739369.470 -18.113
652600.052 4738500.610 -18.376
652977.464 4737587.970 -18.476
652856.030 4736901.640 -18.476
652794.757 4735951.080 -18.576
653309.677 4735338.510 -18.577
655583.698 4733176.270 -17.113
656136.916 4732637.570 -15.871
654564.886 4733089.920 -17.977
655031.321 4732521.090 -17.202
653495.429 4734343.310 -18.676
653564.740 4733308.910 -18.677
662749.017 4729587.310 -1.000
662097.267 4729335.170 -1.000
661465.717 4729033.050 -1.000
660854.359 4728695.840 -1.000
658740.076 4730184.770 -13.577
656467.814 4730880.330 -13.917
657027.851 4730393.180 -13.777
655535.032 4731980.910 -16.033
655851.514 4731105.240 -14.245
657803.863 4730054.320 -13.577
658204.225 4729626.780 -13.320
658967.690 4729493.760 -12.799
659508.548 4729068.710 -9.744
659938.666 4728683.120 -2.487
660326.964 4728244.930 -1.000
651609.101 4741531.770 -17.776
650965.452 4741970.630 -18.004
652156.570 4740426.400 -17.976
651335.367 4740877.020 -18.148
650165.757 4742527.640 -17.939
649879.800 4743280.030 -16.695
651537.658 4747861.410 -1.000
649898.462 4744181.250 -16.476
650737.951 4746785.550 -5.376
650738.300 4747490.770 -5.871
650228.916 4746215.030 -10.405
650892.798 4748125.580 -2.595
649654.423 4744778.750 -15.247
649457.726 4745483.880 -13.375
649625.647 4746111.320 -10.945
651890.865 4739748.620 -18.176
651707.636 4738929.880 -18.376
652053.322 4737897.630 -18.476
651300.961 4738240.340 -18.476
651995.353 4737091.590 -18.476
651989.603 4736342.050 -18.676
652219.099 4735226.460 -18.976
651496.542 4735635.070 -19.081
652598.122 4734639.890 -18.977
653933.152 4732365.170 -18.477
654428.257 4731828.500 -17.322
654938.185 4731283.290 -16.292
652808.803 4733661.860 -19.021
652935.974 4732546.190 -18.971
652278.273 4732951.210 -19.477
656174.166 4730105.940 -13.477
655306.263 4730379.810 -13.405
657224.027 4729621.650 -13.577
656494.524 4729573.800 -13.577
657679.372 4729020.670 -13.340
658565.821 4728889.550 -10.538
658084.936 4728259.630 -10.817
659037.069 4728556.030 -6.293
659478.772 4728161.190 -1.000
659875.845 4727709.560 -1.000
650582.564 4741280.050 -18.476
649780.165 4741568.250 -18.476
651117.177 4740081.910 -18.276
650346.686 4740485.110 -18.476
649338.096 4742431.200 -18.341
649093.417 4743225.010 -17.077
649090.333 4743909.400 -16.476
648942.553 4744639.790 -15.613
649986.095 4746875.830 -6.774
650175.902 4747526.230 -6.108
650203.665 4748188.570 -2.250
649273.611 4746668.430 -6.476
648674.640 4745259.100 -13.400
648759.860 4745935.810 -10.102
648441.551 4746615.140 -6.370
650794.688 4739351.770 -18.390
650427.705 4738624.470 -18.527
651092.358 4737421.850 -18.642
650029.603 4737758.830 -18.876
650982.335 4736474.270 -18.993
651487.874 4734696.760 -19.376
651863.007 4733894.190 -19.477
650343.305 4735769.170 -19.476
650564.965 4734957.680 -19.476
653223.443 4731569.320 -18.577
653884.190 4731099.420 -17.468
654391.002 4730552.820 -16.241
652343.792 4731757.940 -19.176
651706.444 4732132.610 -19.577
651232.251 4732858.850 -19.654
655487.671 4729486.430 -13.518
656039.760 4728985.490 -13.677
654669.783 4729579.770 -14.607
654029.684 4729829.680 -15.922
656852.923 4728842.420 -13.577
657241.939 4728197.070 -13.577
658605.584 4727920.490 -6.926
657691.848 4727566.810 -11.826
658228.405 4727369.870 -8.836
659058.927 4727550.520 -2.506
659473.580 4727141.120 -1.000
649566.986 4740858.280 -18.476
648915.683 4741671.030 -18.476
648677.480 4740895.550 -18.676
649960.653 4739703.590 -18.576
649197.889 4740039.910 -18.676
648322.561 4742473.850 -18.476
648158.483 4743237.400 -17.306
648240.756 4743854.220 -16.476
648229.282 4744508.500 -15.708
647954.794 4745250.350 -11.364
649465.047 4747437.510 -4.583
649518.369 4748045.370 -1.000
648760.550 4747307.900 -2.484
647979.558 4745849.960 -7.311
647678.957 4746539.450 -7.068
648037.733 4747230.970 -2.561
649587.922 4738981.370 -18.776
649204.300 4738247.670 -19.076
650201.494 4736924.920 -19.076
649051.630 4737243.870 -19.276
649639.938 4736444.820 -19.376
650765.884 4733935.090 -19.576
649417.347 4735320.000 -19.576
649999.704 4734414.200 -19.664
652831.800 4730796.200 -18.480
651920.043 4730988.370 -19.343
653364.098 4730280.860 -17.385
651140.059 4731461.200 -19.737
650554.219 4732122.160 -19.876
650199.093 4733155.730 -19.776
655063.930 4728720.480 -14.179
654352.476 4728863.200 -14.916
655648.000 4728118.800 -13.977
656428.909 4728134.340 -13.777
653594.636 4729010.260 -15.767
652901.992 4729457.870 -17.155
656888.933 4727479.120 -13.288
658698.003 4726914.700 -2.323
657372.330 4726888.600 -9.750
657928.554 4726607.730 -6.201
658449.473 4726134.980 -1.000
659186.609 4726504.870 -1.000
647974.983 4741588.960 -18.476
647602.859 4740771.020 -18.942
648145.293 4739972.210 -18.976
648601.878 4739266.430 -18.976
647407.566 4742406.490 -18.476
647356.836 4743118.520 -17.101
647354.837 4743813.360 -15.386
647415.317 4744487.090 -14.091
647099.695 4745261.810 -8.437
647189.081 4745824.300 -7.771
648831.450 4747911.400 -1.387
648137.546 4747819.600 -1.000
646920.697 4746519.940 -6.263
647315.695 4747176.840 -3.898
647440.411 4747755.270 -1.000
648261.570 4738282.140 -19.276
648175.556 4737452.970 -19.476
648681.409 4736412.220 -19.576
647796.557 4736517.910 -19.676
648388.877 4735542.930 -19.708
649421.646 4733509.670 -19.876
649114.031 4734488.630 -19.776
648312.727 4734742.030 -19.876
652204.421 4729998.840 -18.525
651333.703 4730071.730 -19.577
650650.357 4730421.660 -19.977
650127.174 4731271.300 -20.176
649599.727 4732291.860 -20.076
649169.905 4731429.750 -20.376
648995.151 4732753.280 -20.076
654747.894 4727811.040 -14.477
654103.977 4728132.190 -15.004
653206.235 4728133.560 -15.718
