Variable Name,Min Date,Max Date,Number of Samples
TOTAL_PHOSPHORUS,16/05/2013 00:00:00,10/10/2013 00:00:00,12.000
CHLOROPHYLL_A,16/05/2013 00:00:00,10/10/2013 00:00:00,12.000
