ID,BIV_num
1,10972.2
2,11008.0
3,12849.7
4,12904.0
5,13038.8
6,12681.9
7,12078.2
8,12440.9
9,13249.4
10,10331.9
11,11693.0
12,11514.2
13,10226.7
14,12028.3
15,12048.1
16,11194.5
17,11286.3
18,11770.9
19,11945.9
20,13011.8
21,12220.6
22,10195.1
23,10448.4
24,9967.6
25,10726.9
26,10322.5
27,10004.1
28,9865.8
29,10862.2
30,11052.3
31,11436.6
32,11651.6
33,12593.9
34,10315.3
35,10994.0
36,7978.3
37,10064.0
38,10477.3
39,9759.0
40,10575.0
41,10653.6
42,11062.2
43,9460.1
44,10211.1
45,9651.0
46,9925.7
47,10895.6
48,11560.1
49,11805.4
50,8944.9
51,8123.9
52,6842.8
53,5425.0
54,9085.9
55,10640.0
56,10272.7
57,10839.5
58,9275.5
59,10928.1
60,8744.2
61,10243.6
62,8985.6
63,10106.6
64,8565.0
65,8843.5
66,8348.1
67,7784.5
68,8661.6
69,7274.6
70,11213.9
71,12367.7
72,13461.6
73,5014.3
74,5698.9
75,7606.3
76,5165.0
77,11514.4
78,14729.6
79,15940.4
80,9131.3
81,7075.0
82,7119.5
83,11004.8
84,5728.3
85,5243.6
86,6568.9
87,9990.1
88,8754.0
89,8379.2
90,8566.6
91,7800.2
92,8139.8
93,8193.8
94,4887.9
95,4380.9
96,7176.9
97,4924.0
98,4534.0
99,4477.4
100,4658.0
101,10268.2
102,4872.4
103,4912.4
104,4653.3
105,4520.8
106,15873.2
107,15510.4
108,4779.8
109,4575.5
110,4171.4
111,4554.0
112,4606.9
113,5323.7
114,9429.1
115,9053.9
116,9857.1
117,7754.7
118,8114.1
119,7819.0
120,8839.8
121,9911.9
122,8056.7
123,9374.1
124,4251.0
125,5026.7
126,4670.2
127,4622.8
128,4656.2
129,5622.9
130,4280.7
131,4191.4
132,6816.9
133,14971.2
134,4600.1
135,4350.7
136,4576.5
137,4168.1
138,15209.5
139,4655.0
140,4852.6
141,4885.2
142,4964.9
143,4717.0
144,5181.3
145,10632.5
146,10240.3
147,6310.7
148,8241.3
149,8400.7
150,9295.3
151,7632.3
152,7716.6
153,8884.8
154,10956.1
155,11098.3
156,4565.1
157,4859.0
158,4816.4
159,4156.6
160,4867.6
161,4062.3
162,4035.6
163,4068.5
164,5688.3
165,11657.0
166,13098.7
167,15346.5
168,4441.8
169,4269.9
170,4681.0
171,5040.7
172,5075.7
173,4657.2
174,5221.0
175,11506.4
176,11489.2
177,6818.1
178,4851.2
179,9045.6
180,8028.9
181,9151.3
182,8562.9
183,9372.9
184,8006.9
185,11206.8
186,11554.8
187,9696.3
188,10512.0
189,4584.5
190,4612.3
191,4258.6
192,4238.9
193,4106.7
194,4496.8
195,5002.7
196,4075.5
197,3889.2
198,4551.9
199,4354.3
200,4171.0
201,11092.9
202,16903.1
203,15307.9
204,4551.5
205,4937.0
206,5391.1
207,5296.8
208,5150.8
209,5084.7
210,5190.3
211,5270.1
212,11759.6
213,11769.1
214,8839.1
215,5425.0
216,5214.8
217,8847.7
218,8161.0
219,8676.7
220,8249.6
221,8354.5
222,5478.4
223,10880.7
224,11102.2
225,11267.8
226,8951.7
227,10637.8
228,4322.7
229,4221.1
230,4180.8
231,4019.9
232,9940.6
233,3909.3
234,4180.4
235,4482.8
236,4931.0
237,4409.3
238,8048.1
239,4249.7
240,5867.5
241,4995.7
242,4719.9
243,13785.4
244,5224.3
245,5266.8
246,5105.0
247,5058.7
248,5061.2
249,5148.7
250,8929.9
251,4262.3
252,4623.5
253,4154.2
254,7130.1
255,6920.7
256,7388.3
257,8266.3
258,3977.5
259,10058.9
260,9859.9
261,8477.8
262,8923.9
263,4933.8
264,9165.2
265,4333.1
266,3899.9
267,4021.1
268,4147.6
269,10912.2
270,4095.1
271,6092.1
272,4334.5
273,4731.4
274,5026.6
275,6107.9
276,4655.1
277,11364.1
278,4651.9
279,4528.1
280,4740.8
281,4960.2
282,4927.9
283,4983.5
284,4779.0
285,4753.1
286,4841.7
287,4928.5
288,3812.3
289,3765.2
290,4274.1
291,3440.6
292,3740.2
293,7108.7
294,6199.9
295,6881.6
296,6994.1
297,5146.3
298,7321.0
299,5483.2
300,7191.6
301,4097.7
302,4481.3
303,3709.1
304,3443.8
305,3244.6
306,6478.0
307,7825.0
308,4692.1
309,5196.4
310,3781.2
311,3969.7
312,4147.3
313,4221.6
314,4531.2
315,3718.4
316,3675.9
317,4027.2
318,3520.0
319,3522.5
320,3621.3
321,6281.7
322,6893.3
323,8593.8
324,4425.1
325,4111.2
326,4779.6
327,4633.3
328,4374.5
329,4594.6
330,4688.8
331,3188.1
332,4190.8
333,3085.6
334,3189.3
335,3641.2
336,7216.6
337,6232.2
338,5582.2
339,6897.3
340,4337.1
341,3531.3
342,3641.1
343,3676.6
344,6505.4
345,3271.5
346,2953.5
347,2908.7
348,6502.6
349,7519.8
350,5558.2
351,5227.1
352,5623.2
353,4688.8
354,4935.2
355,5401.8
356,6270.1
357,9049.8
358,3767.6
359,4020.3
360,4202.7
361,4563.2
362,3761.5
363,3540.7
364,4036.9
365,3472.6
366,3428.4
367,3481.2
368,3541.1
369,3689.3
370,4185.9
371,4547.9
372,4365.3
373,4308.4
374,4168.5
375,4429.8
376,4434.2
377,4144.0
378,2962.7
379,3254.9
380,3803.4
381,7137.0
382,6425.8
383,6344.0
384,3941.0
385,3476.7
386,5319.0
387,3389.6
388,3171.7
389,7477.1
390,2862.2
391,2787.0
392,2662.2
393,2705.4
394,2564.7
395,2621.0
396,2807.5
397,5858.3
398,6055.0
399,5413.8
400,6800.4
401,5490.6
402,4286.5
403,4960.8
404,5077.7
405,4886.2
406,4112.3
407,3331.5
408,3991.1
409,4325.8
410,4619.8
411,5096.6
412,4664.0
413,3823.0
414,3650.1
415,3534.3
416,3421.0
417,3507.2
418,3662.3
419,3942.5
420,4435.9
421,4461.9
422,4512.0
423,4607.6
424,4220.0
425,4319.7
426,4256.7
427,4221.6
428,4357.4
429,4069.9
430,2965.6
431,3461.1
432,3832.7
433,5385.3
434,4660.7
435,3634.8
436,3165.4
437,2963.0
438,3089.8
439,7463.9
440,2799.7
441,6554.5
442,2556.5
443,2512.2
444,2351.3
445,2342.1
446,2035.7
447,2393.1
448,2681.4
449,5693.7
450,5334.5
451,5257.7
452,4344.6
453,4043.8
454,3706.5
455,4254.8
456,5011.4
457,5217.6
458,4391.3
459,6518.9
460,5605.6
461,4233.3
462,3845.4
463,3530.8
464,3418.9
465,3630.3
466,4073.6
467,4452.5
468,4574.1
469,4708.2
470,4513.8
471,4617.9
472,4096.2
473,4234.8
474,3871.9
475,3973.7
476,3158.0
477,3633.3
478,3708.1
479,4542.1
480,2852.0
481,7322.7
482,2626.7
483,2459.4
484,6277.9
485,7159.8
486,4947.2
487,4764.4
488,2256.8
489,2179.0
490,1987.9
491,1936.9
492,2115.6
493,1896.0
494,1836.8
495,2442.7
496,2862.7
497,5379.3
498,5288.2
499,4804.2
500,4708.7
501,5414.9
502,5491.1
503,3979.5
504,3531.0
505,3500.7
506,3488.2
507,3411.4
508,3653.8
509,4642.7
510,4293.0
511,4040.9
512,4319.7
513,4032.9
514,3593.1
515,4016.9
516,4120.5
517,3820.8
518,3035.2
519,3495.5
520,3471.8
521,3541.5
522,3672.3
523,6678.0
524,4039.8
525,2288.0
526,6981.3
527,2165.6
528,5803.3
529,4656.7
530,4638.1
531,4124.1
532,1950.5
533,1815.5
534,1914.5
535,2164.9
536,1788.9
537,1762.8
538,1702.9
539,1713.5
540,2464.0
541,3247.9
542,5214.0
543,3114.2
544,3332.4
545,3670.2
546,3680.6
547,4335.9
548,4254.1
549,3931.8
550,3899.5
551,3792.6
552,3926.7
553,3851.5
554,3704.2
555,3361.1
556,3233.0
557,3776.4
558,3660.7
559,3669.4
560,3057.5
561,3357.7
562,2333.0
563,3353.2
564,3463.7
565,3494.0
566,5985.0
567,4952.7
568,6509.7
569,4995.2
570,2555.2
571,5798.6
572,4438.7
573,2368.2
574,1989.1
575,1589.8
576,2456.9
577,1738.7
578,1849.8
579,1891.2
580,1657.0
581,1609.7
582,1622.0
583,3121.5
584,4643.5
585,4469.6
586,4172.7
587,3665.2
588,3702.8
589,3677.4
590,3617.0
591,3290.2
592,3048.1
593,2853.0
594,3698.8
595,3552.1
596,2698.3
597,3149.0
598,2139.1
599,3226.7
600,1741.9
601,1810.0
602,3332.5
603,3235.8
604,3313.7
605,3405.0
606,5397.6
607,4572.6
608,6038.1
609,5742.6
610,3948.1
611,4257.8
612,1764.7
613,3819.8
614,2191.0
615,2331.3
616,3183.3
617,3973.9
618,3017.5
619,1628.5
620,2368.1
621,1637.6
622,1460.2
623,1467.5
624,1459.2
625,1572.0
626,3570.1
627,4549.1
628,4678.0
629,3679.9
630,3659.0
631,3466.8
632,3530.1
633,3096.2
634,2775.3
635,3622.9
636,3037.2
637,3633.3
638,3435.5
639,2236.7
640,2836.0
641,1702.2
