DEPTH,SAL,TEMP,SSOL1,SSOL2,DO,pH,DIC,POC,DOC,PO4,POP,DOP,PIP,NH4,NO3,PON,DON,PIN,SiO2,CHLOR,FDIAT,CYANO,CRYPT,MDIAT,IP_CHL,IP_FDI,IP_CYA,IP_CRY,IP_MDI,IN_CHL,IN_FDI,IN_CYA,IN_CRY,IN_MDI
 0.00000,   0.050,  10.840,   7.000,   0.000, 179.219,   8.170,1746.667,  28.333, 208.333,   0.117,   0.228,   0.117,   0.228,   3.663,  61.048,   2.442,   6.715,   0.071,  15.645,  11.083,  36.917,  11.083,  51.667, 258.333,   0.004,   0.007,   0.002,   0.010,   0.050,   0.086,   0.126,   0.038,   0.177,   0.886
 5.00000,   0.050,  10.630,   7.000,   0.000, 179.219,   8.170,1746.667,  28.333, 208.333,   0.117,   0.228,   0.117,   0.228,   3.663,  61.048,   2.442,   6.715,   0.071,  15.645,  11.083,  36.917,  11.083,  51.667, 258.333,   0.004,   0.007,   0.002,   0.010,   0.050,   0.086,   0.126,   0.038,   0.177,   0.886
 7.00000,   0.050,   9.750,   7.000,   0.000, 179.219,   8.170,1746.667,  28.333, 208.333,   0.117,   0.228,   0.117,   0.228,   3.663,  61.048,   2.442,   6.715,   0.071,  15.645,  11.083,  36.917,  11.083,  51.667, 258.333,   0.004,   0.007,   0.002,   0.010,   0.050,   0.086,   0.126,   0.038,   0.177,   0.886
