TIME,PT_1_TEMP [degrees celsius],PT_2_TEMP [degrees celsius],PT_3_TEMP [degrees celsius],PT_4_TEMP [degrees celsius],PT_5_TEMP [degrees celsius],PT_6_TEMP [degrees celsius],PT_7_TEMP [degrees celsius],PT_8_TEMP [degrees celsius],PT_9_TEMP [degrees celsius],PT_10_TEMP [degrees celsius],PT_11_TEMP [degrees celsius],PT_12_TEMP [degrees celsius],PT_13_TEMP [degrees celsius],PT_14_TEMP [degrees celsius],PT_15_TEMP [degrees celsius],PT_16_TEMP [degrees celsius],PT_17_TEMP [degrees celsius],PT_18_TEMP [degrees celsius],PT_19_TEMP [degrees celsius],PT_20_TEMP [degrees celsius]
07/05/2013 00:00:00,  0.1532000E+01,  0.1251000E+01,  0.1101000E+01,  0.1065000E+01,  0.1007000E+01,  0.2053000E+01,  0.1058000E+01,  0.1160000E+01,  0.2262000E+01,  0.1513000E+01,  0.1360000E+01,  0.1173000E+01,  0.1095000E+01,  0.9719999E+00,  0.6614000E+01,  0.3368000E+01,  0.4584001E+01,  0.5715000E+01,  0.2463000E+01,  0.2478000E+01
