ISOTime,Flow,Salt,Temp,SSOL1,SSOL2,DO,PO4,DOP,POP,PIP,NH4,NO3,DON,PON,DOC,POC,SiO2,CYANO,CHLOR,CRYPTO,FDIAT,MDIAT
29/01/2088 19:59:00,10.80000,   0.283,   3.950,   9.500,   0.000, 205.313,   2.935,   0.210,   1.171,   0.968,   1.429, 227.857,  39.286,  16.429, 166.667,  16.667,  90.833,   1.667,   0.000,  11.667,   8.333,  60.000
30/01/2088 19:59:00,11.10000,   0.283,   0.570,  34.800,   0.000, 224.531,   2.323,   0.168,   1.500,   1.323,   1.429, 235.714,  40.714,  17.857, 166.667,  16.667,  79.833,   1.667,   0.000,  11.667,   8.333,  60.000
31/01/2088 04:00:00,29.90000,   0.283,   0.100, 349.500,   0.000, 227.344,   1.032,   0.074,   3.297,   3.226,   1.429, 162.857,  37.143,  15.714, 166.667,  16.667,  82.833,   1.667,   0.000,  11.667,   8.333,  60.000
31/01/2088 12:00:00,43.00000,   0.283,   0.100, 377.400,   0.000, 227.344,   2.129,   0.152,   4.406,   4.258,   1.429, 159.286,  31.429,  13.571, 166.667,  16.667, 107.000,   1.667,   0.000,  11.667,   8.333,  60.000
31/01/2088 19:59:00,37.50000,   0.283,   0.100, 158.400,   0.000, 227.344,   2.226,   0.161,   4.648,   4.484,   1.429, 135.714,  32.857,  14.286, 166.667,  16.667, 105.333,   1.667,   0.000,  11.667,   8.333,  60.000
01/02/2088 04:00:00,39.70000,   0.283,   0.100, 151.200,   0.000, 227.344,   2.000,   0.142,   2.974,   2.839,   1.429, 119.286,  21.429,   9.286, 166.667,  16.667, 114.167,   1.667,   0.000,  11.667,   8.333,  60.000
01/02/2088 12:00:00,80.90000,   0.283,   0.100, 667.300,   0.000, 227.344,   0.710,   0.052,   4.342,   4.290,   1.429,  98.571,  31.429,  13.571, 166.667,  16.667, 105.667,   1.667,   0.000,  11.667,   8.333,  60.000
01/02/2088 19:59:00,72.50000,   0.283,   0.100, 359.000,   0.000, 227.344,   0.839,   0.058,   5.497,   5.452,   1.429,  90.000,  25.714,  11.429, 166.667,  16.667, 109.333,   1.667,   0.000,  11.667,   8.333,  60.000
02/02/2088 04:00:00,126.20000,   0.283,   0.220,1035.500,   0.000, 226.563,   0.774,   0.055,  11.726,  11.677,   1.429,  75.714,  32.857,  14.286, 166.667,  16.667, 105.667,   1.667,   0.000,  11.667,   8.333,  60.000
02/02/2088 12:00:00,146.90000,   0.283,   1.870, 955.600,   0.000, 216.875,   0.452,   0.032,  10.858,  10.839,   1.429,  73.571,  32.143,  13.571, 166.667,  16.667, 106.000,   1.667,   0.000,  11.667,   8.333,  60.000
02/02/2088 19:59:00,102.10000,   0.283,   0.100, 571.600,   0.000, 227.344,   0.710,   0.048,   8.435,   8.387,   1.429,  78.571,  25.714,  10.714, 166.667,  16.667, 111.833,   1.667,   0.000,  11.667,   8.333,  60.000
03/02/2088 04:00:00,74.70000,   0.283,   0.100, 404.100,   0.000, 227.344,   0.806,   0.058,   4.923,   4.871,   1.429,  79.286,  23.571,  10.000, 166.667,  16.667, 106.833,   1.667,   0.000,  11.667,   8.333,  60.000
03/02/2088 12:00:00,65.90000,   0.283,   0.100, 264.700,   0.000, 227.344,   0.935,   0.068,   3.206,   3.129,   1.429,  94.286,  22.143,   9.286, 166.667,  16.667, 112.500,   1.667,   0.000,  11.667,   8.333,  60.000
03/02/2088 19:59:00,59.10000,   0.283,   0.100, 223.800,   0.000, 227.344,   0.871,   0.065,   3.271,   3.194,   1.429,  90.000,  20.714,   8.571, 166.667,  16.667, 115.167,   1.667,   0.000,  11.667,   8.333,  60.000
04/02/2088 04:00:00,52.00000,   0.283,   0.100, 248.600,   0.000, 227.344,   0.903,   0.065,   3.352,   3.290,   1.429,  94.286,  24.286,  10.714, 166.667,  16.667, 116.333,   1.667,   0.000,  11.667,   8.333,  60.000
04/02/2088 12:00:00,43.80000,   0.283,   0.100, 157.700,   0.000, 227.344,   1.452,   0.103,   3.506,   3.387,   1.429, 105.000,  20.714,   9.286, 166.667,  16.667, 118.167,   1.667,   0.000,  11.667,   8.333,  60.000
04/02/2088 19:59:00,40.00000,   0.283,   0.100, 146.300,   0.000, 227.344,   1.290,   0.094,   1.855,   1.774,   1.429,  97.857,  20.000,   8.571, 166.667,  16.667, 120.500,   1.667,   0.000,  11.667,   8.333,  60.000
05/02/2088 19:59:00,36.00000,   0.283,   0.100,  89.200,   0.000, 227.344,   1.452,   0.106,   1.642,   1.548,   1.429, 105.000,  21.429,   9.286, 166.667,  16.667, 121.167,   1.667,   0.000,  11.667,   8.333,  60.000
06/02/2088 19:59:00,31.60000,   0.283,   0.100,  75.800,   0.000, 227.344,   1.581,   0.113,   1.684,   1.581,   1.429, 121.429,  23.571,  10.000, 166.667,  16.667, 116.167,   1.667,   0.000,  11.667,   8.333,  60.000
07/02/2088 19:59:00,26.60000,   0.283,   1.670,  89.400,   0.000, 217.969,   1.839,   0.132,   1.510,   1.387,   1.429, 122.857,  24.286,  10.714, 166.667,  16.667, 120.500,   1.667,   0.000,  11.667,   8.333,  60.000
08/02/2088 19:59:00,22.70000,   0.283,   0.740,  68.900,   0.000, 223.438,   1.774,   0.126,   1.335,   1.194,   1.429, 146.429,  27.143,  11.429, 166.667,  16.667, 118.667,   1.667,   0.000,  11.667,   8.333,  60.000
09/02/2088 19:59:00,20.90000,   0.283,   2.150,  63.400,   0.000, 215.156,   1.613,   0.116,   1.339,   1.226,   1.429, 147.857,  27.143,  11.429, 166.667,  16.667, 114.333,   1.667,   0.000,  11.667,   8.333,  60.000
10/02/2088 19:59:00,18.00000,   0.283,   1.570,  41.600,   0.000, 218.594,   1.548,   0.110,   1.200,   1.097,   1.429, 149.286,  27.857,  12.143, 166.667,  16.667, 111.167,   1.667,   0.000,  11.667,   8.333,  60.000
11/02/2088 12:00:00,16.90000,   0.283,   1.920,  33.600,   0.000, 216.563,   1.516,   0.110,   1.197,   1.097,   1.429, 158.571,  30.000,  12.857, 166.667,  16.667, 112.000,   1.667,   0.000,  11.667,   8.333,  60.000
11/02/2088 19:59:00,16.80000,   0.283,   3.640,  34.100,   0.000, 206.875,   1.419,   0.103,   1.152,   1.065,   1.429, 154.286,  28.571,  12.143, 166.667,  16.667, 105.333,   1.667,   0.000,  11.667,   8.333,  60.000
12/02/2088 19:59:00,28.00000,   0.283,   0.100,  76.700,   0.000, 227.344,   1.968,   0.142,   1.987,   1.839,   1.429, 133.571,  27.143,  11.429, 166.667,  16.667,  94.167,   1.667,   0.000,  11.667,   8.333,  60.000
13/02/2088 19:59:00,23.50000,   0.283,   2.320,  47.700,   0.000, 214.219,   1.774,   0.129,   1.294,   1.161,   1.429, 140.714,  27.143,  11.429, 166.667,  16.667, 105.000,   1.667,   0.000,  11.667,   8.333,  60.000
14/02/2088 19:59:00,21.10000,   0.283,   0.100,  22.400,   0.000, 227.344,   1.645,   0.119,   1.026,   0.903,   1.429, 140.714,  27.143,  11.429, 166.667,  16.667, 104.167,   1.667,   0.000,  11.667,   8.333,  60.000
15/02/2088 19:59:00,18.90000,   0.283,   2.310,  19.300,   0.000, 214.219,   2.290,   0.165,   1.100,   0.935,   1.429, 163.571,  30.000,  12.857, 166.667,  16.667, 105.500,   1.667,   0.000,  11.667,   8.333,  60.000
16/02/2088 19:59:00,16.90000,   0.283,   3.740,  22.000,   0.000, 206.406,   2.290,   0.165,   1.119,   0.968,   1.429, 150.714,  28.571,  12.143, 166.667,  16.667, 100.833,   1.667,   0.000,  11.667,   8.333,  60.000
17/02/2088 19:59:00,16.70000,   0.283,   1.880,  19.800,   0.000, 216.719,   1.774,   0.129,   1.048,   0.935,   1.429, 147.143,  27.143,  11.429, 166.667,  16.667,  91.000,   1.667,   0.000,  11.667,   8.333,  60.000
18/02/2088 12:00:00,17.80000,   0.283,   0.100,  14.600,   0.000, 227.344,   2.355,   0.168,   1.310,   1.129,   1.429, 155.714,  31.429,  13.571, 166.667,  16.667,  92.833,   1.667,   0.000,  11.667,   8.333,  60.000
18/02/2088 19:59:00,17.00000,   0.283,   0.100,  14.700,   0.000, 227.344,   1.806,   0.129,   1.077,   0.935,   1.429, 170.000,  28.571,  12.143, 166.667,  16.667, 110.333,   1.667,   0.000,  11.667,   8.333,  60.000
19/02/2088 19:59:00,15.60000,   0.283,   1.930,  22.900,   0.000, 216.406,   1.452,   0.103,   1.071,   0.968,   1.429, 180.714,  30.714,  13.571, 166.667,  16.667, 111.167,   1.667,   0.000,  11.667,   8.333,  60.000
20/02/2088 19:59:00,14.90000,   0.283,   3.230,  21.800,   0.000, 209.219,   1.806,   0.129,   1.103,   0.968,   1.429, 187.857,  32.857,  14.286, 166.667,  16.667, 112.167,   1.667,   0.000,  11.667,   8.333,  60.000
21/02/2088 19:59:00,18.30000,   0.283,   6.340,  29.900,   0.000, 193.125,   1.677,   0.123,   1.310,   1.194,   1.429, 167.857,  30.000,  12.857, 166.667,  16.667,  98.667,   1.667,   0.000,  11.667,   8.333,  60.000
22/02/2088 19:59:00,24.80000,   0.283,   2.270,  45.000,   0.000, 214.531,   1.839,   0.132,   1.300,   1.161,   1.429, 155.714,  28.571,  12.143, 166.667,  16.667, 110.500,   1.667,   0.000,  11.667,   8.333,  60.000
23/02/2088 19:59:00,21.60000,   0.283,   0.960,  21.900,   0.000, 222.188,   1.548,   0.113,   0.984,   0.871,   1.429, 136.429,  25.000,  10.714, 166.667,  16.667, 114.833,   1.667,   0.000,  11.667,   8.333,  60.000
24/02/2088 19:59:00,19.20000,   0.283,   0.100,  20.500,   0.000, 227.344,   1.774,   0.126,   1.126,   1.000,   1.429, 137.857,  25.714,  10.714, 166.667,  16.667, 113.667,   1.667,   0.000,  11.667,   8.333,  60.000
25/02/2088 12:00:00,18.20000,   0.283,   0.100,  15.700,   0.000, 227.344,   1.613,   0.116,   1.035,   0.903,   1.429, 144.286,  25.714,  10.714, 166.667,  16.667, 112.333,   1.667,   0.000,  11.667,   8.333,  60.000
25/02/2088 19:59:00,18.10000,   0.283,   4.610,  10.500,   0.000, 201.719,   1.581,   0.113,   0.923,   0.806,   1.429, 136.429,  25.714,  10.714, 166.667,  16.667, 101.000,   1.667,   0.000,  11.667,   8.333,  60.000
26/02/2088 19:59:00,17.80000,   0.283,   6.720,  22.400,   0.000, 191.250,   1.548,   0.110,   1.032,   0.935,   1.429, 133.571,  25.000,  10.714, 166.667,  16.667,  83.333,   1.667,   0.000,  11.667,   8.333,  60.000
27/02/2088 19:59:00,26.60000,   0.283,   0.100,  52.200,   0.000, 227.344,   1.871,   0.135,   1.439,   1.290,   1.429, 132.857,  25.000,  10.714, 166.667,  16.667,  78.000,   1.667,   0.000,  11.667,   8.333,  60.000
28/02/2088 19:59:00,20.80000,   0.283,   0.100,  19.500,   0.000, 227.344,   1.484,   0.106,   0.968,   0.871,   1.429, 122.857,  22.857,  10.000, 166.667,  16.667,  91.833,   1.667,   0.000,  11.667,   8.333,  60.000
29/02/2088 19:59:00,20.10000,   0.283,   0.100,  14.200,   0.000, 227.344,   1.419,   0.100,   0.897,   0.806,   1.429, 128.571,  26.429,  11.429, 166.667,  16.667,  97.500,   1.667,   0.000,  11.667,   8.333,  60.000
01/03/2088 19:59:00,18.90000,   0.283,   0.100,  15.300,   0.000, 227.344,   4.032,   0.290,   1.094,   0.806,   1.429, 147.857,  27.857,  12.143, 166.667,  16.667,  90.000,   1.667,   0.000,  11.667,   8.333,  60.000
02/03/2088 19:59:00,29.00000,   0.283,   2.740,  59.900,   0.000, 211.875,   1.548,   0.110,   1.806,   1.710,   1.429, 132.143,  25.714,  10.714, 166.667,  16.667,  71.667,   1.667,   0.000,  11.667,   8.333,  60.000
03/03/2088 04:00:00,84.70000,   0.283,   3.950, 796.800,   0.000, 205.313,   0.452,   0.032,   8.839,   8.806,   1.429,  77.857,  34.286,  15.000, 166.667,  16.667,  79.833,   1.667,   0.000,  11.667,   8.333,  60.000
03/03/2088 12:00:00,64.10000,   0.283,   1.260, 417.100,   0.000, 220.313,   0.774,   0.055,   5.152,   5.097,   1.429,  92.143,  25.000,  10.714, 166.667,  16.667,  94.333,   1.667,   0.000,  11.667,   8.333,  60.000
03/03/2088 19:59:00,45.10000,   0.283,   0.100, 270.800,   0.000, 227.344,   0.839,   0.061,   2.716,   2.645,   1.429,  85.714,  22.143,   9.286, 166.667,  16.667, 101.333,   1.667,   0.000,  11.667,   8.333,  60.000
04/03/2088 19:59:00,26.50000,   0.283,   0.100,  54.200,   0.000, 227.344,   0.839,   0.058,   1.203,   1.129,   1.429, 117.143,  22.857,  10.000, 166.667,  16.667, 107.333,   1.667,   0.000,  11.667,   8.333,  60.000
05/03/2088 19:59:00,21.50000,   0.283,   0.360,  43.400,   0.000, 225.781,   1.387,   0.100,   1.332,   1.226,   1.429, 139.286,  27.143,  11.429, 166.667,  16.667, 104.667,   1.667,   0.000,  11.667,   8.333,  60.000
06/03/2088 19:59:00,20.70000,   0.283,   4.930,  45.900,   0.000, 200.156,   0.935,   0.068,   1.261,   1.194,   1.429, 137.857,  25.000,  10.714, 166.667,  16.667,  95.167,   1.667,   0.000,  11.667,   8.333,  60.000
07/03/2088 19:59:00,20.80000,   0.283,   0.780,  37.700,   0.000, 223.281,   0.871,   0.061,   1.190,   1.129,   1.429, 130.714,  26.429,  11.429, 166.667,  16.667,  88.000,   1.667,   0.000,  11.667,   8.333,  60.000
08/03/2088 19:59:00,18.30000,   0.283,   8.100,  34.600,   0.000, 184.844,   1.323,   0.094,   1.471,   1.387,   1.429, 136.429,  27.857,  12.143, 166.667,  16.667,  80.167,   1.667,   0.000,  11.667,   8.333,  60.000
09/03/2088 19:59:00,21.70000,   0.283,   7.370, 230.600,   0.000, 188.125,   0.806,   0.058,   3.355,   3.290,   1.429, 124.286,  29.286,  12.143, 166.667,  16.667,  59.667,   1.667,   0.000,  11.667,   8.333,  60.000
10/03/2088 12:00:00,23.80000,   0.283,   0.100,  95.200,   0.000, 227.344,   0.613,   0.045,   2.110,   2.065,   1.429, 120.000,  24.286,  10.714, 166.667,  16.667,  80.333,   1.667,   0.000,  11.667,   8.333,  60.000
10/03/2088 19:59:00,20.70000,   0.283,   0.100,  70.200,   0.000, 227.344,   0.935,   0.068,   1.648,   1.581,   1.429, 107.857,  29.286,  12.143, 166.667,  16.667,  77.667,   1.667,   0.000,  11.667,   8.333,  60.000
11/03/2088 19:59:00,16.80000,   0.283,   1.030,  21.200,   0.000, 221.719,   0.774,   0.055,   1.035,   0.968,   1.429, 131.429,  25.000,  10.714, 166.667,  16.667,  83.833,   1.667,   0.000,  11.667,   8.333,  60.000
12/03/2088 19:59:00,14.80000,   0.283,   2.880,  21.500,   0.000, 211.094,   1.419,   0.103,   1.255,   1.161,   1.429, 131.429,  25.000,  10.714, 166.667,  16.667,  74.000,   1.667,   0.000,  11.667,   8.333,  60.000
13/03/2088 19:59:00,14.30000,   0.283,   5.760,  20.200,   0.000, 195.938,   1.032,   0.074,   1.210,   1.129,   1.429, 137.857,  26.429,  11.429, 166.667,  16.667,  60.333,   1.667,   0.000,  11.667,   8.333,  60.000
14/03/2088 19:59:00,13.40000,   0.283,   2.580,  28.400,   0.000, 212.813,   0.516,   0.035,   1.229,   1.194,   1.429, 132.857,  25.714,  10.714, 166.667,  16.667,  46.000,   1.667,   0.000,  11.667,   8.333,  60.000
15/03/2088 19:59:00,14.70000,   0.283,   8.800,  25.600,   0.000, 181.563,   1.032,   0.074,   1.581,   1.516,   1.429, 152.143,  30.714,  12.857, 166.667,  16.667,  42.167,   1.667,   0.000,  11.667,   8.333,  60.000
16/03/2088 04:00:00,35.10000,   0.283,   5.070, 207.900,   0.000, 199.375,   0.548,   0.039,   3.994,   3.968,   1.429, 124.286,  28.571,  12.143, 166.667,  16.667,  45.167,   1.667,   0.000,  11.667,   8.333,  60.000
16/03/2088 12:00:00,42.30000,   0.283,   0.100, 187.700,   0.000, 227.344,   0.903,   0.065,   3.106,   3.032,   1.429, 127.143,  27.143,  11.429, 166.667,  16.667,  74.667,   1.667,   0.000,  11.667,   8.333,  60.000
16/03/2088 19:59:00,31.20000,   0.283,   1.670, 128.500,   0.000, 217.969,   0.645,   0.048,   2.261,   2.226,   1.429, 110.714,  24.286,  10.714, 166.667,  16.667,  79.667,   1.667,   0.000,  11.667,   8.333,  60.000
17/03/2088 04:00:00,25.00000,   0.283,   1.150, 104.200,   0.000, 220.938,   0.613,   0.042,   1.829,   1.774,   1.429,  94.286,  20.000,   8.571, 166.667,  16.667,  82.500,   1.667,   0.000,  11.667,   8.333,  60.000
17/03/2088 12:00:00,21.30000,   0.283,   2.700,  46.300,   0.000, 212.031,   0.581,   0.042,   1.500,   1.452,   1.429,  84.286,  18.571,   7.857, 166.667,  16.667,  82.833,   1.667,   0.000,  11.667,   8.333,  60.000
17/03/2088 19:59:00,19.60000,   0.283,   3.700,  30.800,   0.000, 206.563,   0.871,   0.061,   1.219,   1.161,   1.429, 112.143,  20.714,   9.286, 166.667,  16.667,  90.500,   1.667,   0.000,  11.667,   8.333,  60.000
18/03/2088 19:59:00,17.80000,   0.283,   5.330,  21.600,   0.000, 198.125,   0.903,   0.065,   1.190,   1.129,   1.429, 121.429,  23.571,  10.000, 166.667,  16.667,  73.000,   1.667,   0.000,  11.667,   8.333,  60.000
19/03/2088 19:59:00,16.20000,   0.283,   3.790,  20.900,   0.000, 206.094,   2.065,   0.148,   1.300,   1.161,   1.429, 140.714,  26.429,  11.429, 166.667,  16.667,  77.667,   1.667,   0.000,  11.667,   8.333,  60.000
20/03/2088 19:59:00,38.70000,   0.283,   6.980, 346.100,   0.000, 190.000,   0.935,   0.068,   2.671,   2.613,   1.429, 112.143,  22.143,   9.286, 166.667,  16.667,  76.167,   1.667,   0.000,  11.667,   8.333,  60.000
21/03/2088 04:00:00,32.20000,   0.283,   6.330,  84.600,   0.000, 193.125,   0.968,   0.071,   2.297,   2.226,   1.429, 122.143,  20.000,   8.571, 166.667,  16.667,  90.667,   1.667,   0.000,  11.667,   8.333,  60.000
21/03/2088 12:00:00,27.10000,   0.283,   2.680,  73.600,   0.000, 212.188,   0.774,   0.055,   1.642,   1.581,   1.429,  98.571,  18.571,   7.857, 166.667,  16.667,  87.000,   1.667,   0.000,  11.667,   8.333,  60.000
21/03/2088 19:59:00,28.10000,   0.283,   0.100,  57.400,   0.000, 227.344,   0.774,   0.055,   1.445,   1.387,   1.429, 100.714,  19.286,   8.571, 166.667,  16.667,  88.333,   1.667,   0.000,  11.667,   8.333,  60.000
22/03/2088 19:59:00,23.50000,   0.283,   0.100,  21.800,   0.000, 227.344,   1.387,   0.100,   1.261,   1.161,   1.429, 122.857,  24.286,  10.714, 166.667,  16.667,  93.333,   1.667,   0.000,  11.667,   8.333,  60.000
23/03/2088 19:59:00,22.60000,   0.283,   3.790,  31.700,   0.000, 206.094,   3.032,   0.216,   1.474,   1.258,   1.429, 130.714,  25.000,  10.714, 166.667,  16.667,  83.833,   1.667,   0.000,  11.667,   8.333,  60.000
24/03/2088 12:00:00,21.10000,   0.283,   0.100,  34.800,   0.000, 227.344,   0.839,   0.061,   1.210,   1.161,   1.429, 110.714,  22.143,   9.286, 166.667,  16.667,  74.000,   1.667,   0.000,  11.667,   8.333,  60.000
24/03/2088 19:59:00,24.10000,   0.283,   0.770,  29.700,   0.000, 223.281,   0.839,   0.061,   1.003,   0.935,   1.429, 115.714,  22.857,  10.000, 166.667,  16.667,  70.167,   1.667,   0.000,  11.667,   8.333,  60.000
25/03/2088 19:59:00,28.90000,   0.283,   0.100,  52.300,   0.000, 227.344,   1.323,   0.097,   1.068,   0.968,   1.429, 106.429,  22.857,  10.000, 166.667,  16.667,  79.167,   1.667,   0.000,  11.667,   8.333,  60.000
26/03/2088 19:59:00,65.20000,   0.283,   0.100, 419.800,   0.000, 227.344,   1.419,   0.103,   4.890,   4.774,   1.429, 103.571,  25.714,  10.714, 166.667,  16.667,  85.500,   1.667,   0.000,  11.667,   8.333,  60.000
27/03/2088 04:00:00,93.00000,   0.283,   0.100, 708.100,   0.000, 227.344,   1.645,   0.119,   9.387,   9.258,   1.429, 100.000,  35.000,  15.000, 166.667,  16.667,  91.167,   1.667,   0.000,  11.667,   8.333,  60.000
27/03/2088 12:00:00,72.50000,   0.283,   0.100, 277.900,   0.000, 227.344,   1.032,   0.074,   3.874,   3.806,   1.429,  80.714,  22.143,   9.286, 166.667,  16.667,  78.500,   1.667,   0.000,  11.667,   8.333,  60.000
27/03/2088 19:59:00,112.00000,   0.283,   0.100, 642.600,   0.000, 227.344,   0.645,   0.045,   5.871,   5.839,   1.429,  65.000,  24.286,  10.714, 166.667,  16.667,  89.667,   1.667,   0.000,  11.667,   8.333,  60.000
28/03/2088 04:00:00,95.20000,   0.283,   0.100, 768.900,   0.000, 227.344,   0.677,   0.048,   5.887,   5.839,   1.429,  70.714,  23.571,  10.000, 166.667,  16.667,  94.833,   1.667,   0.000,  11.667,   8.333,  60.000
28/03/2088 12:00:00,70.70000,   0.283,   0.100, 359.600,   0.000, 227.344,   0.677,   0.048,   3.684,   3.645,   1.429,  70.714,  18.571,   7.857, 166.667,  16.667,  96.333,   1.667,   0.000,  11.667,   8.333,  60.000
