Filename,Number of Cells,Total Area (m2),Min Cell Area (m2),Max Cell Area (m2), Mean Cell Area (m2), Min Depth (mAHD), Max Depth (mAHD), Mean Depth (mAHD)
Erie_V6_Substrates.2dm,46097.0000,25653965736.7264, 8080.8515,5720013.1277,556521.3731,  -62.1039,   21.6648,  -13.2563
