x,y,id,z
672208.5975,4750073.7421,1,-2.4858
672542.7321,4749604.8342,2,-1.9449
672718.0393,4749212.8167,3,0.0000
671566.1073,4750425.4367,4,-3.1079
671302.5223,4750095.0267,5,-3.6005
671749.1606,4749705.3773,6,-4.2740
671423.3623,4750753.8367,7,-2.4791
672104.1100,4749440.9800,8,-3.3240
672110.4349,4749014.5975,9,-5.1223
672515.0290,4748953.4767,10,-2.1267
672663.3178,4748498.3035,11,-3.4044
671086.7020,4750837.7267,12,-2.4029
670822.7642,4750525.4458,13,-3.4956
670997.2397,4749800.4533,14,-4.7540
671028.0078,4749328.2267,15,-5.3114
671465.9123,4749338.9600,16,-4.6800
670568.6262,4750039.9545,17,-3.8206
671560.1245,4748894.8364,18,-6.4310
671003.5690,4751199.4533,19,-1.5978
672050.4347,4748560.7267,20,-7.2318
672271.3280,4748310.1667,21,-4.3131
671711.3770,4748492.6900,22,-8.1974
672916.6415,4747952.1383,23,-2.2575
672122.7228,4747928.3459,24,-5.6098
672536.5870,4747594.6121,25,-4.1665
670608.4789,4751379.5869,26,-2.0965
670389.3188,4750855.2536,27,-3.2989
670105.5214,4750381.8872,28,-3.9793
670378.1773,4749633.7000,29,-3.3128
670555.1533,4749303.3400,30,-5.2038
671034.1485,4748729.1270,31,-7.5005
670269.5736,4748979.1888,32,-5.8178
670596.9340,4748668.1833,33,-7.3768
669777.7816,4749957.1174,34,-5.0073
670043.8673,4749657.9200,35,-4.8620
671006.3279,4748131.1871,36,-8.8317
671542.9665,4748101.5167,37,-8.1428
673230.6652,4747457.1638,38,-1.5850
672828.8797,4747114.4148,39,-4.2950
671927.1140,4747585.1100,40,-7.4859
672147.3152,4747220.2112,41,-8.3320
671518.1536,4747565.3783,42,-8.0822
672440.7303,4746741.0382,43,-8.7503
670186.3343,4751542.9133,44,-1.4592
669959.0052,4751184.9598,45,-1.1394
669696.4334,4750680.4779,46,-2.3184
669353.9752,4750219.8850,47,-2.6076
669790.6045,4749294.6944,48,-5.7552
670475.6256,4748230.8712,49,-8.0648
669930.4640,4748681.5467,50,-6.4380
669946.3373,4748240.7393,51,-7.4492
669536.5357,4748828.8455,52,-6.6703
669338.6454,4749538.2551,53,-6.1302
669066.4000,4749836.8567,54,-3.8288
670973.8116,4747533.6286,55,-8.6893
670167.7190,4747742.5657,56,-8.4116
670526.6857,4747450.4600,57,-9.0139
673472.6635,4746901.6765,58,-1.6294
673089.3383,4746743.5100,59,-5.1470
672903.0179,4746366.9190,60,-7.5248
671661.9153,4747031.3461,61,-8.4819
671770.7340,4746614.7200,62,-8.9057
672100.8217,4746461.9133,63,-9.2757
671139.7496,4746945.7010,64,-8.9288
672241.9656,4746010.5444,65,-9.6066
672727.6807,4746014.9767,66,-9.4523
668727.6893,4749853.1733,67,-2.2205
669048.1167,4749060.8505,68,-6.9316
669414.5124,4748252.3075,69,-7.5277
669305.9767,4747820.3767,70,-7.7098
669656.4507,4747447.5857,71,-8.2723
668913.5207,4748514.7033,72,-7.6993
668502.6800,4749594.4433,73,-1.3649
668489.3808,4749131.7045,74,-4.8280
670424.7963,4747091.2600,75,-9.7691
670679.7458,4746709.6803,76,-9.9860
669980.0316,4746947.3481,77,-9.2486
673750.0452,4746410.4096,78,-1.9527
673378.0656,4746067.3095,79,-5.7521
673027.7070,4745644.6088,80,-9.4331
671392.6949,4746407.9516,81,-9.4086
671673.8824,4745890.0081,82,-9.9015
670946.2553,4746172.8470,83,-10.0943
672365.8823,4745559.3967,84,-10.0198
672680.1497,4745381.2833,85,-10.1191
671957.4909,4745378.7420,86,-10.2858
668045.6446,4749611.0081,87,-0.2591
668405.9568,4748621.0517,88,-7.1264
668739.4643,4748113.7767,89,-6.0394
668847.2173,4747722.0226,90,-6.1930
668914.6323,4747268.1300,91,-8.1665
669261.0427,4747164.8733,92,-8.4500
669426.7559,4746743.1008,93,-9.6211
668322.5306,4748080.3664,94,-7.3195
668030.1970,4749159.4367,95,-2.2128
667771.3777,4748953.4233,96,-2.4692
667831.5727,4748533.6696,97,-5.0793
670187.7080,4746416.6837,98,-10.0305
670475.5584,4745913.1608,99,-10.4650
669631.0046,4746234.1552,100,-10.1889
674105.9202,4745899.4510,101,-2.2127
673714.7615,4745577.3924,102,-5.3718
673344.1440,4745324.3767,103,-9.1556
672630.2140,4744971.7482,104,-10.1897
673238.1560,4744925.3086,105,-9.5297
671208.5195,4745627.8099,106,-10.1102
671452.4779,4745108.4191,107,-10.2989
670766.0156,4745355.8920,108,-10.6894
672161.2760,4744982.2667,109,-10.4794
671806.2638,4744703.9470,110,-10.4730
667589.7507,4749575.9667,111,-0.0293
667381.8855,4749192.7584,112,-0.7101
667930.5013,4748117.9633,113,-6.7633
668245.5451,4747552.5253,114,-6.9234
668302.3823,4747137.6600,115,-6.7887
668675.8843,4747024.9500,116,-8.2460
668833.9006,4746598.3008,117,-9.6589
669023.1417,4746105.8824,118,-10.7089
667654.5780,4747891.8767,119,-6.6953
667636.3430,4747471.7239,120,-8.9985
