Filename,Number of Cells,Total Area (m2),Min Cell Area (m2),Max Cell Area (m2), Mean Cell Area (m2), Min Depth (mAHD), Max Depth (mAHD), Mean Depth (mAHD)
Erie_v5_Substrates_NS.2dm,21884.0000,25374966835.6697,31035.8146,7797756.8044,1159521.4237,  -61.5346,   -1.0000,  -12.6355
