FVC file = erie.fvc, Simulation Execution: 08/11/2019 08:11:48
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.67077649740595E+06, 0.47484269587950E+07, -0.8241028E+01,           5,  0.4236807E+06,           1
, 0.67141753354145E+06, 0.47482240283042E+07, -0.7559426E+01,           5,  0.4321268E+06,           2
, 0.67194887233333E+06, 0.47480515466667E+07, -0.6090463E+01,           5,  0.2135854E+06,           3
, 0.67210708333333E+06, 0.47476873333333E+07, -0.6403528E+01,           5,  0.2564260E+06,           4
, 0.67252442033333E+06, 0.47476182866667E+07, -0.4635767E+01,           5,  0.2165703E+06,           5
, 0.67267504900000E+06, 0.47472210166667E+07, -0.5711950E+01,           5,  0.2172336E+06,           6
, 0.67307899400000E+06, 0.47471764000000E+07, -0.5642387E+01,           5,  0.2182106E+06,           7
, 0.67343789470251E+06, 0.47467625746204E+07, -0.4694092E+01,           5,  0.4623351E+06,           8
, 0.67386788850092E+06, 0.47462351975205E+07, -0.2264783E+01,           5,  0.4431339E+06,           9
, 0.67068069839068E+06, 0.47477803215392E+07, -0.8827918E+01,           5,  0.4281444E+06,          10
, 0.67120520166667E+06, 0.47477193700000E+07, -0.8272379E+01,           5,  0.2426644E+06,          11
, 0.67009334175272E+06, 0.47484700551142E+07, -0.7120041E+01,           5,  0.4365634E+06,          12
, 0.66998635525257E+06, 0.47478628787690E+07, -0.7971718E+01,           5,  0.4374858E+06,          13
, 0.67141479866667E+06, 0.47473492533333E+07, -0.7631991E+01,           5,  0.2927215E+06,          14
, 0.67186533100000E+06, 0.47473325266667E+07, -0.7115827E+01,           5,  0.2420779E+06,          15
, 0.67224611072343E+06, 0.47468991387801E+07, -0.8108007E+01,           5,  0.4594480E+06,          16
, 0.67259348500000E+06, 0.47464660433333E+07, -0.8953700E+01,           5,  0.2521980E+06,          17
, 0.67301649400000E+06, 0.47464135700000E+07, -0.6584653E+01,           5,  0.2513311E+06,          18
, 0.67325378780113E+06, 0.47459424742026E+07, -0.6228538E+01,           5,  0.4238186E+06,          19
, 0.67409554213753E+06, 0.47456257033107E+07, -0.5334981E+01,           5,  0.4145948E+06,          20
, 0.67350510539418E+06, 0.47453295184175E+07, -0.7464076E+01,           5,  0.4389331E+06,          21
, 0.67046244484709E+06, 0.47471511976374E+07, -0.9189170E+01,           5,  0.4365241E+06,          22
, 0.67110258631736E+06, 0.47469131331275E+07, -0.9185394E+01,           5,  0.4488168E+06,          23
, 0.66995562933333E+06, 0.47473673733333E+07, -0.8413432E+01,           5,  0.2335627E+06,          24
, 0.66938696952188E+06, 0.47484759603332E+07, -0.7146535E+01,           5,  0.4285911E+06,          25
, 0.66924403842699E+06, 0.47478732681023E+07, -0.7313829E+01,           5,  0.4436215E+06,          26
, 0.66913881766667E+06, 0.47473507266667E+07, -0.8297454E+01,           5,  0.2701179E+06,          27
, 0.66954792733333E+06, 0.47471421333333E+07, -0.8938869E+01,           5,  0.2950573E+06,          28
, 0.67169923466516E+06, 0.47465314723717E+07, -0.8874208E+01,           5,  0.4184309E+06,          29
, 0.67225504650280E+06, 0.47460697247392E+07, -0.9568530E+01,           5,  0.4245863E+06,          30
, 0.67267615809660E+06, 0.47455435824918E+07, -0.9908769E+01,           5,  0.4938256E+06,          31
, 0.67302627733333E+06, 0.47451237833333E+07, -0.9772648E+01,           5,  0.2160352E+06,          32
, 0.67422662419922E+06, 0.47449434480742E+07, -0.6338323E+01,           5,  0.4174182E+06,          33
, 0.67372707100000E+06, 0.47448398733333E+07, -0.5754877E+01,           5,  0.2263071E+06,          34
, 0.67296030269985E+06, 0.47445469598172E+07, -0.9792466E+01,           5,  0.5101453E+06,          35
, 0.67352583966667E+06, 0.47444621433333E+07, -0.6397989E+01,           5,  0.2571034E+06,          36
, 0.67016854710818E+06, 0.47465284113600E+07, -0.9767676E+01,           5,  0.4536061E+06,          37
, 0.67083261269266E+06, 0.47463088156069E+07, -0.1017489E+02,           5,  0.4551618E+06,          38
, 0.66960512500000E+06, 0.47466922633333E+07, -0.9321894E+01,           5,  0.3217105E+06,          39
, 0.67138344533333E+06, 0.47461664500000E+07, -0.9756700E+01,           5,  0.2240516E+06,          40
, 0.66867829608124E+06, 0.47484859444811E+07, -0.7797126E+01,           5,  0.4196364E+06,          41
, 0.66853422033670E+06, 0.47479217838099E+07, -0.7772873E+01,           5,  0.3988088E+06,          42
, 0.66827914004467E+06, 0.47473536991430E+07, -0.7832105E+01,           5,  0.4159440E+06,          43
, 0.66876635933333E+06, 0.47471565866667E+07, -0.7904544E+01,           5,  0.2128190E+06,          44
, 0.66865731664860E+06, 0.47466414740780E+07, -0.8647815E+01,           5,  0.4398896E+06,          45
, 0.66924229600000E+06, 0.47464598800000E+07, -0.1013462E+02,           5,  0.2577667E+06,          46
, 0.67168291605018E+06, 0.47457191207059E+07, -0.1011107E+02,           5,  0.4455164E+06,          47
, 0.67211592913159E+06, 0.47451666898722E+07, -0.1039138E+02,           5,  0.4935582E+06,          48
, 0.67240108600000E+06, 0.47446892366667E+07, -0.1045237E+02,           5,  0.2082030E+06,          49
, 0.67428558792347E+06, 0.47442514131162E+07, -0.3055823E+01,           1,  0.4216567E+06,          50
, 0.67375997900000E+06, 0.47441165300000E+07, -0.3606526E+01,           3,  0.2369025E+06,          51
, 0.67267879059802E+06, 0.47439071143382E+07, -0.9867668E+01,           3,  0.5648816E+06,          52
, 0.67315389366667E+06, 0.47436259366667E+07, -0.8769196E+01,           3,  0.2109960E+06,          53
, 0.67364435567525E+06, 0.47435939347513E+07, -0.5615020E+01,           3,  0.4328769E+06,          54
, 0.67200895477010E+06, 0.47442839737853E+07, -0.1038839E+02,           5,  0.5572116E+06,          55
, 0.67006111688020E+06, 0.47458520625845E+07, -0.1028162E+02,           5,  0.4762579E+06,          56
, 0.67065697400000E+06, 0.47458298866667E+07, -0.1049603E+02,           5,  0.2583491E+06,          57
, 0.66936014190932E+06, 0.47459477010815E+07, -0.1056112E+02,           5,  0.4332534E+06,          58
, 0.67104732415564E+06, 0.47453924298769E+07, -0.1038063E+02,           5,  0.5477690E+06,          59
, 0.66797231410666E+06, 0.47485675853030E+07, -0.5291298E+01,           5,  0.4151236E+06,          60
, 0.66781375587452E+06, 0.47479856826683E+07, -0.7220585E+01,           5,  0.4242932E+06,          61
, 0.66776878533333E+06, 0.47475059833333E+07, -0.8491031E+01,           5,  0.1909586E+06,          62
, 0.66813150733333E+06, 0.47468643200000E+07, -0.7595302E+01,           5,  0.1959966E+06,          63
, 0.66734683963840E+06, 0.47471632741938E+07, -0.9410677E+01,           5,  0.4683017E+06,          64
, 0.66777195433333E+06, 0.47467485000000E+07, -0.8686286E+01,           5,  0.2471026E+06,          65
