ISOTime,Flow,Salt,Temp,SSOL1,SSOL2,DO,PO4,DOP,POP,PIP,NH4,NO3,DON,PON,DOC,POC,SiO2,CYANO,CHLOR,CRYPTO,FDIAT,MDIAT
13/01/2088 00:00:00,49.86000,   0.020,   1.000,  24.300,   0.000, 221.875,   0.729,   0.053,   0.264,   0.211,  26.081, 113.463,  27.581,  11.821, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
14/01/2088 00:00:00,49.10000,   0.020,   1.000,  24.300,   0.000, 221.875,   0.715,   0.052,   0.252,   0.201,  26.704, 110.050,  27.241,  11.675, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
15/01/2088 00:00:00,48.32000,   0.020,   1.000,  23.700,   0.000, 221.875,   0.701,   0.050,   0.240,   0.189,  27.461, 105.324,  26.856,  11.510, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
16/01/2088 00:00:00,47.65000,   0.020,   1.000,  23.500,   0.000, 221.875,   0.686,   0.049,   0.224,   0.175,  27.899, 100.664,  26.424,  11.324, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
17/01/2088 00:00:00,47.38000,   0.020,   1.000,  23.400,   0.000, 221.875,   0.671,   0.048,   0.206,   0.158,  28.476,  95.968,  25.981,  11.135, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
18/01/2088 00:00:00,48.61000,   0.020,   1.000,  24.100,   0.000, 221.875,   0.672,   0.048,   0.290,   0.241,  27.348, 100.359,  26.260,  11.254, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
19/01/2088 00:00:00,51.27000,   0.020,   1.000,  25.200,   0.000, 221.875,   0.683,   0.049,   0.355,   0.305,  27.138, 102.619,  26.450,  11.336, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
20/01/2088 00:00:00,53.24000,   0.020,   1.000,  26.200,   0.000, 221.875,   0.696,   0.050,   0.386,   0.335,  27.221, 102.579,  26.426,  11.326, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
21/01/2088 00:00:00,54.50000,   0.020,   1.000,  26.600,   0.000, 221.875,   0.706,   0.051,   0.389,   0.339,  27.441, 101.011,  26.251,  11.251, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
22/01/2088 00:00:00,55.46000,   0.020,   1.000,  26.700,   0.000, 221.875,   0.722,   0.052,   0.401,   0.349,  26.861, 103.034,  26.366,  11.299, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
23/01/2088 00:00:00,56.54000,   0.020,   1.000,  27.000,   0.000, 221.875,   0.757,   0.055,   0.468,   0.414,  25.091, 114.431,  27.389,  11.738, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
24/01/2088 00:00:00,64.47000,   0.020,   1.000,  30.300,   0.000, 221.875,   0.877,   0.063,   0.973,   0.909,  20.069, 118.077,  26.496,  11.356, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
25/01/2088 00:00:00,82.83000,   0.020,   1.000,  37.100,   0.000, 221.875,   1.012,   0.073,   1.365,   1.292,  18.125, 118.074,  25.921,  11.109, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
26/01/2088 00:00:00,105.00000,   0.020,   1.000,  45.500,   0.000, 221.875,   1.108,   0.080,   1.526,   1.446,  17.881, 116.213,  25.480,  10.920, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
27/01/2088 00:00:00,123.30000,   0.020,   1.000,  51.600,   0.000, 221.875,   1.177,   0.085,   1.581,   1.496,  17.346, 115.392,  25.084,  10.751, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
28/01/2088 00:00:00,137.80000,   0.020,   1.000,  55.900,   0.000, 221.875,   1.197,   0.086,   1.655,   1.569,  16.216, 110.269,  24.013,  10.291, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
29/01/2088 00:00:00,148.70000,   0.020,   3.430,  59.200,   0.000, 207.969,   1.225,   0.088,   1.736,   1.648,  15.595, 105.522,  23.139,   9.916, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
30/01/2088 00:00:00,154.50000,   0.020,   3.590,  61.000,   0.000, 207.188,   1.247,   0.090,   1.805,   1.715,  15.791, 100.919,  22.486,   9.637, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
31/01/2088 00:00:00,158.30000,   0.020,   3.200,  62.700,   0.000, 209.375,   1.255,   0.090,   1.849,   1.759,  16.477,  96.407,  22.006,   9.431, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
01/02/2088 00:00:00,159.90000,   0.020,   1.000,  63.000,   0.000, 221.875,   1.258,   0.091,   1.850,   1.760,  17.259,  92.754,  21.694,   9.297, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
02/02/2088 00:00:00,155.30000,   0.020,   1.000,  61.600,   0.000, 221.875,   1.272,   0.092,   1.812,   1.720,  17.860,  90.816,  21.574,   9.246, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
03/02/2088 00:00:00,143.30000,   0.020,   1.000,  57.600,   0.000, 221.875,   1.266,   0.091,   1.745,   1.655,  18.721,  89.134,  21.574,   9.246, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
04/02/2088 00:00:00,126.70000,   0.020,   1.000,  51.800,   0.000, 221.875,   1.258,   0.091,   1.649,   1.558,  19.504,  87.957,  21.653,   9.280, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
05/02/2088 00:00:00,109.50000,   0.020,   1.000,  45.900,   0.000, 221.875,   1.229,   0.088,   1.536,   1.447,  20.536,  86.522,  21.811,   9.347, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
06/02/2088 00:00:00,94.26000,   0.020,   1.000,  40.400,   0.000, 221.875,   1.191,   0.086,   1.409,   1.323,  21.619,  85.058,  22.016,   9.435, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
07/02/2088 00:00:00,81.79000,   0.020,   1.000,  36.000,   0.000, 221.875,   1.147,   0.083,   1.274,   1.192,  22.783,  83.581,  22.254,   9.538, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
08/02/2088 00:00:00,72.06000,   0.020,   1.000,  32.600,   0.000, 221.875,   1.114,   0.080,   1.130,   1.050,  23.324,  83.291,  22.475,   9.632, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
09/02/2088 00:00:00,64.78000,   0.020,   1.000,  30.100,   0.000, 221.875,   1.073,   0.077,   0.995,   0.917,  23.929,  82.940,  22.658,   9.711, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
10/02/2088 00:00:00,59.50000,   0.020,   1.000,  27.900,   0.000, 221.875,   1.025,   0.074,   0.874,   0.800,  24.829,  81.852,  22.821,   9.781, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
11/02/2088 00:00:00,57.08000,   0.020,   1.000,  26.900,   0.000, 221.875,   0.983,   0.071,   0.827,   0.756,  23.941,  88.900,  23.583,  10.107, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
12/02/2088 00:00:00,56.10000,   0.020,   1.000,  26.700,   0.000, 221.875,   0.954,   0.069,   0.806,   0.738,  24.050,  94.609,  24.430,  10.470, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
13/02/2088 00:00:00,55.22000,   0.020,   1.000,  26.600,   0.000, 221.875,   0.948,   0.068,   0.775,   0.706,  24.209,  99.156,  25.102,  10.758, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
14/02/2088 00:00:00,53.92000,   0.020,   1.000,  26.000,   0.000, 221.875,   0.939,   0.068,   0.733,   0.665,  24.991, 100.427,  25.501,  10.929, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
15/02/2088 00:00:00,51.76000,   0.020,   1.000,  24.900,   0.000, 221.875,   0.942,   0.068,   0.677,   0.609,  25.396, 100.992,  25.700,  11.014, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
16/02/2088 00:00:00,49.87000,   0.020,   1.000,  24.500,   0.000, 221.875,   0.949,   0.068,   0.692,   0.624,  23.722, 107.107,  26.029,  11.155, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
17/02/2088 00:00:00,49.25000,   0.020,   1.000,  23.900,   0.000, 221.875,   0.958,   0.069,   0.738,   0.669,  22.779, 114.481,  26.714,  11.449, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
18/02/2088 00:00:00,48.72000,   0.020,   1.000,  24.200,   0.000, 221.875,   0.956,   0.069,   0.765,   0.696,  23.501, 117.153,  27.290,  11.696, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
19/02/2088 00:00:00,49.15000,   0.020,   1.000,  24.100,   0.000, 221.875,   0.952,   0.068,   0.754,   0.685,  24.507, 116.060,  27.479,  11.777, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
20/02/2088 00:00:00,53.27000,   0.020,   1.000,  26.100,   0.000, 221.875,   0.962,   0.069,   0.945,   0.876,  21.960, 114.440,  26.561,  11.383, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
21/02/2088 00:00:00,78.80000,   0.020,   1.000,  35.600,   0.000, 221.875,   1.004,   0.072,   1.596,   1.524,  15.748,  94.464,  22.172,   9.502, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
22/02/2088 00:00:00,128.20000,   0.020,   1.000,  53.700,   0.000, 221.875,   1.133,   0.082,   2.018,   1.937,  14.432,  89.314,  21.211,   9.091, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
23/02/2088 00:00:00,186.00000,   0.020,   1.000,  72.700,   0.000, 221.875,   1.199,   0.086,   2.199,   2.113,  14.512,  86.272,  20.822,   8.924, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
24/02/2088 00:00:00,229.80000,   0.020,   1.000,  85.100,   0.000, 221.875,   1.250,   0.090,   2.250,   2.160,  14.955,  84.255,  20.556,   8.810, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
25/02/2088 00:00:00,250.10000,   0.020,   1.000,  90.500,   0.000, 221.875,   1.305,   0.094,   2.242,   2.148,  15.103,  83.664,  20.373,   8.731, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
26/02/2088 00:00:00,250.50000,   0.020,   1.000,  89.700,   0.000, 221.875,   1.376,   0.099,   2.212,   2.113,  14.636,  86.039,  20.437,   8.759, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
27/02/2088 00:00:00,237.10000,   0.020,   3.590,  85.700,   0.000, 207.188,   1.411,   0.102,   2.249,   2.148,  14.756,  90.796,  21.095,   9.041, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
28/02/2088 00:00:00,222.90000,   0.020,   1.000,  81.700,   0.000, 221.875,   1.403,   0.101,   2.305,   2.205,  15.414,  94.689,  21.878,   9.376, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
29/02/2088 00:00:00,210.70000,   0.020,   1.000,  78.000,   0.000, 221.875,   1.403,   0.101,   2.338,   2.237,  16.358,  97.778,  22.622,   9.695, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
01/03/2088 00:00:00,198.80000,   0.020,   1.000,  74.500,   0.000, 221.875,   1.415,   0.102,   2.324,   2.222,  17.316,  99.681,  23.153,   9.923, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
02/03/2088 00:00:00,189.00000,   0.020,   1.000,  71.500,   0.000, 221.875,   1.413,   0.102,   2.323,   2.221,  17.396, 102.269,  23.616,  10.121, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
03/03/2088 00:00:00,185.20000,   0.020,   1.000,  70.400,   0.000, 221.875,   1.418,   0.102,   2.371,   2.269,  17.316, 105.572,  24.201,  10.372, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
04/03/2088 00:00:00,187.10000,   0.020,   1.000,  71.500,   0.000, 221.875,   1.388,   0.100,   2.384,   2.284,  17.586, 106.576,  24.518,  10.508, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
05/03/2088 00:00:00,190.60000,   0.020,   1.000,  73.100,   0.000, 221.875,   1.343,   0.097,   2.313,   2.216,  18.022, 105.010,  24.408,  10.461, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
06/03/2088 00:00:00,192.30000,   0.020,   1.000,  73.200,   0.000, 221.875,   1.307,   0.094,   2.190,   2.096,  18.564, 102.319,  24.066,  10.314, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
07/03/2088 00:00:00,188.60000,   0.020,   1.000,  72.200,   0.000, 221.875,   1.288,   0.093,   2.054,   1.961,  19.068,  99.943,  23.718,  10.165, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
08/03/2088 00:00:00,181.90000,   0.020,   1.000,  69.500,   0.000, 221.875,   1.294,   0.093,   1.955,   1.862,  18.171, 100.306,  23.413,  10.034, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
09/03/2088 00:00:00,172.70000,   0.020,   1.000,  66.500,   0.000, 221.875,   1.400,   0.101,   1.939,   1.838,  16.156, 106.129,  23.618,  10.122, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
10/03/2088 00:00:00,167.20000,   0.020,   1.000,  65.500,   0.000, 221.875,   1.355,   0.098,   1.988,   1.891,  16.604, 106.059,  23.686,  10.151, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
11/03/2088 00:00:00,171.70000,   0.020,   1.000,  67.100,   0.000, 221.875,   1.280,   0.092,   1.955,   1.863,  17.107, 102.509,  23.315,   9.992, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
12/03/2088 00:00:00,188.40000,   0.020,   1.000,  72.800,   0.000, 221.875,   1.228,   0.088,   1.863,   1.775,  17.171,  99.171,  22.805,   9.774, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
13/03/2088 00:00:00,207.10000,   0.020,   1.000,  78.500,   0.000, 221.875,   1.221,   0.088,   1.759,   1.671,  16.974,  97.521,  22.374,   9.589, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
14/03/2088 00:00:00,210.80000,   0.020,   3.350,  79.600,   0.000, 208.438,   1.218,   0.088,   1.680,   1.592,  17.342,  96.516,  22.141,   9.489, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
15/03/2088 00:00:00,194.60000,   0.020,   4.060,  74.200,   0.000, 204.688,   1.256,   0.090,   1.592,   1.501,  16.951,  97.499,  22.039,   9.445, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
16/03/2088 00:00:00,167.50000,   0.020,   1.000,  65.100,   0.000, 221.875,   1.243,   0.089,   1.519,   1.430,  17.862,  96.541,  22.012,   9.434, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
17/03/2088 00:00:00,141.70000,   0.020,   3.350,  57.000,   0.000, 208.438,   1.213,   0.087,   1.436,   1.349,  18.804,  94.749,  22.003,   9.430, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
18/03/2088 00:00:00,122.70000,   0.020,   3.900,  50.700,   0.000, 205.469,   1.191,   0.086,   1.338,   1.252,  19.081,  95.541,  22.260,   9.540, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
19/03/2088 00:00:00,108.60000,   0.020,   4.220,  46.000,   0.000, 203.906,   1.173,   0.085,   1.244,   1.160,  19.511,  96.374,  22.530,   9.656, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
20/03/2088 00:00:00,96.84000,   0.020,   3.710,  41.500,   0.000, 206.563,   1.165,   0.084,   1.185,   1.101,  19.900, 101.590,  23.428,  10.041, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
21/03/2088 00:00:00,85.37000,   0.020,   3.280,  37.700,   0.000, 208.906,   1.145,   0.083,   1.148,   1.065,  21.314, 106.233,  24.571,  10.530, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
22/03/2088 00:00:00,74.43000,   0.020,   1.000,  33.900,   0.000, 221.875,   1.121,   0.081,   1.101,   1.020,  22.920, 108.963,  25.566,  10.957, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
23/03/2088 00:00:00,64.48000,   0.020,   1.000,  29.700,   0.000, 221.875,   1.104,   0.079,   1.030,   0.951,  23.963, 110.084,  26.224,  11.239, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
24/03/2088 00:00:00,56.30000,   0.020,   1.000,  26.800,   0.000, 221.875,   1.075,   0.077,   0.951,   0.874,  25.051, 108.531,  26.483,  11.350, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
25/03/2088 00:00:00,50.20000,   0.020,   1.000,  24.200,   0.000, 221.875,   1.044,   0.075,   0.867,   0.793,  25.905, 105.234,  26.426,  11.326, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
26/03/2088 00:00:00,46.50000,   0.020,   1.000,  22.500,   0.000, 221.875,   1.008,   0.073,   0.782,   0.709,  26.241, 101.198,  26.091,  11.182, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
27/03/2088 00:00:00,49.58000,   0.020,   1.000,  24.100,   0.000, 221.875,   1.011,   0.073,   1.042,   0.969,  21.927, 136.431,  29.746,  12.748, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
28/03/2088 00:00:00,59.79000,   0.020,   1.000,  28.500,   0.000, 221.875,   1.102,   0.079,   1.315,   1.236,  19.773, 170.488,  33.802,  14.486, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
29/03/2088 00:00:00,78.10000,   0.020,   1.000,  35.000,   0.000, 221.875,   1.195,   0.086,   1.558,   1.473,  16.841, 187.574,  35.224,  15.096, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
30/03/2088 00:00:00,96.25000,   0.020,   1.000,  41.700,   0.000, 221.875,   1.294,   0.093,   1.703,   1.609,  16.285, 195.235,  35.984,  15.422, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
31/03/2088 00:00:00,110.60000,   0.020,   1.000,  47.100,   0.000, 221.875,   1.337,   0.096,   1.710,   1.614,  16.362, 193.599,  35.598,  15.256, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
01/04/2088 00:00:00,118.60000,   0.020,   3.630,  49.400,   0.000, 207.031,   1.337,   0.096,   1.631,   1.535,  16.499, 186.116,  34.424,  14.753, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
02/04/2088 00:00:00,126.10000,   0.020,   4.450,  51.500,   0.000, 202.656,   1.275,   0.092,   1.584,   1.492,  16.548, 173.736,  32.656,  13.995, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
03/04/2088 00:00:00,132.00000,   0.020,   4.730,  54.100,   0.000, 201.094,   1.254,   0.090,   1.564,   1.474,  16.854, 164.655,  31.485,  13.494, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
04/04/2088 00:00:00,135.90000,   0.020,   4.450,  55.200,   0.000, 202.656,   1.244,   0.090,   1.530,   1.441,  17.399, 157.983,  30.692,  13.154, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
05/04/2088 00:00:00,132.80000,   0.020,   3.590,  53.900,   0.000, 207.188,   1.232,   0.089,   1.476,   1.387,  18.022, 152.520,  30.096,  12.898, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
06/04/2088 00:00:00,122.60000,   0.020,   1.000,  50.600,   0.000, 221.875,   1.216,   0.087,   1.402,   1.315,  18.645, 147.474,  29.578,  12.676, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
07/04/2088 00:00:00,109.10000,   0.020,   1.000,  45.800,   0.000, 221.875,   1.193,   0.086,   1.317,   1.232,  19.247, 142.990,  29.160,  12.497, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
08/04/2088 00:00:00,104.40000,   0.020,   1.000,  44.300,   0.000, 221.875,   1.236,   0.089,   1.501,   1.412,  16.835, 140.796,  28.350,  12.150, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
09/04/2088 00:00:00,117.80000,   0.020,   3.630,  49.400,   0.000, 207.031,   1.369,   0.098,   1.708,   1.610,  14.976, 138.395,  27.488,  11.781, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
10/04/2088 00:00:00,147.60000,   0.020,   4.300,  59.800,   0.000, 203.438,   1.381,   0.099,   1.778,   1.679,  15.364, 132.017,  26.562,  11.384, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
11/04/2088 00:00:00,184.20000,   0.020,   6.140,  71.900,   0.000, 194.063,   1.398,   0.101,   1.704,   1.603,  14.993, 127.239,  25.594,  10.969, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
12/04/2088 00:00:00,213.60000,   0.020,   8.150,  80.200,   0.000, 184.531,   1.416,   0.102,   1.631,   1.529,  14.270, 127.259,  25.291,  10.839, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
13/04/2088 00:00:00,228.60000,   0.020,  10.270,  83.900,   0.000, 175.313,   1.432,   0.103,   1.616,   1.513,  14.155, 130.771,  25.626,  10.982, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
14/04/2088 00:00:00,230.00000,   0.020,  11.880,  84.500,   0.000, 168.750,   1.494,   0.107,   1.615,   1.507,  13.526, 136.984,  26.300,  11.271, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
15/04/2088 00:00:00,227.80000,   0.020,  13.370,  84.000,   0.000, 163.125,   1.567,   0.113,   1.588,   1.475,  12.720, 142.698,  26.811,  11.490, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
16/04/2088 00:00:00,220.70000,   0.020,  15.020,  81.900,   0.000, 157.188,   1.680,   0.121,   1.513,   1.392,  10.590, 149.086,  27.023,  11.581, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
17/04/2088 00:00:00,202.60000,   0.020,  17.180,  76.200,   0.000, 150.156,   1.797,   0.129,   1.416,   1.287,   8.765, 154.775,  27.041,  11.589, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
18/04/2088 00:00:00,173.10000,   0.020,  18.400,  67.300,   0.000, 146.250,   1.884,   0.136,   1.324,   1.189,   8.062, 158.228,  27.034,  11.586, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
19/04/2088 00:00:00,139.20000,   0.020,  19.540,  56.000,   0.000, 142.969,   1.940,   0.140,   1.240,   1.100,   7.893, 160.177,  27.098,  11.614, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
20/04/2088 00:00:00,108.70000,   0.020,  19.460,  45.400,   0.000, 143.125,   1.876,   0.135,   1.199,   1.064,   9.834, 156.750,  27.212,  11.662, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
21/04/2088 00:00:00,86.41000,   0.020,  18.160,  37.400,   0.000, 147.031,   1.735,   0.125,   1.163,   1.038,  12.686, 148.869,  27.208,  11.661, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
22/04/2088 00:00:00,73.37000,   0.020,  15.960,  32.600,   0.000, 154.063,   1.560,   0.112,   1.112,   1.000,  15.764, 138.707,  27.051,  11.594, 166.667,  16.667,  85.383,   1.667,   1.667,  11.667,   8.333,  60.000
